"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"151","150","150","150","3.5626373291015625","3.5626373291015625","3.5626373291015625","4.279169082641602","4.279169082641602","4.279169082641602","150","150","150","2.231719732284546","2.231719732284546","2.231719732284546","4.8876051902771","4.8876051902771","4.8876051902771","150","150","150","2.35","2.35","2.35","4.3","4.3","4.3","150","150","150","4.224544525146484","4.224544525146484","4.224544525146484","4.861201763153076","4.861201763153076","4.861201763153076","150","150","150","2.359121561050415","2.359121561050415","2.359121561050415","5.017087936401367","5.017087936401367","5.017087936401367"
"152","151","151","151","3.5731587409973145","3.5731587409973145","3.5731587409973145","4.294955730438232","4.294955730438232","4.294955730438232","151","151","151","2.248523712158203","2.248523712158203","2.248523712158203","4.592081069946289","4.592081069946289","4.592081069946289","151","151","151","2.35","2.35","2.35","4.3","4.3","4.3","151","151","151","4.253180503845215","4.253180503845215","4.253180503845215","4.840545177459717","4.840545177459717","4.840545177459717","151","151","151","2.4691379070281982","2.4691379070281982","2.4691379070281982","4.72428560256958","4.72428560256958","4.72428560256958"
"153","152","152","152","3.675645351409912","3.675645351409912","3.675645351409912","5.234375953674316","5.234375953674316","5.234375953674316","152","152","152","2.454538106918335","2.454538106918335","2.454538106918335","5.981103420257568","5.981103420257568","5.981103420257568","152","152","152","2.35","2.35","2.35","4.3","4.3","4.3","152","152","152","4.292052268981934","4.292052268981934","4.292052268981934","5.0291290283203125","5.0291290283203125","5.0291290283203125","152","152","152","2.547506809234619","2.547506809234619","2.547506809234619","5.451067924499512","5.451067924499512","5.451067924499512"
"154","153","153","153","3.582367420196533","3.582367420196533","3.582367420196533","4.315201759338379","4.315201759338379","4.315201759338379","153","153","153","2.2600841522216797","2.2600841522216797","2.2600841522216797","4.7358198165893555","4.7358198165893555","4.7358198165893555","153","153","153","2.35","2.35","2.35","4.3","4.3","4.3","153","153","153","4.257341384887695","4.257341384887695","4.257341384887695","4.830076217651367","4.830076217651367","4.830076217651367","153","153","153","2.4936933517456055","2.4936933517456055","2.4936933517456055","4.83672571182251","4.83672571182251","4.83672571182251"
"155","154","154","154","3.5104217529296875","3.5104217529296875","3.5104217529296875","4.255793571472168","4.255793571472168","4.255793571472168","154","154","154","2.244621515274048","2.244621515274048","2.244621515274048","4.7420125007629395","4.7420125007629395","4.7420125007629395","154","154","154","2.35","2.35","2.35","4.3","4.3","4.3","154","154","154","4.271921157836914","4.271921157836914","4.271921157836914","4.827539920806885","4.827539920806885","4.827539920806885","154","154","154","2.4252617359161377","2.4252617359161377","2.4252617359161377","5.642938137054443","5.642938137054443","5.642938137054443"
"156","155","155","155","3.5378124713897705","3.5378124713897705","3.5378124713897705","4.468289852142334","4.468289852142334","4.468289852142334","155","155","155","2.2420947551727295","2.2420947551727295","2.2420947551727295","5.167667865753174","5.167667865753174","5.167667865753174","155","155","155","2.35","2.35","2.35","4.3","4.3","4.3","155","155","155","4.189398765563965","4.189398765563965","4.189398765563965","4.806256294250488","4.806256294250488","4.806256294250488","155","155","155","2.4230449199676514","2.4230449199676514","2.4230449199676514","5.124011993408203","5.124011993408203","5.124011993408203"
"157","156","156","156","3.5755999088287354","3.5755999088287354","3.5755999088287354","4.305449485778809","4.305449485778809","4.305449485778809","156","156","156","2.2906336784362793","2.2906336784362793","2.2906336784362793","4.766390800476074","4.766390800476074","4.766390800476074","156","156","156","2.35","2.35","2.35","4.3","4.3","4.3","156","156","156","4.175305366516113","4.175305366516113","4.175305366516113","4.857061862945557","4.857061862945557","4.857061862945557","156","156","156","2.5226991176605225","2.5226991176605225","2.5226991176605225","5.159526348114014","5.159526348114014","5.159526348114014"
"158","157","157","157","3.5320467948913574","3.5320467948913574","3.5320467948913574","4.399633407592773","4.399633407592773","4.399633407592773","157","157","157","2.270244598388672","2.270244598388672","2.270244598388672","4.8012895584106445","4.8012895584106445","4.8012895584106445","157","157","157","2.35","2.35","2.35","4.3","4.3","4.3","157","157","157","4.315359115600586","4.315359115600586","4.315359115600586","4.870993137359619","4.870993137359619","4.870993137359619","157","157","157","2.400700569152832","2.400700569152832","2.400700569152832","4.6755051612854","4.6755051612854","4.6755051612854"
"159","158","158","158","3.5498762130737305","3.5498762130737305","3.5498762130737305","4.349148273468018","4.349148273468018","4.349148273468018","158","158","158","2.3789682388305664","2.3789682388305664","2.3789682388305664","4.804025650024414","4.804025650024414","4.804025650024414","158","158","158","2.35","2.35","2.35","4.3","4.3","4.3","158","158","158","4.270652770996094","4.270652770996094","4.270652770996094","4.937546730041504","4.937546730041504","4.937546730041504","158","158","158","2.555593967437744","2.555593967437744","2.555593967437744","4.6961212158203125","4.6961212158203125","4.6961212158203125"
"160","159","159","159","3.4453372955322266","3.4453372955322266","3.4453372955322266","4.318508625030518","4.318508625030518","4.318508625030518","159","159","159","2.156479835510254","2.156479835510254","2.156479835510254","4.733253479003906","4.733253479003906","4.733253479003906","159","159","159","2.35","2.35","2.35","4.3","4.3","4.3","159","159","159","4.262086868286133","4.262086868286133","4.262086868286133","4.86292839050293","4.86292839050293","4.86292839050293","159","159","159","2.3182694911956787","2.3182694911956787","2.3182694911956787","4.680222034454346","4.680222034454346","4.680222034454346"
"161","160","160","160","3.4211931228637695","3.4211931228637695","3.4211931228637695","4.372433662414551","4.372433662414551","4.372433662414551","160","160","160","2.0925755500793457","2.0925755500793457","2.0925755500793457","4.825213432312012","4.825213432312012","4.825213432312012","160","160","160","2.35","2.35","2.35","4.3","4.3","4.3","160","160","160","4.180260181427002","4.180260181427002","4.180260181427002","4.703290939331055","4.703290939331055","4.703290939331055","160","160","160","2.2981560230255127","2.2981560230255127","2.2981560230255127","4.542140483856201","4.542140483856201","4.542140483856201"
"162","161","161","161","3.519979953765869","3.519979953765869","3.519979953765869","4.324727535247803","4.324727535247803","4.324727535247803","161","161","161","2.3015944957733154","2.3015944957733154","2.3015944957733154","4.913328170776367","4.913328170776367","4.913328170776367","161","161","161","2.35","2.35","2.35","4.3","4.3","4.3","161","161","161","4.242173671722412","4.242173671722412","4.242173671722412","5.095521926879883","5.095521926879883","5.095521926879883","161","161","161","2.53006911277771","2.53006911277771","2.53006911277771","4.648878574371338","4.648878574371338","4.648878574371338"
"163","162","162","162","3.4765427112579346","3.4765427112579346","3.4765427112579346","4.290454387664795","4.290454387664795","4.290454387664795","162","162","162","2.166776180267334","2.166776180267334","2.166776180267334","4.674337387084961","4.674337387084961","4.674337387084961","162","162","162","2.35","2.35","2.35","4.3","4.3","4.3","162","162","162","4.285617351531982","4.285617351531982","4.285617351531982","4.950641632080078","4.950641632080078","4.950641632080078","162","162","162","2.488147020339966","2.488147020339966","2.488147020339966","5.220343112945557","5.220343112945557","5.220343112945557"
"164","163","163","163","3.4878618717193604","3.4878618717193604","3.4878618717193604","4.555176258087158","4.555176258087158","4.555176258087158","163","163","163","2.192157745361328","2.192157745361328","2.192157745361328","5.348702907562256","5.348702907562256","5.348702907562256","163","163","163","2.35","2.35","2.35","4.3","4.3","4.3","163","163","163","4.279728889465332","4.279728889465332","4.279728889465332","5.06459903717041","5.06459903717041","5.06459903717041","163","163","163","2.4274742603302","2.4274742603302","2.4274742603302","5.135151386260986","5.135151386260986","5.135151386260986"
"165","164","164","164","3.542297601699829","3.542297601699829","3.542297601699829","4.263007640838623","4.263007640838623","4.263007640838623","164","164","164","2.2813146114349365","2.2813146114349365","2.2813146114349365","4.805612087249756","4.805612087249756","4.805612087249756","164","164","164","2.35","2.35","2.35","4.3","4.3","4.3","164","164","164","4.1993279457092285","4.1993279457092285","4.1993279457092285","5.174990653991699","5.174990653991699","5.174990653991699","164","164","164","2.477454900741577","2.477454900741577","2.477454900741577","5.033376693725586","5.033376693725586","5.033376693725586"
"166","165","165","165","3.497917890548706","3.497917890548706","3.497917890548706","4.53468132019043","4.53468132019043","4.53468132019043","165","165","165","2.2064247131347656","2.2064247131347656","2.2064247131347656","4.735325336456299","4.735325336456299","4.735325336456299","165","165","165","2.35","2.35","2.35","4.3","4.3","4.3","165","165","165","4.222431182861328","4.222431182861328","4.222431182861328","4.7017083168029785","4.7017083168029785","4.7017083168029785","165","165","165","2.4471218585968018","2.4471218585968018","2.4471218585968018","4.636412143707275","4.636412143707275","4.636412143707275"
"167","166","166","166","3.430372953414917","3.430372953414917","3.430372953414917","4.311127662658691","4.311127662658691","4.311127662658691","166","166","166","2.1675262451171875","2.1675262451171875","2.1675262451171875","4.634576320648193","4.634576320648193","4.634576320648193","166","166","166","2.35","2.35","2.35","4.3","4.3","4.3","166","166","166","4.230117321014404","4.230117321014404","4.230117321014404","4.983547687530518","4.983547687530518","4.983547687530518","166","166","166","2.392253875732422","2.392253875732422","2.392253875732422","4.631335735321045","4.631335735321045","4.631335735321045"
"168","167","167","167","3.475433588027954","3.475433588027954","3.475433588027954","4.420219898223877","4.420219898223877","4.420219898223877","167","167","167","2.155296564102173","2.155296564102173","2.155296564102173","4.687913417816162","4.687913417816162","4.687913417816162","167","167","167","2.35","2.35","2.35","4.3","4.3","4.3","167","167","167","4.137896537780762","4.137896537780762","4.137896537780762","4.707602500915527","4.707602500915527","4.707602500915527","167","167","167","2.40206241607666","2.40206241607666","2.40206241607666","4.617266654968262","4.617266654968262","4.617266654968262"
"169","168","168","168","3.4560539722442627","3.4560539722442627","3.4560539722442627","4.300808906555176","4.300808906555176","4.300808906555176","168","168","168","2.1283862590789795","2.1283862590789795","2.1283862590789795","4.855454921722412","4.855454921722412","4.855454921722412","168","168","168","2.35","2.35","2.35","4.3","4.3","4.3","168","168","168","4.270994663238525","4.270994663238525","4.270994663238525","4.824764728546143","4.824764728546143","4.824764728546143","168","168","168","2.4200923442840576","2.4200923442840576","2.4200923442840576","4.775060176849365","4.775060176849365","4.775060176849365"
"170","169","169","169","3.524858236312866","3.524858236312866","3.524858236312866","4.554764747619629","4.554764747619629","4.554764747619629","169","169","169","2.191098690032959","2.191098690032959","2.191098690032959","4.763134002685547","4.763134002685547","4.763134002685547","169","169","169","2.35","2.35","2.35","4.3","4.3","4.3","169","169","169","4.331546306610107","4.331546306610107","4.331546306610107","5.328340530395508","5.328340530395508","5.328340530395508","169","169","169","2.484671115875244","2.484671115875244","2.484671115875244","4.992973804473877","4.992973804473877","4.992973804473877"
"171","170","170","170","3.4406967163085938","3.4406967163085938","3.4406967163085938","4.3487043380737305","4.3487043380737305","4.3487043380737305","170","170","170","2.1571550369262695","2.1571550369262695","2.1571550369262695","4.7103776931762695","4.7103776931762695","4.7103776931762695","170","170","170","2.35","2.35","2.35","4.3","4.3","4.3","170","170","170","4.236424922943115","4.236424922943115","4.236424922943115","4.718834400177002","4.718834400177002","4.718834400177002","170","170","170","2.566464424133301","2.566464424133301","2.566464424133301","4.547438144683838","4.547438144683838","4.547438144683838"
"172","171","171","171","3.4188385009765625","3.4188385009765625","3.4188385009765625","4.3468403816223145","4.3468403816223145","4.3468403816223145","171","171","171","2.1913154125213623","2.1913154125213623","2.1913154125213623","4.676237106323242","4.676237106323242","4.676237106323242","171","171","171","2.35","2.35","2.35","4.3","4.3","4.3","171","171","171","4.270201683044434","4.270201683044434","4.270201683044434","4.732316970825195","4.732316970825195","4.732316970825195","171","171","171","2.393568277359009","2.393568277359009","2.393568277359009","4.608519554138184","4.608519554138184","4.608519554138184"
"173","172","172","172","3.4177372455596924","3.4177372455596924","3.4177372455596924","4.267764091491699","4.267764091491699","4.267764091491699","172","172","172","2.1043858528137207","2.1043858528137207","2.1043858528137207","4.694948196411133","4.694948196411133","4.694948196411133","172","172","172","2.35","2.35","2.35","4.3","4.3","4.3","172","172","172","4.223980903625488","4.223980903625488","4.223980903625488","4.523244857788086","4.523244857788086","4.523244857788086","172","172","172","2.4408655166625977","2.4408655166625977","2.4408655166625977","4.687779903411865","4.687779903411865","4.687779903411865"
"174","173","173","173","3.4535841941833496","3.4535841941833496","3.4535841941833496","4.274706840515137","4.274706840515137","4.274706840515137","173","173","173","2.1390624046325684","2.1390624046325684","2.1390624046325684","4.845598220825195","4.845598220825195","4.845598220825195","173","173","173","2.35","2.35","2.35","4.3","4.3","4.3","173","173","173","4.234831809997559","4.234831809997559","4.234831809997559","5.053260803222656","5.053260803222656","5.053260803222656","173","173","173","2.357522487640381","2.357522487640381","2.357522487640381","4.885752201080322","4.885752201080322","4.885752201080322"
"175","174","174","174","3.346630573272705","3.346630573272705","3.346630573272705","4.398239612579346","4.398239612579346","4.398239612579346","174","174","174","2.0264663696289062","2.0264663696289062","2.0264663696289062","4.884610176086426","4.884610176086426","4.884610176086426","174","174","174","2.35","2.35","2.35","4.3","4.3","4.3","174","174","174","4.21919059753418","4.21919059753418","4.21919059753418","4.661461353302002","4.661461353302002","4.661461353302002","174","174","174","2.2724034786224365","2.2724034786224365","2.2724034786224365","4.685993194580078","4.685993194580078","4.685993194580078"
"176","175","175","175","3.314413070678711","3.314413070678711","3.314413070678711","4.4366350173950195","4.4366350173950195","4.4366350173950195","175","175","175","2.0012054443359375","2.0012054443359375","2.0012054443359375","4.672203063964844","4.672203063964844","4.672203063964844","175","175","175","2.35","2.35","2.35","4.3","4.3","4.3","175","175","175","4.237109661102295","4.237109661102295","4.237109661102295","5.138767242431641","5.138767242431641","5.138767242431641","175","175","175","2.2794382572174072","2.2794382572174072","2.2794382572174072","4.51095724105835","4.51095724105835","4.51095724105835"
"177","176","176","176","3.462005615234375","3.462005615234375","3.462005615234375","4.536240100860596","4.536240100860596","4.536240100860596","176","176","176","2.2523531913757324","2.2523531913757324","2.2523531913757324","4.616497993469238","4.616497993469238","4.616497993469238","176","176","176","2.35","2.35","2.35","4.3","4.3","4.3","176","176","176","4.3033366203308105","4.3033366203308105","4.3033366203308105","5.0041937828063965","5.0041937828063965","5.0041937828063965","176","176","176","2.535338878631592","2.535338878631592","2.535338878631592","4.785651683807373","4.785651683807373","4.785651683807373"
"178","177","177","177","3.4219250679016113","3.4219250679016113","3.4219250679016113","4.562130451202393","4.562130451202393","4.562130451202393","177","177","177","2.1050336360931396","2.1050336360931396","2.1050336360931396","4.912897109985352","4.912897109985352","4.912897109985352","177","177","177","2.35","2.35","2.35","4.3","4.3","4.3","177","177","177","4.276223659515381","4.276223659515381","4.276223659515381","4.799551486968994","4.799551486968994","4.799551486968994","177","177","177","2.370445966720581","2.370445966720581","2.370445966720581","4.582378387451172","4.582378387451172","4.582378387451172"
"179","178","178","178","3.3724148273468018","3.3724148273468018","3.3724148273468018","4.381181240081787","4.381181240081787","4.381181240081787","178","178","178","2.087923526763916","2.087923526763916","2.087923526763916","4.812902927398682","4.812902927398682","4.812902927398682","178","178","178","2.35","2.35","2.35","4.3","4.3","4.3","178","178","178","4.236433029174805","4.236433029174805","4.236433029174805","4.679805755615234","4.679805755615234","4.679805755615234","178","178","178","2.4235455989837646","2.4235455989837646","2.4235455989837646","4.694660186767578","4.694660186767578","4.694660186767578"
"180","179","179","179","3.4741406440734863","3.4741406440734863","3.4741406440734863","4.312894821166992","4.312894821166992","4.312894821166992","179","179","179","2.241699457168579","2.241699457168579","2.241699457168579","4.7162909507751465","4.7162909507751465","4.7162909507751465","179","179","179","2.35","2.35","2.35","4.3","4.3","4.3","179","179","179","4.3071417808532715","4.3071417808532715","4.3071417808532715","5.21534538269043","5.21534538269043","5.21534538269043","179","179","179","2.4259936809539795","2.4259936809539795","2.4259936809539795","4.900838375091553","4.900838375091553","4.900838375091553"
"181","180","180","180","3.413756847381592","3.413756847381592","3.413756847381592","4.3130645751953125","4.3130645751953125","4.3130645751953125","180","180","180","2.1118199825286865","2.1118199825286865","2.1118199825286865","4.906966209411621","4.906966209411621","4.906966209411621","180","180","180","2.35","2.35","2.35","4.3","4.3","4.3","180","180","180","4.237427234649658","4.237427234649658","4.237427234649658","4.695255756378174","4.695255756378174","4.695255756378174","180","180","180","2.36407208442688","2.36407208442688","2.36407208442688","4.633606433868408","4.633606433868408","4.633606433868408"
"182","181","181","181","3.420032262802124","3.420032262802124","3.420032262802124","4.570051193237305","4.570051193237305","4.570051193237305","181","181","181","2.2367753982543945","2.2367753982543945","2.2367753982543945","5.6204023361206055","5.6204023361206055","5.6204023361206055","181","181","181","2.35","2.35","2.35","4.3","4.3","4.3","181","181","181","4.299328804016113","4.299328804016113","4.299328804016113","5.060817241668701","5.060817241668701","5.060817241668701","181","181","181","2.399522066116333","2.399522066116333","2.399522066116333","4.800241947174072","4.800241947174072","4.800241947174072"
"183","182","182","182","3.372818946838379","3.372818946838379","3.372818946838379","4.309156894683838","4.309156894683838","4.309156894683838","182","182","182","2.081946849822998","2.081946849822998","2.081946849822998","4.910410404205322","4.910410404205322","4.910410404205322","182","182","182","2.35","2.35","2.35","4.3","4.3","4.3","182","182","182","4.265978813171387","4.265978813171387","4.265978813171387","4.6573567390441895","4.6573567390441895","4.6573567390441895","182","182","182","2.31669282913208","2.31669282913208","2.31669282913208","4.620845794677734","4.620845794677734","4.620845794677734"
"184","183","183","183","3.3875808715820312","3.3875808715820312","3.3875808715820312","4.447730541229248","4.447730541229248","4.447730541229248","183","183","183","2.187899589538574","2.187899589538574","2.187899589538574","4.714664459228516","4.714664459228516","4.714664459228516","183","183","183","2.35","2.35","2.35","4.3","4.3","4.3","183","183","183","4.207529067993164","4.207529067993164","4.207529067993164","4.774707317352295","4.774707317352295","4.774707317352295","183","183","183","2.379148483276367","2.379148483276367","2.379148483276367","4.627180576324463","4.627180576324463","4.627180576324463"
"185","184","184","184","3.4117848873138428","3.4117848873138428","3.4117848873138428","4.357550621032715","4.357550621032715","4.357550621032715","184","184","184","2.136043071746826","2.136043071746826","2.136043071746826","4.870662689208984","4.870662689208984","4.870662689208984","184","184","184","2.35","2.35","2.35","4.3","4.3","4.3","184","184","184","4.325287818908691","4.325287818908691","4.325287818908691","5.4175872802734375","5.4175872802734375","5.4175872802734375","184","184","184","2.473233461380005","2.473233461380005","2.473233461380005","4.567535877227783","4.567535877227783","4.567535877227783"
"186","185","185","185","3.3726274967193604","3.3726274967193604","3.3726274967193604","4.306827068328857","4.306827068328857","4.306827068328857","185","185","185","2.145111560821533","2.145111560821533","2.145111560821533","4.794302940368652","4.794302940368652","4.794302940368652","185","185","185","2.35","2.35","2.35","4.3","4.3","4.3","185","185","185","4.210643291473389","4.210643291473389","4.210643291473389","5.0760111808776855","5.0760111808776855","5.0760111808776855","185","185","185","2.3383007049560547","2.3383007049560547","2.3383007049560547","4.65464448928833","4.65464448928833","4.65464448928833"
"187","186","186","186","3.4028234481811523","3.4028234481811523","3.4028234481811523","4.364295959472656","4.364295959472656","4.364295959472656","186","186","186","2.22377347946167","2.22377347946167","2.22377347946167","5.9347639083862305","5.9347639083862305","5.9347639083862305","186","186","186","2.35","2.35","2.35","4.3","4.3","4.3","186","186","186","4.359692573547363","4.359692573547363","4.359692573547363","4.65618896484375","4.65618896484375","4.65618896484375","186","186","186","2.3941311836242676","2.3941311836242676","2.3941311836242676","5.1313676834106445","5.1313676834106445","5.1313676834106445"
"188","187","187","187","3.3544650077819824","3.3544650077819824","3.3544650077819824","4.336524486541748","4.336524486541748","4.336524486541748","187","187","187","2.1087899208068848","2.1087899208068848","2.1087899208068848","4.73342752456665","4.73342752456665","4.73342752456665","187","187","187","2.35","2.35","2.35","4.3","4.3","4.3","187","187","187","4.3119378089904785","4.3119378089904785","4.3119378089904785","4.668391227722168","4.668391227722168","4.668391227722168","187","187","187","2.3505353927612305","2.3505353927612305","2.3505353927612305","4.851224899291992","4.851224899291992","4.851224899291992"
"189","188","188","188","3.3873751163482666","3.3873751163482666","3.3873751163482666","4.704549789428711","4.704549789428711","4.704549789428711","188","188","188","2.191307783126831","2.191307783126831","2.191307783126831","4.85668420791626","4.85668420791626","4.85668420791626","188","188","188","2.35","2.35","2.35","4.3","4.3","4.3","188","188","188","4.252692222595215","4.252692222595215","4.252692222595215","4.743589878082275","4.743589878082275","4.743589878082275","188","188","188","2.3098807334899902","2.3098807334899902","2.3098807334899902","4.8260498046875","4.8260498046875","4.8260498046875"
"190","189","189","189","3.35593318939209","3.35593318939209","3.35593318939209","4.571507453918457","4.571507453918457","4.571507453918457","189","189","189","2.1848082542419434","2.1848082542419434","2.1848082542419434","5.03879451751709","5.03879451751709","5.03879451751709","189","189","189","2.35","2.35","2.35","4.3","4.3","4.3","189","189","189","4.273460388183594","4.273460388183594","4.273460388183594","4.619897842407227","4.619897842407227","4.619897842407227","189","189","189","2.374311685562134","2.374311685562134","2.374311685562134","4.533209800720215","4.533209800720215","4.533209800720215"
"191","190","190","190","3.282754898071289","3.282754898071289","3.282754898071289","4.458681106567383","4.458681106567383","4.458681106567383","190","190","190","2.0610508918762207","2.0610508918762207","2.0610508918762207","5.2405314445495605","5.2405314445495605","5.2405314445495605","190","190","190","2.35","2.35","2.35","4.3","4.3","4.3","190","190","190","4.260159969329834","4.260159969329834","4.260159969329834","4.796433925628662","4.796433925628662","4.796433925628662","190","190","190","2.3239760398864746","2.3239760398864746","2.3239760398864746","4.590646266937256","4.590646266937256","4.590646266937256"
"192","191","191","191","3.349921464920044","3.349921464920044","3.349921464920044","4.360785484313965","4.360785484313965","4.360785484313965","191","191","191","2.2169992923736572","2.2169992923736572","2.2169992923736572","4.645007133483887","4.645007133483887","4.645007133483887","191","191","191","2.35","2.35","2.35","4.3","4.3","4.3","191","191","191","4.2700581550598145","4.2700581550598145","4.2700581550598145","4.674557209014893","4.674557209014893","4.674557209014893","191","191","191","2.406705617904663","2.406705617904663","2.406705617904663","4.493597984313965","4.493597984313965","4.493597984313965"
"193","192","192","192","3.2994370460510254","3.2994370460510254","3.2994370460510254","4.377195358276367","4.377195358276367","4.377195358276367","192","192","192","2.10237193107605","2.10237193107605","2.10237193107605","4.632136821746826","4.632136821746826","4.632136821746826","192","192","192","2.35","2.35","2.35","4.3","4.3","4.3","192","192","192","4.145517826080322","4.145517826080322","4.145517826080322","4.994577884674072","4.994577884674072","4.994577884674072","192","192","192","2.3211653232574463","2.3211653232574463","2.3211653232574463","4.885836601257324","4.885836601257324","4.885836601257324"
"194","193","193","193","3.511492967605591","3.511492967605591","3.511492967605591","4.3298749923706055","4.3298749923706055","4.3298749923706055","193","193","193","2.4483184814453125","2.4483184814453125","2.4483184814453125","4.69518518447876","4.69518518447876","4.69518518447876","193","193","193","2.35","2.35","2.35","4.3","4.3","4.3","193","193","193","4.265127182006836","4.265127182006836","4.265127182006836","4.81840705871582","4.81840705871582","4.81840705871582","193","193","193","2.520749807357788","2.520749807357788","2.520749807357788","4.599547863006592","4.599547863006592","4.599547863006592"
"195","194","194","194","3.2745511531829834","3.2745511531829834","3.2745511531829834","4.460274696350098","4.460274696350098","4.460274696350098","194","194","194","2.0043375492095947","2.0043375492095947","2.0043375492095947","4.690454483032227","4.690454483032227","4.690454483032227","194","194","194","2.35","2.35","2.35","4.3","4.3","4.3","194","194","194","4.216437339782715","4.216437339782715","4.216437339782715","4.800259590148926","4.800259590148926","4.800259590148926","194","194","194","2.3094325065612793","2.3094325065612793","2.3094325065612793","4.771958827972412","4.771958827972412","4.771958827972412"
"196","195","195","195","3.4294233322143555","3.4294233322143555","3.4294233322143555","4.309905529022217","4.309905529022217","4.309905529022217","195","195","195","2.212925910949707","2.212925910949707","2.212925910949707","4.713914394378662","4.713914394378662","4.713914394378662","195","195","195","2.35","2.35","2.35","4.3","4.3","4.3","195","195","195","4.230910301208496","4.230910301208496","4.230910301208496","5.71704626083374","5.71704626083374","5.71704626083374","195","195","195","2.405207633972168","2.405207633972168","2.405207633972168","4.744909286499023","4.744909286499023","4.744909286499023"
"197","196","196","196","3.3149101734161377","3.3149101734161377","3.3149101734161377","4.3021416664123535","4.3021416664123535","4.3021416664123535","196","196","196","2.1882364749908447","2.1882364749908447","2.1882364749908447","4.828939914703369","4.828939914703369","4.828939914703369","196","196","196","2.35","2.35","2.35","4.3","4.3","4.3","196","196","196","4.290499687194824","4.290499687194824","4.290499687194824","4.8361334800720215","4.8361334800720215","4.8361334800720215","196","196","196","2.3004374504089355","2.3004374504089355","2.3004374504089355","4.74771785736084","4.74771785736084","4.74771785736084"
"198","197","197","197","3.281102418899536","3.281102418899536","3.281102418899536","4.319886207580566","4.319886207580566","4.319886207580566","197","197","197","2.04193115234375","2.04193115234375","2.04193115234375","4.657739162445068","4.657739162445068","4.657739162445068","197","197","197","2.35","2.35","2.35","4.3","4.3","4.3","197","197","197","4.173828125","4.173828125","4.173828125","4.849208354949951","4.849208354949951","4.849208354949951","197","197","197","2.289332389831543","2.289332389831543","2.289332389831543","4.615537166595459","4.615537166595459","4.615537166595459"
"199","198","198","198","3.2003064155578613","3.2003064155578613","3.2003064155578613","4.412788391113281","4.412788391113281","4.412788391113281","198","198","198","1.9888617992401123","1.9888617992401123","1.9888617992401123","4.658428192138672","4.658428192138672","4.658428192138672","198","198","198","2.35","2.35","2.35","4.3","4.3","4.3","198","198","198","4.210632801055908","4.210632801055908","4.210632801055908","4.828917980194092","4.828917980194092","4.828917980194092","198","198","198","2.2511682510375977","2.2511682510375977","2.2511682510375977","5.115267276763916","5.115267276763916","5.115267276763916"
"200","199","199","199","3.3495047092437744","3.3495047092437744","3.3495047092437744","4.298099040985107","4.298099040985107","4.298099040985107","199","199","199","2.0849251747131348","2.0849251747131348","2.0849251747131348","4.645688056945801","4.645688056945801","4.645688056945801","199","199","199","2.35","2.35","2.35","4.3","4.3","4.3","199","199","199","4.254184246063232","4.254184246063232","4.254184246063232","4.811363697052002","4.811363697052002","4.811363697052002","199","199","199","2.408506155014038","2.408506155014038","2.408506155014038","4.7751569747924805","4.7751569747924805","4.7751569747924805"
