"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"201","200","200","200","3.3243024349212646","3.3243024349212646","3.3243024349212646","4.39867639541626","4.39867639541626","4.39867639541626","200","200","200","2.042066812515259","2.042066812515259","2.042066812515259","4.631191730499268","4.631191730499268","4.631191730499268","200","200","200","2.35","2.35","2.35","4.3","4.3","4.3","200","200","200","4.156370162963867","4.156370162963867","4.156370162963867","4.717103004455566","4.717103004455566","4.717103004455566","200","200","200","2.374974250793457","2.374974250793457","2.374974250793457","4.691106796264648","4.691106796264648","4.691106796264648"
"202","201","201","201","3.321465015411377","3.321465015411377","3.321465015411377","4.389853000640869","4.389853000640869","4.389853000640869","201","201","201","2.117934226989746","2.117934226989746","2.117934226989746","4.765172958374023","4.765172958374023","4.765172958374023","201","201","201","2.35","2.35","2.35","4.3","4.3","4.3","201","201","201","4.276975631713867","4.276975631713867","4.276975631713867","4.749778747558594","4.749778747558594","4.749778747558594","201","201","201","2.478727102279663","2.478727102279663","2.478727102279663","4.702029705047607","4.702029705047607","4.702029705047607"
"203","202","202","202","3.41540789604187","3.41540789604187","3.41540789604187","4.5052809715271","4.5052809715271","4.5052809715271","202","202","202","2.2198362350463867","2.2198362350463867","2.2198362350463867","4.873514175415039","4.873514175415039","4.873514175415039","202","202","202","2.35","2.35","2.35","4.3","4.3","4.3","202","202","202","4.222794055938721","4.222794055938721","4.222794055938721","4.954967498779297","4.954967498779297","4.954967498779297","202","202","202","2.6096246242523193","2.6096246242523193","2.6096246242523193","4.772073745727539","4.772073745727539","4.772073745727539"
"204","203","203","203","3.308295726776123","3.308295726776123","3.308295726776123","4.407532691955566","4.407532691955566","4.407532691955566","203","203","203","2.069167137145996","2.069167137145996","2.069167137145996","4.7421369552612305","4.7421369552612305","4.7421369552612305","203","203","203","2.35","2.35","2.35","4.3","4.3","4.3","203","203","203","4.224913597106934","4.224913597106934","4.224913597106934","4.916748046875","4.916748046875","4.916748046875","203","203","203","2.4561171531677246","2.4561171531677246","2.4561171531677246","4.705430030822754","4.705430030822754","4.705430030822754"
"205","204","204","204","3.3368735313415527","3.3368735313415527","3.3368735313415527","4.2874040603637695","4.2874040603637695","4.2874040603637695","204","204","204","2.1467442512512207","2.1467442512512207","2.1467442512512207","4.761807441711426","4.761807441711426","4.761807441711426","204","204","204","2.35","2.35","2.35","4.3","4.3","4.3","204","204","204","4.200463771820068","4.200463771820068","4.200463771820068","4.934442043304443","4.934442043304443","4.934442043304443","204","204","204","2.2903027534484863","2.2903027534484863","2.2903027534484863","5.023934841156006","5.023934841156006","5.023934841156006"
"206","205","205","205","3.3677079677581787","3.3677079677581787","3.3677079677581787","4.372061252593994","4.372061252593994","4.372061252593994","205","205","205","2.190742015838623","2.190742015838623","2.190742015838623","4.609376907348633","4.609376907348633","4.609376907348633","205","205","205","2.35","2.35","2.35","4.3","4.3","4.3","205","205","205","4.160583972930908","4.160583972930908","4.160583972930908","4.722258567810059","4.722258567810059","4.722258567810059","205","205","205","2.4535367488861084","2.4535367488861084","2.4535367488861084","4.609817028045654","4.609817028045654","4.609817028045654"
"207","206","206","206","3.282965898513794","3.282965898513794","3.282965898513794","4.342600345611572","4.342600345611572","4.342600345611572","206","206","206","2.095350503921509","2.095350503921509","2.095350503921509","4.595337867736816","4.595337867736816","4.595337867736816","206","206","206","2.35","2.35","2.35","4.3","4.3","4.3","206","206","206","4.223715782165527","4.223715782165527","4.223715782165527","5.062533855438232","5.062533855438232","5.062533855438232","206","206","206","2.308533191680908","2.308533191680908","2.308533191680908","4.667510986328125","4.667510986328125","4.667510986328125"
"208","207","207","207","3.391895055770874","3.391895055770874","3.391895055770874","4.349947452545166","4.349947452545166","4.349947452545166","207","207","207","2.22161865234375","2.22161865234375","2.22161865234375","4.606573581695557","4.606573581695557","4.606573581695557","207","207","207","2.35","2.35","2.35","4.3","4.3","4.3","207","207","207","4.182715892791748","4.182715892791748","4.182715892791748","4.787440299987793","4.787440299987793","4.787440299987793","207","207","207","2.476351499557495","2.476351499557495","2.476351499557495","4.835066795349121","4.835066795349121","4.835066795349121"
"209","208","208","208","3.341444730758667","3.341444730758667","3.341444730758667","4.932641506195068","4.932641506195068","4.932641506195068","208","208","208","2.086365222930908","2.086365222930908","2.086365222930908","4.817159652709961","4.817159652709961","4.817159652709961","208","208","208","2.35","2.35","2.35","4.3","4.3","4.3","208","208","208","4.0908589363098145","4.0908589363098145","4.0908589363098145","5.207035064697266","5.207035064697266","5.207035064697266","208","208","208","2.3269035816192627","2.3269035816192627","2.3269035816192627","4.7455153465271","4.7455153465271","4.7455153465271"
"210","209","209","209","3.374305248260498","3.374305248260498","3.374305248260498","4.291682243347168","4.291682243347168","4.291682243347168","209","209","209","2.231163263320923","2.231163263320923","2.231163263320923","4.658934593200684","4.658934593200684","4.658934593200684","209","209","209","2.35","2.35","2.35","4.3","4.3","4.3","209","209","209","4.288809299468994","4.288809299468994","4.288809299468994","4.974659442901611","4.974659442901611","4.974659442901611","209","209","209","2.380218029022217","2.380218029022217","2.380218029022217","4.563863754272461","4.563863754272461","4.563863754272461"
"211","210","210","210","3.270472288131714","3.270472288131714","3.270472288131714","4.546563148498535","4.546563148498535","4.546563148498535","210","210","210","2.0281214714050293","2.0281214714050293","2.0281214714050293","4.662308216094971","4.662308216094971","4.662308216094971","210","210","210","2.35","2.35","2.35","4.3","4.3","4.3","210","210","210","4.243785381317139","4.243785381317139","4.243785381317139","4.828882694244385","4.828882694244385","4.828882694244385","210","210","210","2.340898275375366","2.340898275375366","2.340898275375366","4.881152629852295","4.881152629852295","4.881152629852295"
"212","211","211","211","3.2616384029388428","3.2616384029388428","3.2616384029388428","4.29106330871582","4.29106330871582","4.29106330871582","211","211","211","1.9702303409576416","1.9702303409576416","1.9702303409576416","4.593852519989014","4.593852519989014","4.593852519989014","211","211","211","2.35","2.35","2.35","4.3","4.3","4.3","211","211","211","4.234591007232666","4.234591007232666","4.234591007232666","5.430395126342773","5.430395126342773","5.430395126342773","211","211","211","2.2953810691833496","2.2953810691833496","2.2953810691833496","5.135142803192139","5.135142803192139","5.135142803192139"
"213","212","212","212","3.341020345687866","3.341020345687866","3.341020345687866","4.520082950592041","4.520082950592041","4.520082950592041","212","212","212","2.289968729019165","2.289968729019165","2.289968729019165","4.572442531585693","4.572442531585693","4.572442531585693","212","212","212","2.35","2.35","2.35","4.3","4.3","4.3","212","212","212","4.342431545257568","4.342431545257568","4.342431545257568","5.147459030151367","5.147459030151367","5.147459030151367","212","212","212","2.4015626907348633","2.4015626907348633","2.4015626907348633","4.513713836669922","4.513713836669922","4.513713836669922"
"214","213","213","213","3.332695245742798","3.332695245742798","3.332695245742798","4.368265628814697","4.368265628814697","4.368265628814697","213","213","213","2.1398682594299316","2.1398682594299316","2.1398682594299316","4.739134311676025","4.739134311676025","4.739134311676025","213","213","213","2.35","2.35","2.35","4.3","4.3","4.3","213","213","213","4.287786483764648","4.287786483764648","4.287786483764648","4.906338691711426","4.906338691711426","4.906338691711426","213","213","213","2.4301035404205322","2.4301035404205322","2.4301035404205322","4.509393692016602","4.509393692016602","4.509393692016602"
"215","214","214","214","3.309929847717285","3.309929847717285","3.309929847717285","4.370389938354492","4.370389938354492","4.370389938354492","214","214","214","2.141493320465088","2.141493320465088","2.141493320465088","4.685395240783691","4.685395240783691","4.685395240783691","214","214","214","2.35","2.35","2.35","4.3","4.3","4.3","214","214","214","4.305305480957031","4.305305480957031","4.305305480957031","5.147944450378418","5.147944450378418","5.147944450378418","214","214","214","2.342904567718506","2.342904567718506","2.342904567718506","4.881371974945068","4.881371974945068","4.881371974945068"
"216","215","215","215","3.2675843238830566","3.2675843238830566","3.2675843238830566","4.425003528594971","4.425003528594971","4.425003528594971","215","215","215","2.10610294342041","2.10610294342041","2.10610294342041","4.5445404052734375","4.5445404052734375","4.5445404052734375","215","215","215","2.35","2.35","2.35","4.3","4.3","4.3","215","215","215","4.423401355743408","4.423401355743408","4.423401355743408","4.908238410949707","4.908238410949707","4.908238410949707","215","215","215","2.3142569065093994","2.3142569065093994","2.3142569065093994","4.564433574676514","4.564433574676514","4.564433574676514"
"217","216","216","216","3.269524574279785","3.269524574279785","3.269524574279785","4.368104934692383","4.368104934692383","4.368104934692383","216","216","216","1.9997920989990234","1.9997920989990234","1.9997920989990234","4.758538722991943","4.758538722991943","4.758538722991943","216","216","216","2.35","2.35","2.35","4.3","4.3","4.3","216","216","216","4.228730201721191","4.228730201721191","4.228730201721191","4.817032814025879","4.817032814025879","4.817032814025879","216","216","216","2.2738022804260254","2.2738022804260254","2.2738022804260254","4.5642547607421875","4.5642547607421875","4.5642547607421875"
"218","217","217","217","3.250504493713379","3.250504493713379","3.250504493713379","4.535969257354736","4.535969257354736","4.535969257354736","217","217","217","2.0359065532684326","2.0359065532684326","2.0359065532684326","4.668052673339844","4.668052673339844","4.668052673339844","217","217","217","2.35","2.35","2.35","4.3","4.3","4.3","217","217","217","4.217548847198486","4.217548847198486","4.217548847198486","4.719847679138184","4.719847679138184","4.719847679138184","217","217","217","2.38855242729187","2.38855242729187","2.38855242729187","4.916585922241211","4.916585922241211","4.916585922241211"
"219","218","218","218","3.2816505432128906","3.2816505432128906","3.2816505432128906","4.424619197845459","4.424619197845459","4.424619197845459","218","218","218","2.1645216941833496","2.1645216941833496","2.1645216941833496","5.249719142913818","5.249719142913818","5.249719142913818","218","218","218","2.35","2.35","2.35","4.3","4.3","4.3","218","218","218","4.2320075035095215","4.2320075035095215","4.2320075035095215","4.722931861877441","4.722931861877441","4.722931861877441","218","218","218","2.3351211547851562","2.3351211547851562","2.3351211547851562","4.597851276397705","4.597851276397705","4.597851276397705"
"220","219","219","219","3.3318798542022705","3.3318798542022705","3.3318798542022705","4.3748016357421875","4.3748016357421875","4.3748016357421875","219","219","219","2.2561938762664795","2.2561938762664795","2.2561938762664795","4.905128479003906","4.905128479003906","4.905128479003906","219","219","219","2.35","2.35","2.35","4.3","4.3","4.3","219","219","219","4.1899309158325195","4.1899309158325195","4.1899309158325195","4.726901054382324","4.726901054382324","4.726901054382324","219","219","219","2.3513894081115723","2.3513894081115723","2.3513894081115723","5.073968410491943","5.073968410491943","5.073968410491943"
"221","220","220","220","3.195993423461914","3.195993423461914","3.195993423461914","4.390205383300781","4.390205383300781","4.390205383300781","220","220","220","2.001499891281128","2.001499891281128","2.001499891281128","4.741358280181885","4.741358280181885","4.741358280181885","220","220","220","2.35","2.35","2.35","4.3","4.3","4.3","220","220","220","4.201192378997803","4.201192378997803","4.201192378997803","4.713815689086914","4.713815689086914","4.713815689086914","220","220","220","2.228627920150757","2.228627920150757","2.228627920150757","4.855768203735352","4.855768203735352","4.855768203735352"
"222","221","221","221","3.2303507328033447","3.2303507328033447","3.2303507328033447","4.553462028503418","4.553462028503418","4.553462028503418","221","221","221","2.042013645172119","2.042013645172119","2.042013645172119","4.645763874053955","4.645763874053955","4.645763874053955","221","221","221","2.35","2.35","2.35","4.3","4.3","4.3","221","221","221","4.195271968841553","4.195271968841553","4.195271968841553","5.435507774353027","5.435507774353027","5.435507774353027","221","221","221","2.2843968868255615","2.2843968868255615","2.2843968868255615","5.010114669799805","5.010114669799805","5.010114669799805"
"223","222","222","222","3.2420036792755127","3.2420036792755127","3.2420036792755127","4.430698394775391","4.430698394775391","4.430698394775391","222","222","222","2.1635563373565674","2.1635563373565674","2.1635563373565674","4.912238597869873","4.912238597869873","4.912238597869873","222","222","222","2.35","2.35","2.35","4.3","4.3","4.3","222","222","222","4.0912933349609375","4.0912933349609375","4.0912933349609375","5.156014442443848","5.156014442443848","5.156014442443848","222","222","222","2.260100841522217","2.260100841522217","2.260100841522217","4.645820140838623","4.645820140838623","4.645820140838623"
