"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"152","151","151","151","2.744783401489258","2.744783401489258","2.744783401489258","3.3523731231689453","3.3523731231689453","3.3523731231689453","151","151","151","1.696380853652954","1.696380853652954","1.696380853652954","3.5164709091186523","3.5164709091186523","3.5164709091186523","151","151","151","1.81","1.81","1.81","3.22","3.22","3.22","151","151","151","3.1494483947753906","3.1494483947753906","3.1494483947753906","3.8199360370635986","3.8199360370635986","3.8199360370635986","151","151","151","1.7824501991271973","1.7824501991271973","1.7824501991271973","3.63411021232605","3.63411021232605","3.63411021232605"
"153","152","152","152","2.8172969818115234","2.8172969818115234","2.8172969818115234","3.998244524002075","3.998244524002075","3.998244524002075","152","152","152","1.8367446660995483","1.8367446660995483","1.8367446660995483","4.671078681945801","4.671078681945801","4.671078681945801","152","152","152","1.81","1.81","1.81","3.22","3.22","3.22","152","152","152","3.1458117961883545","3.1458117961883545","3.1458117961883545","4.035775184631348","4.035775184631348","4.035775184631348","152","152","152","1.8586077690124512","1.8586077690124512","1.8586077690124512","4.242015361785889","4.242015361785889","4.242015361785889"
"154","153","153","153","2.7427923679351807","2.7427923679351807","2.7427923679351807","3.3827924728393555","3.3827924728393555","3.3827924728393555","153","153","153","1.6912481784820557","1.6912481784820557","1.6912481784820557","3.622237205505371","3.622237205505371","3.622237205505371","153","153","153","1.81","1.81","1.81","3.22","3.22","3.22","153","153","153","3.130972146987915","3.130972146987915","3.130972146987915","3.7395856380462646","3.7395856380462646","3.7395856380462646","153","153","153","1.7825441360473633","1.7825441360473633","1.7825441360473633","3.786649227142334","3.786649227142334","3.786649227142334"
"155","154","154","154","2.701669931411743","2.701669931411743","2.701669931411743","3.266300678253174","3.266300678253174","3.266300678253174","154","154","154","1.695878505706787","1.695878505706787","1.695878505706787","3.6298301219940186","3.6298301219940186","3.6298301219940186","154","154","154","1.81","1.81","1.81","3.22","3.22","3.22","154","154","154","3.1397945880889893","3.1397945880889893","3.1397945880889893","3.7242329120635986","3.7242329120635986","3.7242329120635986","154","154","154","1.758249282836914","1.758249282836914","1.758249282836914","4.406059741973877","4.406059741973877","4.406059741973877"
"156","155","155","155","2.7123687267303467","2.7123687267303467","2.7123687267303467","3.4577629566192627","3.4577629566192627","3.4577629566192627","155","155","155","1.6700637340545654","1.6700637340545654","1.6700637340545654","3.8921830654144287","3.8921830654144287","3.8921830654144287","155","155","155","1.81","1.81","1.81","3.22","3.22","3.22","155","155","155","3.0995571613311768","3.0995571613311768","3.0995571613311768","3.6749441623687744","3.6749441623687744","3.6749441623687744","155","155","155","1.7436338663101196","1.7436338663101196","1.7436338663101196","4.1266913414001465","4.1266913414001465","4.1266913414001465"
"157","156","156","156","2.7360780239105225","2.7360780239105225","2.7360780239105225","3.3081369400024414","3.3081369400024414","3.3081369400024414","156","156","156","1.7212626934051514","1.7212626934051514","1.7212626934051514","3.640693426132202","3.640693426132202","3.640693426132202","156","156","156","1.81","1.81","1.81","3.22","3.22","3.22","156","156","156","3.086008310317993","3.086008310317993","3.086008310317993","3.839179754257202","3.839179754257202","3.839179754257202","156","156","156","1.8232699632644653","1.8232699632644653","1.8232699632644653","3.9634997844696045","3.9634997844696045","3.9634997844696045"
"158","157","157","157","2.7255730628967285","2.7255730628967285","2.7255730628967285","3.394836664199829","3.394836664199829","3.394836664199829","157","157","157","1.7044421434402466","1.7044421434402466","1.7044421434402466","3.672574043273926","3.672574043273926","3.672574043273926","157","157","157","1.81","1.81","1.81","3.22","3.22","3.22","157","157","157","3.190887451171875","3.190887451171875","3.190887451171875","3.7969183921813965","3.7969183921813965","3.7969183921813965","157","157","157","1.7301599979400635","1.7301599979400635","1.7301599979400635","3.6120526790618896","3.6120526790618896","3.6120526790618896"
"159","158","158","158","2.723536968231201","2.723536968231201","2.723536968231201","3.3091907501220703","3.3091907501220703","3.3091907501220703","158","158","158","1.777394413948059","1.777394413948059","1.777394413948059","3.7162508964538574","3.7162508964538574","3.7162508964538574","158","158","158","1.81","1.81","1.81","3.22","3.22","3.22","158","158","158","3.1542117595672607","3.1542117595672607","3.1542117595672607","3.808412551879883","3.808412551879883","3.808412551879883","158","158","158","1.8509933948516846","1.8509933948516846","1.8509933948516846","3.6270885467529297","3.6270885467529297","3.6270885467529297"
"160","159","159","159","2.6619014739990234","2.6619014739990234","2.6619014739990234","3.344794988632202","3.344794988632202","3.344794988632202","159","159","159","1.6416257619857788","1.6416257619857788","1.6416257619857788","3.608168601989746","3.608168601989746","3.608168601989746","159","159","159","1.81","1.81","1.81","3.22","3.22","3.22","159","159","159","3.135780096054077","3.135780096054077","3.135780096054077","3.8466129302978516","3.8466129302978516","3.8466129302978516","159","159","159","1.6685540676116943","1.6685540676116943","1.6685540676116943","3.6606454849243164","3.6606454849243164","3.6606454849243164"
"161","160","160","160","2.6488542556762695","2.6488542556762695","2.6488542556762695","3.3636550903320312","3.3636550903320312","3.3636550903320312","160","160","160","1.5775066614151","1.5775066614151","1.5775066614151","3.674931287765503","3.674931287765503","3.674931287765503","160","160","160","1.81","1.81","1.81","3.22","3.22","3.22","160","160","160","3.1010982990264893","3.1010982990264893","3.1010982990264893","3.6419296264648438","3.6419296264648438","3.6419296264648438","160","160","160","1.656083583831787","1.656083583831787","1.656083583831787","3.4946811199188232","3.4946811199188232","3.4946811199188232"
"162","161","161","161","2.6953728199005127","2.6953728199005127","2.6953728199005127","3.306440591812134","3.306440591812134","3.306440591812134","161","161","161","1.7195899486541748","1.7195899486541748","1.7195899486541748","3.740163803100586","3.740163803100586","3.740163803100586","161","161","161","1.81","1.81","1.81","3.22","3.22","3.22","161","161","161","3.150662899017334","3.150662899017334","3.150662899017334","4.056328296661377","4.056328296661377","4.056328296661377","161","161","161","1.829766035079956","1.829766035079956","1.829766035079956","3.576174259185791","3.576174259185791","3.576174259185791"
"163","162","162","162","2.6624257564544678","2.6624257564544678","2.6624257564544678","3.3198351860046387","3.3198351860046387","3.3198351860046387","162","162","162","1.6260836124420166","1.6260836124420166","1.6260836124420166","3.598339080810547","3.598339080810547","3.598339080810547","162","162","162","1.81","1.81","1.81","3.22","3.22","3.22","162","162","162","3.1268999576568604","3.1268999576568604","3.1268999576568604","3.8889145851135254","3.8889145851135254","3.8889145851135254","162","162","162","1.7715234756469727","1.7715234756469727","1.7715234756469727","4.0276079177856445","4.0276079177856445","4.0276079177856445"
"164","163","163","163","2.68214750289917","2.68214750289917","2.68214750289917","3.6050970554351807","3.6050970554351807","3.6050970554351807","163","163","163","1.6688653230667114","1.6688653230667114","1.6688653230667114","4.239650249481201","4.239650249481201","4.239650249481201","163","163","163","1.81","1.81","1.81","3.22","3.22","3.22","163","163","163","3.1595547199249268","3.1595547199249268","3.1595547199249268","3.850588321685791","3.850588321685791","3.850588321685791","163","163","163","1.7425646781921387","1.7425646781921387","1.7425646781921387","4.0707502365112305","4.0707502365112305","4.0707502365112305"
"165","164","164","164","2.720959424972534","2.720959424972534","2.720959424972534","3.281618356704712","3.281618356704712","3.281618356704712","164","164","164","1.685979962348938","1.685979962348938","1.685979962348938","3.676461696624756","3.676461696624756","3.676461696624756","164","164","164","1.81","1.81","1.81","3.22","3.22","3.22","164","164","164","3.1010475158691406","3.1010475158691406","3.1010475158691406","3.9475717544555664","3.9475717544555664","3.9475717544555664","164","164","164","1.776421308517456","1.776421308517456","1.776421308517456","4.042911052703857","4.042911052703857","4.042911052703857"
"166","165","165","165","2.6881043910980225","2.6881043910980225","2.6881043910980225","3.5658109188079834","3.5658109188079834","3.5658109188079834","165","165","165","1.6389527320861816","1.6389527320861816","1.6389527320861816","3.601296901702881","3.601296901702881","3.601296901702881","165","165","165","1.81","1.81","1.81","3.22","3.22","3.22","165","165","165","3.0946500301361084","3.0946500301361084","3.0946500301361084","3.677837610244751","3.677837610244751","3.677837610244751","165","165","165","1.7735785245895386","1.7735785245895386","1.7735785245895386","3.548112392425537","3.548112392425537","3.548112392425537"
"167","166","166","166","2.647555112838745","2.647555112838745","2.647555112838745","3.338635206222534","3.338635206222534","3.338635206222534","166","166","166","1.629791498184204","1.629791498184204","1.629791498184204","3.5541176795959473","3.5541176795959473","3.5541176795959473","166","166","166","1.81","1.81","1.81","3.22","3.22","3.22","166","166","166","3.116755247116089","3.116755247116089","3.116755247116089","3.8486955165863037","3.8486955165863037","3.8486955165863037","166","166","166","1.7190829515457153","1.7190829515457153","1.7190829515457153","3.5877885818481445","3.5877885818481445","3.5877885818481445"
"168","167","167","167","2.6716320514678955","2.6716320514678955","2.6716320514678955","3.3961663246154785","3.3961663246154785","3.3961663246154785","167","167","167","1.6272737979888916","1.6272737979888916","1.6272737979888916","3.5707480907440186","3.5707480907440186","3.5707480907440186","167","167","167","1.81","1.81","1.81","3.22","3.22","3.22","167","167","167","3.074625253677368","3.074625253677368","3.074625253677368","3.6513381004333496","3.6513381004333496","3.6513381004333496","167","167","167","1.7167067527770996","1.7167067527770996","1.7167067527770996","3.525494337081909","3.525494337081909","3.525494337081909"
"169","168","168","168","2.6570651531219482","2.6570651531219482","2.6570651531219482","3.3138105869293213","3.3138105869293213","3.3138105869293213","168","168","168","1.5856075286865234","1.5856075286865234","1.5856075286865234","3.7269139289855957","3.7269139289855957","3.7269139289855957","168","168","168","1.81","1.81","1.81","3.22","3.22","3.22","168","168","168","3.149803876876831","3.149803876876831","3.149803876876831","3.6822614669799805","3.6822614669799805","3.6822614669799805","168","168","168","1.7235393524169922","1.7235393524169922","1.7235393524169922","3.665724039077759","3.665724039077759","3.665724039077759"
"170","169","169","169","2.7036893367767334","2.7036893367767334","2.7036893367767334","3.4442291259765625","3.4442291259765625","3.4442291259765625","169","169","169","1.627113699913025","1.627113699913025","1.627113699913025","3.7084603309631348","3.7084603309631348","3.7084603309631348","169","169","169","1.81","1.81","1.81","3.22","3.22","3.22","169","169","169","3.173006534576416","3.173006534576416","3.173006534576416","4.296590805053711","4.296590805053711","4.296590805053711","169","169","169","1.7702152729034424","1.7702152729034424","1.7702152729034424","3.9400570392608643","3.9400570392608643","3.9400570392608643"
"171","170","170","170","2.6531333923339844","2.6531333923339844","2.6531333923339844","3.3810555934906006","3.3810555934906006","3.3810555934906006","170","170","170","1.6105021238327026","1.6105021238327026","1.6105021238327026","3.637186288833618","3.637186288833618","3.637186288833618","170","170","170","1.81","1.81","1.81","3.22","3.22","3.22","170","170","170","3.1115267276763916","3.1115267276763916","3.1115267276763916","3.7037711143493652","3.7037711143493652","3.7037711143493652","170","170","170","1.851911187171936","1.851911187171936","1.851911187171936","3.529984712600708","3.529984712600708","3.529984712600708"
"172","171","171","171","2.639495849609375","2.639495849609375","2.639495849609375","3.308439254760742","3.308439254760742","3.308439254760742","171","171","171","1.6361560821533203","1.6361560821533203","1.6361560821533203","3.6265971660614014","3.6265971660614014","3.6265971660614014","171","171","171","1.81","1.81","1.81","3.22","3.22","3.22","171","171","171","3.1195342540740967","3.1195342540740967","3.1195342540740967","3.6115167140960693","3.6115167140960693","3.6115167140960693","171","171","171","1.7023546695709229","1.7023546695709229","1.7023546695709229","3.549079418182373","3.549079418182373","3.549079418182373"
"173","172","172","172","2.6274688243865967","2.6274688243865967","2.6274688243865967","3.3038597106933594","3.3038597106933594","3.3038597106933594","172","172","172","1.56309974193573","1.56309974193573","1.56309974193573","3.5905001163482666","3.5905001163482666","3.5905001163482666","172","172","172","1.81","1.81","1.81","3.22","3.22","3.22","172","172","172","3.105597734451294","3.105597734451294","3.105597734451294","3.4577043056488037","3.4577043056488037","3.4577043056488037","172","172","172","1.7521841526031494","1.7521841526031494","1.7521841526031494","3.6492395401000977","3.6492395401000977","3.6492395401000977"
"174","173","173","173","2.653984308242798","2.653984308242798","2.653984308242798","3.276420831680298","3.276420831680298","3.276420831680298","173","173","173","1.587995171546936","1.587995171546936","1.587995171546936","3.722698211669922","3.722698211669922","3.722698211669922","173","173","173","1.81","1.81","1.81","3.22","3.22","3.22","173","173","173","3.1400535106658936","3.1400535106658936","3.1400535106658936","4.025472640991211","4.025472640991211","4.025472640991211","173","173","173","1.6952909231185913","1.6952909231185913","1.6952909231185913","3.731090784072876","3.731090784072876","3.731090784072876"
"175","174","174","174","2.5903372764587402","2.5903372764587402","2.5903372764587402","3.4535393714904785","3.4535393714904785","3.4535393714904785","174","174","174","1.527264952659607","1.527264952659607","1.527264952659607","3.77105450630188","3.77105450630188","3.77105450630188","174","174","174","1.81","1.81","1.81","3.22","3.22","3.22","174","174","174","3.1143133640289307","3.1143133640289307","3.1143133640289307","3.5799145698547363","3.5799145698547363","3.5799145698547363","174","174","174","1.6363427639007568","1.6363427639007568","1.6363427639007568","3.584967613220215","3.584967613220215","3.584967613220215"
"176","175","175","175","2.553844928741455","2.553844928741455","2.553844928741455","3.417444944381714","3.417444944381714","3.417444944381714","175","175","175","1.5081746578216553","1.5081746578216553","1.5081746578216553","3.615138530731201","3.615138530731201","3.615138530731201","175","175","175","1.81","1.81","1.81","3.22","3.22","3.22","175","175","175","3.1339902877807617","3.1339902877807617","3.1339902877807617","4.093311786651611","4.093311786651611","4.093311786651611","175","175","175","1.6286349296569824","1.6286349296569824","1.6286349296569824","3.487872362136841","3.487872362136841","3.487872362136841"
"177","176","176","176","2.619105100631714","2.619105100631714","2.619105100631714","3.536776542663574","3.536776542663574","3.536776542663574","176","176","176","1.6479591131210327","1.6479591131210327","1.6479591131210327","3.5399093627929688","3.5399093627929688","3.5399093627929688","176","176","176","1.81","1.81","1.81","3.22","3.22","3.22","176","176","176","3.1831448078155518","3.1831448078155518","3.1831448078155518","3.8161427974700928","3.8161427974700928","3.8161427974700928","176","176","176","1.7673585414886475","1.7673585414886475","1.7673585414886475","3.6615400314331055","3.6615400314331055","3.6615400314331055"
"178","177","177","177","2.617863893508911","2.617863893508911","2.617863893508911","3.4425556659698486","3.4425556659698486","3.4425556659698486","177","177","177","1.5629911422729492","1.5629911422729492","1.5629911422729492","3.7556684017181396","3.7556684017181396","3.7556684017181396","177","177","177","1.81","1.81","1.81","3.22","3.22","3.22","177","177","177","3.1625425815582275","3.1625425815582275","3.1625425815582275","3.7338638305664062","3.7338638305664062","3.7338638305664062","177","177","177","1.6888210773468018","1.6888210773468018","1.6888210773468018","3.5953283309936523","3.5953283309936523","3.5953283309936523"
"179","178","178","178","2.588249683380127","2.588249683380127","2.588249683380127","3.330878973007202","3.330878973007202","3.330878973007202","178","178","178","1.5476900339126587","1.5476900339126587","1.5476900339126587","3.711900234222412","3.711900234222412","3.711900234222412","178","178","178","1.81","1.81","1.81","3.22","3.22","3.22","178","178","178","3.145703077316284","3.145703077316284","3.145703077316284","3.6540212631225586","3.6540212631225586","3.6540212631225586","178","178","178","1.727522611618042","1.727522611618042","1.727522611618042","3.6278975009918213","3.6278975009918213","3.6278975009918213"
"180","179","179","179","2.644362449645996","2.644362449645996","2.644362449645996","3.3501038551330566","3.3501038551330566","3.3501038551330566","179","179","179","1.6487820148468018","1.6487820148468018","1.6487820148468018","3.6689958572387695","3.6689958572387695","3.6689958572387695","179","179","179","1.81","1.81","1.81","3.22","3.22","3.22","179","179","179","3.2083852291107178","3.2083852291107178","3.2083852291107178","4.051034927368164","4.051034927368164","4.051034927368164","179","179","179","1.7267283201217651","1.7267283201217651","1.7267283201217651","3.84928822517395","3.84928822517395","3.84928822517395"
"181","180","180","180","2.6288416385650635","2.6288416385650635","2.6288416385650635","3.3635613918304443","3.3635613918304443","3.3635613918304443","180","180","180","1.5671583414077759","1.5671583414077759","1.5671583414077759","3.8606324195861816","3.8606324195861816","3.8606324195861816","180","180","180","1.81","1.81","1.81","3.22","3.22","3.22","180","180","180","3.1194541454315186","3.1194541454315186","3.1194541454315186","3.628033399581909","3.628033399581909","3.628033399581909","180","180","180","1.665846824645996","1.665846824645996","1.665846824645996","3.5680131912231445","3.5680131912231445","3.5680131912231445"
"182","181","181","181","2.602325439453125","2.602325439453125","2.602325439453125","3.5653531551361084","3.5653531551361084","3.5653531551361084","181","181","181","1.643988013267517","1.643988013267517","1.643988013267517","4.482983589172363","4.482983589172363","4.482983589172363","181","181","181","1.81","1.81","1.81","3.22","3.22","3.22","181","181","181","3.179537773132324","3.179537773132324","3.179537773132324","4.014561653137207","4.014561653137207","4.014561653137207","181","181","181","1.6954684257507324","1.6954684257507324","1.6954684257507324","3.645556688308716","3.645556688308716","3.645556688308716"
"183","182","182","182","2.5850305557250977","2.5850305557250977","2.5850305557250977","3.337961435317993","3.337961435317993","3.337961435317993","182","182","182","1.5558298826217651","1.5558298826217651","1.5558298826217651","3.7445836067199707","3.7445836067199707","3.7445836067199707","182","182","182","1.81","1.81","1.81","3.22","3.22","3.22","182","182","182","3.1591546535491943","3.1591546535491943","3.1591546535491943","3.582664966583252","3.582664966583252","3.582664966583252","182","182","182","1.6468781232833862","1.6468781232833862","1.6468781232833862","3.627722978591919","3.627722978591919","3.627722978591919"
"184","183","183","183","2.5855352878570557","2.5855352878570557","2.5855352878570557","3.397463321685791","3.397463321685791","3.397463321685791","183","183","183","1.623833417892456","1.623833417892456","1.623833417892456","3.5868113040924072","3.5868113040924072","3.5868113040924072","183","183","183","1.81","1.81","1.81","3.22","3.22","3.22","183","183","183","3.1044023036956787","3.1044023036956787","3.1044023036956787","3.6679043769836426","3.6679043769836426","3.6679043769836426","183","183","183","1.6882456541061401","1.6882456541061401","1.6882456541061401","3.5841774940490723","3.5841774940490723","3.5841774940490723"
"185","184","184","184","2.6192405223846436","2.6192405223846436","2.6192405223846436","3.3389623165130615","3.3389623165130615","3.3389623165130615","184","184","184","1.6063003540039062","1.6063003540039062","1.6063003540039062","3.7369844913482666","3.7369844913482666","3.7369844913482666","184","184","184","1.81","1.81","1.81","3.22","3.22","3.22","184","184","184","3.198000907897949","3.198000907897949","3.198000907897949","4.084043502807617","4.084043502807617","4.084043502807617","184","184","184","1.7692463397979736","1.7692463397979736","1.7692463397979736","3.5247747898101807","3.5247747898101807","3.5247747898101807"
"186","185","185","185","2.589787483215332","2.589787483215332","2.589787483215332","3.329200506210327","3.329200506210327","3.329200506210327","185","185","185","1.6012678146362305","1.6012678146362305","1.6012678146362305","3.73337984085083","3.73337984085083","3.73337984085083","185","185","185","1.81","1.81","1.81","3.22","3.22","3.22","185","185","185","3.110579252243042","3.110579252243042","3.110579252243042","3.9077036380767822","3.9077036380767822","3.9077036380767822","185","185","185","1.6574740409851074","1.6574740409851074","1.6574740409851074","3.6408281326293945","3.6408281326293945","3.6408281326293945"
"187","186","186","186","2.6058688163757324","2.6058688163757324","2.6058688163757324","3.3499300479888916","3.3499300479888916","3.3499300479888916","186","186","186","1.6484005451202393","1.6484005451202393","1.6484005451202393","4.851085662841797","4.851085662841797","4.851085662841797","186","186","186","1.81","1.81","1.81","3.22","3.22","3.22","186","186","186","3.195399522781372","3.195399522781372","3.195399522781372","3.6089138984680176","3.6089138984680176","3.6089138984680176","186","186","186","1.6934094429016113","1.6934094429016113","1.6934094429016113","4.085120677947998","4.085120677947998","4.085120677947998"
"188","187","187","187","2.576535701751709","2.576535701751709","2.576535701751709","3.3314220905303955","3.3314220905303955","3.3314220905303955","187","187","187","1.5800901651382446","1.5800901651382446","1.5800901651382446","3.6310746669769287","3.6310746669769287","3.6310746669769287","187","187","187","1.81","1.81","1.81","3.22","3.22","3.22","187","187","187","3.1880714893341064","3.1880714893341064","3.1880714893341064","3.561377763748169","3.561377763748169","3.561377763748169","187","187","187","1.6587387323379517","1.6587387323379517","1.6587387323379517","3.7288269996643066","3.7288269996643066","3.7288269996643066"
"189","188","188","188","2.588310956954956","2.588310956954956","2.588310956954956","3.5309832096099854","3.5309832096099854","3.5309832096099854","188","188","188","1.618536353111267","1.618536353111267","1.618536353111267","3.7322471141815186","3.7322471141815186","3.7322471141815186","188","188","188","1.81","1.81","1.81","3.22","3.22","3.22","188","188","188","3.1413307189941406","3.1413307189941406","3.1413307189941406","3.689178466796875","3.689178466796875","3.689178466796875","188","188","188","1.6306483745574951","1.6306483745574951","1.6306483745574951","3.7524540424346924","3.7524540424346924","3.7524540424346924"
"190","189","189","189","2.5746586322784424","2.5746586322784424","2.5746586322784424","3.468243360519409","3.468243360519409","3.468243360519409","189","189","189","1.6349128484725952","1.6349128484725952","1.6349128484725952","3.8668015003204346","3.8668015003204346","3.8668015003204346","189","189","189","1.81","1.81","1.81","3.22","3.22","3.22","189","189","189","3.159649610519409","3.159649610519409","3.159649610519409","3.6008987426757812","3.6008987426757812","3.6008987426757812","189","189","189","1.6910361051559448","1.6910361051559448","1.6910361051559448","3.481564998626709","3.481564998626709","3.481564998626709"
"191","190","190","190","2.5248072147369385","2.5248072147369385","2.5248072147369385","3.374846935272217","3.374846935272217","3.374846935272217","190","190","190","1.5260810852050781","1.5260810852050781","1.5260810852050781","3.977382183074951","3.977382183074951","3.977382183074951","190","190","190","1.81","1.81","1.81","3.22","3.22","3.22","190","190","190","3.1445024013519287","3.1445024013519287","3.1445024013519287","3.74668288230896","3.74668288230896","3.74668288230896","190","190","190","1.6475814580917358","1.6475814580917358","1.6475814580917358","3.5485634803771973","3.5485634803771973","3.5485634803771973"
"192","191","191","191","2.575593948364258","2.575593948364258","2.575593948364258","3.399451494216919","3.399451494216919","3.399451494216919","191","191","191","1.6034529209136963","1.6034529209136963","1.6034529209136963","3.558126211166382","3.558126211166382","3.558126211166382","191","191","191","1.81","1.81","1.81","3.22","3.22","3.22","191","191","191","3.151658535003662","3.151658535003662","3.151658535003662","3.671640634536743","3.671640634536743","3.671640634536743","191","191","191","1.6881904602050781","1.6881904602050781","1.6881904602050781","3.4874093532562256","3.4874093532562256","3.4874093532562256"
"193","192","192","192","2.5455832481384277","2.5455832481384277","2.5455832481384277","3.3382112979888916","3.3382112979888916","3.3382112979888916","192","192","192","1.5669102668762207","1.5669102668762207","1.5669102668762207","3.5641558170318604","3.5641558170318604","3.5641558170318604","192","192","192","1.81","1.81","1.81","3.22","3.22","3.22","192","192","192","3.0486433506011963","3.0486433506011963","3.0486433506011963","3.921259641647339","3.921259641647339","3.921259641647339","192","192","192","1.653846025466919","1.653846025466919","1.653846025466919","3.7770254611968994","3.7770254611968994","3.7770254611968994"
"194","193","193","193","2.651871681213379","2.651871681213379","2.651871681213379","3.297555446624756","3.297555446624756","3.297555446624756","193","193","193","1.7559195756912231","1.7559195756912231","1.7559195756912231","3.6034576892852783","3.6034576892852783","3.6034576892852783","193","193","193","1.81","1.81","1.81","3.22","3.22","3.22","193","193","193","3.1182732582092285","3.1182732582092285","3.1182732582092285","3.770129442214966","3.770129442214966","3.770129442214966","193","193","193","1.75869882106781","1.75869882106781","1.75869882106781","3.5225586891174316","3.5225586891174316","3.5225586891174316"
"195","194","194","194","2.5237011909484863","2.5237011909484863","2.5237011909484863","3.4963114261627197","3.4963114261627197","3.4963114261627197","194","194","194","1.4754579067230225","1.4754579067230225","1.4754579067230225","3.5752172470092773","3.5752172470092773","3.5752172470092773","194","194","194","1.81","1.81","1.81","3.22","3.22","3.22","194","194","194","3.1407508850097656","3.1407508850097656","3.1407508850097656","3.6999077796936035","3.6999077796936035","3.6999077796936035","194","194","194","1.6197624206542969","1.6197624206542969","1.6197624206542969","3.716282844543457","3.716282844543457","3.716282844543457"
"196","195","195","195","2.607198476791382","2.607198476791382","2.607198476791382","3.3185760974884033","3.3185760974884033","3.3185760974884033","195","195","195","1.633719801902771","1.633719801902771","1.633719801902771","3.5727756023406982","3.5727756023406982","3.5727756023406982","195","195","195","1.81","1.81","1.81","3.22","3.22","3.22","195","195","195","3.1236398220062256","3.1236398220062256","3.1236398220062256","4.309433937072754","4.309433937072754","4.309433937072754","195","195","195","1.6906006336212158","1.6906006336212158","1.6906006336212158","3.6421663761138916","3.6421663761138916","3.6421663761138916"
"197","196","196","196","2.52299165725708","2.52299165725708","2.52299165725708","3.3057358264923096","3.3057358264923096","3.3057358264923096","196","196","196","1.6151789426803589","1.6151789426803589","1.6151789426803589","3.6848528385162354","3.6848528385162354","3.6848528385162354","196","196","196","1.81","1.81","1.81","3.22","3.22","3.22","196","196","196","3.1706326007843018","3.1706326007843018","3.1706326007843018","3.750314474105835","3.750314474105835","3.750314474105835","196","196","196","1.6296299695968628","1.6296299695968628","1.6296299695968628","3.726651906967163","3.726651906967163","3.726651906967163"
"198","197","197","197","2.5156726837158203","2.5156726837158203","2.5156726837158203","3.3614771366119385","3.3614771366119385","3.3614771366119385","197","197","197","1.5061150789260864","1.5061150789260864","1.5061150789260864","3.5735347270965576","3.5735347270965576","3.5735347270965576","197","197","197","1.81","1.81","1.81","3.22","3.22","3.22","197","197","197","3.0701467990875244","3.0701467990875244","3.0701467990875244","3.7191805839538574","3.7191805839538574","3.7191805839538574","197","197","197","1.6285463571548462","1.6285463571548462","1.6285463571548462","3.6327438354492188","3.6327438354492188","3.6327438354492188"
"199","198","198","198","2.4588027000427246","2.4588027000427246","2.4588027000427246","3.3621127605438232","3.3621127605438232","3.3621127605438232","198","198","198","1.4610295295715332","1.4610295295715332","1.4610295295715332","3.5501530170440674","3.5501530170440674","3.5501530170440674","198","198","198","1.81","1.81","1.81","3.22","3.22","3.22","198","198","198","3.131552219390869","3.131552219390869","3.131552219390869","3.839789867401123","3.839789867401123","3.839789867401123","198","198","198","1.594431757926941","1.594431757926941","1.594431757926941","3.96419620513916","3.96419620513916","3.96419620513916"
"200","199","199","199","2.5682382583618164","2.5682382583618164","2.5682382583618164","3.3009371757507324","3.3009371757507324","3.3009371757507324","199","199","199","1.5183078050613403","1.5183078050613403","1.5183078050613403","3.5350332260131836","3.5350332260131836","3.5350332260131836","199","199","199","1.81","1.81","1.81","3.22","3.22","3.22","199","199","199","3.124772071838379","3.124772071838379","3.124772071838379","3.7836997509002686","3.7836997509002686","3.7836997509002686","199","199","199","1.7097564935684204","1.7097564935684204","1.7097564935684204","3.7572197914123535","3.7572197914123535","3.7572197914123535"
