"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"278","277","277","277","2.3188560009002686","2.3188560009002686","2.3188560009002686","3.642162322998047","3.642162322998047","3.642162322998047","277","277","277","1.4024090766906738","1.4024090766906738","1.4024090766906738","3.506883382797241","3.506883382797241","3.506883382797241","277","277","277","1.81","1.81","1.81","3.22","3.22","3.22","277","277","277","3.0908656120300293","3.0908656120300293","3.0908656120300293","3.9896860122680664","3.9896860122680664","3.9896860122680664","277","277","277","1.5273481607437134","1.5273481607437134","1.5273481607437134","3.6043477058410645","3.6043477058410645","3.6043477058410645"
"279","278","278","278","2.3645377159118652","2.3645377159118652","2.3645377159118652","3.326937437057495","3.326937437057495","3.326937437057495","278","278","278","1.4372406005859375","1.4372406005859375","1.4372406005859375","3.6952433586120605","3.6952433586120605","3.6952433586120605","278","278","278","1.81","1.81","1.81","3.22","3.22","3.22","278","278","278","3.087721586227417","3.087721586227417","3.087721586227417","3.7110116481781006","3.7110116481781006","3.7110116481781006","278","278","278","1.59231436252594","1.59231436252594","1.59231436252594","3.8816661834716797","3.8816661834716797","3.8816661834716797"
"280","279","279","279","2.31912899017334","2.31912899017334","2.31912899017334","3.3973939418792725","3.3973939418792725","3.3973939418792725","279","279","279","1.408778190612793","1.408778190612793","1.408778190612793","3.733987331390381","3.733987331390381","3.733987331390381","279","279","279","1.81","1.81","1.81","3.22","3.22","3.22","279","279","279","3.086915969848633","3.086915969848633","3.086915969848633","3.765523672103882","3.765523672103882","3.765523672103882","279","279","279","1.5650126934051514","1.5650126934051514","1.5650126934051514","3.5387380123138428","3.5387380123138428","3.5387380123138428"
"281","280","280","280","2.3022990226745605","2.3022990226745605","2.3022990226745605","3.401463270187378","3.401463270187378","3.401463270187378","280","280","280","1.4065159559249878","1.4065159559249878","1.4065159559249878","3.5755717754364014","3.5755717754364014","3.5755717754364014","280","280","280","1.81","1.81","1.81","3.22","3.22","3.22","280","280","280","3.041470766067505","3.041470766067505","3.041470766067505","3.6361629962921143","3.6361629962921143","3.6361629962921143","280","280","280","1.504683017730713","1.504683017730713","1.504683017730713","3.5680298805236816","3.5680298805236816","3.5680298805236816"
"282","281","281","281","2.3705098628997803","2.3705098628997803","2.3705098628997803","3.3308823108673096","3.3308823108673096","3.3308823108673096","281","281","281","1.5219570398330688","1.5219570398330688","1.5219570398330688","3.814697265625","3.814697265625","3.814697265625","281","281","281","1.81","1.81","1.81","3.22","3.22","3.22","281","281","281","3.0718400478363037","3.0718400478363037","3.0718400478363037","3.956289052963257","3.956289052963257","3.956289052963257","281","281","281","1.6954244375228882","1.6954244375228882","1.6954244375228882","3.6108970642089844","3.6108970642089844","3.6108970642089844"
"283","282","282","282","2.3468878269195557","2.3468878269195557","2.3468878269195557","3.407073736190796","3.407073736190796","3.407073736190796","282","282","282","1.4683847427368164","1.4683847427368164","1.4683847427368164","3.7983639240264893","3.7983639240264893","3.7983639240264893","282","282","282","1.81","1.81","1.81","3.22","3.22","3.22","282","282","282","3.128081798553467","3.128081798553467","3.128081798553467","3.8975934982299805","3.8975934982299805","3.8975934982299805","282","282","282","1.6439179182052612","1.6439179182052612","1.6439179182052612","3.5885398387908936","3.5885398387908936","3.5885398387908936"
"284","283","283","283","2.3734774589538574","2.3734774589538574","2.3734774589538574","3.4232850074768066","3.4232850074768066","3.4232850074768066","283","283","283","1.4442050457000732","1.4442050457000732","1.4442050457000732","3.4684062004089355","3.4684062004089355","3.4684062004089355","283","283","283","1.81","1.81","1.81","3.22","3.22","3.22","283","283","283","3.0957424640655518","3.0957424640655518","3.0957424640655518","3.7791428565979004","3.7791428565979004","3.7791428565979004","283","283","283","1.7162991762161255","1.7162991762161255","1.7162991762161255","3.6707589626312256","3.6707589626312256","3.6707589626312256"
"285","284","284","284","2.343834400177002","2.343834400177002","2.343834400177002","3.4172048568725586","3.4172048568725586","3.4172048568725586","284","284","284","1.409386396408081","1.409386396408081","1.409386396408081","3.494220495223999","3.494220495223999","3.494220495223999","284","284","284","1.81","1.81","1.81","3.22","3.22","3.22","284","284","284","3.1843013763427734","3.1843013763427734","3.1843013763427734","3.620375871658325","3.620375871658325","3.620375871658325","284","284","284","1.577792763710022","1.577792763710022","1.577792763710022","3.57948899269104","3.57948899269104","3.57948899269104"
"286","285","285","285","2.263108253479004","2.263108253479004","2.263108253479004","3.3745150566101074","3.3745150566101074","3.3745150566101074","285","285","285","1.411385416984558","1.411385416984558","1.411385416984558","4.029572010040283","4.029572010040283","4.029572010040283","285","285","285","1.81","1.81","1.81","3.22","3.22","3.22","285","285","285","3.092942237854004","3.092942237854004","3.092942237854004","3.6207387447357178","3.6207387447357178","3.6207387447357178","285","285","285","1.49658203125","1.49658203125","1.49658203125","3.847355842590332","3.847355842590332","3.847355842590332"
"287","286","286","286","2.2830066680908203","2.2830066680908203","2.2830066680908203","3.3582417964935303","3.3582417964935303","3.3582417964935303","286","286","286","1.3308100700378418","1.3308100700378418","1.3308100700378418","3.7416155338287354","3.7416155338287354","3.7416155338287354","286","286","286","1.81","1.81","1.81","3.22","3.22","3.22","286","286","286","3.083926200866699","3.083926200866699","3.083926200866699","4.1682634353637695","4.1682634353637695","4.1682634353637695","286","286","286","1.517998456954956","1.517998456954956","1.517998456954956","3.5279922485351562","3.5279922485351562","3.5279922485351562"
"288","287","287","287","2.2766900062561035","2.2766900062561035","2.2766900062561035","3.373704195022583","3.373704195022583","3.373704195022583","287","287","287","1.3750630617141724","1.3750630617141724","1.3750630617141724","3.6286404132843018","3.6286404132843018","3.6286404132843018","287","287","287","1.81","1.81","1.81","3.22","3.22","3.22","287","287","287","3.1370105743408203","3.1370105743408203","3.1370105743408203","4.005995273590088","4.005995273590088","4.005995273590088","287","287","287","1.4695775508880615","1.4695775508880615","1.4695775508880615","3.5529770851135254","3.5529770851135254","3.5529770851135254"
"289","288","288","288","2.305009126663208","2.305009126663208","2.305009126663208","3.335902214050293","3.335902214050293","3.335902214050293","288","288","288","1.4252749681472778","1.4252749681472778","1.4252749681472778","3.761688709259033","3.761688709259033","3.761688709259033","288","288","288","1.81","1.81","1.81","3.22","3.22","3.22","288","288","288","3.0888829231262207","3.0888829231262207","3.0888829231262207","3.8576862812042236","3.8576862812042236","3.8576862812042236","288","288","288","1.4794154167175293","1.4794154167175293","1.4794154167175293","3.678496837615967","3.678496837615967","3.678496837615967"
"290","289","289","289","2.2911298274993896","2.2911298274993896","2.2911298274993896","3.3631627559661865","3.3631627559661865","3.3631627559661865","289","289","289","1.4235036373138428","1.4235036373138428","1.4235036373138428","3.4939208030700684","3.4939208030700684","3.4939208030700684","289","289","289","1.81","1.81","1.81","3.22","3.22","3.22","289","289","289","3.0962700843811035","3.0962700843811035","3.0962700843811035","3.698328733444214","3.698328733444214","3.698328733444214","289","289","289","1.4875714778900146","1.4875714778900146","1.4875714778900146","3.5675549507141113","3.5675549507141113","3.5675549507141113"
"291","290","290","290","2.278836965560913","2.278836965560913","2.278836965560913","3.309061288833618","3.309061288833618","3.309061288833618","290","290","290","1.3581860065460205","1.3581860065460205","1.3581860065460205","3.554379940032959","3.554379940032959","3.554379940032959","290","290","290","1.81","1.81","1.81","3.22","3.22","3.22","290","290","290","3.093848705291748","3.093848705291748","3.093848705291748","3.867790460586548","3.867790460586548","3.867790460586548","290","290","290","1.4734232425689697","1.4734232425689697","1.4734232425689697","3.626336097717285","3.626336097717285","3.626336097717285"
"292","291","291","291","2.2529306411743164","2.2529306411743164","2.2529306411743164","3.360450506210327","3.360450506210327","3.360450506210327","291","291","291","1.329142689704895","1.329142689704895","1.329142689704895","3.6821448802948","3.6821448802948","3.6821448802948","291","291","291","1.81","1.81","1.81","3.22","3.22","3.22","291","291","291","3.0606062412261963","3.0606062412261963","3.0606062412261963","3.7485921382904053","3.7485921382904053","3.7485921382904053","291","291","291","1.4778010845184326","1.4778010845184326","1.4778010845184326","3.589658498764038","3.589658498764038","3.589658498764038"
"293","292","292","292","2.268721103668213","2.268721103668213","2.268721103668213","3.3650848865509033","3.3650848865509033","3.3650848865509033","292","292","292","1.3085554838180542","1.3085554838180542","1.3085554838180542","3.4529683589935303","3.4529683589935303","3.4529683589935303","292","292","292","1.81","1.81","1.81","3.22","3.22","3.22","292","292","292","3.0978035926818848","3.0978035926818848","3.0978035926818848","4.357761859893799","4.357761859893799","4.357761859893799","292","292","292","1.4854462146759033","1.4854462146759033","1.4854462146759033","3.6735122203826904","3.6735122203826904","3.6735122203826904"
"294","293","293","293","2.2356226444244385","2.2356226444244385","2.2356226444244385","3.430419921875","3.430419921875","3.430419921875","293","293","293","1.3096600770950317","1.3096600770950317","1.3096600770950317","3.585961103439331","3.585961103439331","3.585961103439331","293","293","293","1.81","1.81","1.81","3.22","3.22","3.22","293","293","293","3.074436664581299","3.074436664581299","3.074436664581299","3.821881055831909","3.821881055831909","3.821881055831909","293","293","293","1.4261410236358643","1.4261410236358643","1.4261410236358643","3.5189709663391113","3.5189709663391113","3.5189709663391113"
"295","294","294","294","2.297199249267578","2.297199249267578","2.297199249267578","3.327664852142334","3.327664852142334","3.327664852142334","294","294","294","1.355206847190857","1.355206847190857","1.355206847190857","3.548884153366089","3.548884153366089","3.548884153366089","294","294","294","1.81","1.81","1.81","3.22","3.22","3.22","294","294","294","3.1803219318389893","3.1803219318389893","3.1803219318389893","3.893517017364502","3.893517017364502","3.893517017364502","294","294","294","1.5029184818267822","1.5029184818267822","1.5029184818267822","3.6481401920318604","3.6481401920318604","3.6481401920318604"
"296","295","295","295","2.25113844871521","2.25113844871521","2.25113844871521","3.3261799812316895","3.3261799812316895","3.3261799812316895","295","295","295","1.3377254009246826","1.3377254009246826","1.3377254009246826","3.592275857925415","3.592275857925415","3.592275857925415","295","295","295","1.81","1.81","1.81","3.22","3.22","3.22","295","295","295","3.1807737350463867","3.1807737350463867","3.1807737350463867","4.567349433898926","4.567349433898926","4.567349433898926","295","295","295","1.4510248899459839","1.4510248899459839","1.4510248899459839","3.552713394165039","3.552713394165039","3.552713394165039"
"297","296","296","296","2.2834646701812744","2.2834646701812744","2.2834646701812744","3.588494300842285","3.588494300842285","3.588494300842285","296","296","296","1.406571865081787","1.406571865081787","1.406571865081787","3.6662089824676514","3.6662089824676514","3.6662089824676514","296","296","296","1.81","1.81","1.81","3.22","3.22","3.22","296","296","296","3.1228115558624268","3.1228115558624268","3.1228115558624268","3.6507346630096436","3.6507346630096436","3.6507346630096436","296","296","296","1.5048378705978394","1.5048378705978394","1.5048378705978394","3.7963287830352783","3.7963287830352783","3.7963287830352783"
"298","297","297","297","2.3700199127197266","2.3700199127197266","2.3700199127197266","3.402052640914917","3.402052640914917","3.402052640914917","297","297","297","1.5122610330581665","1.5122610330581665","1.5122610330581665","3.524667978286743","3.524667978286743","3.524667978286743","297","297","297","1.81","1.81","1.81","3.22","3.22","3.22","297","297","297","3.1096746921539307","3.1096746921539307","3.1096746921539307","3.863727331161499","3.863727331161499","3.863727331161499","297","297","297","1.6229636669158936","1.6229636669158936","1.6229636669158936","3.6354477405548096","3.6354477405548096","3.6354477405548096"
"299","298","298","298","2.3101959228515625","2.3101959228515625","2.3101959228515625","3.388523578643799","3.388523578643799","3.388523578643799","298","298","298","1.399704933166504","1.399704933166504","1.399704933166504","3.484011173248291","3.484011173248291","3.484011173248291","298","298","298","1.81","1.81","1.81","3.22","3.22","3.22","298","298","298","3.135895252227783","3.135895252227783","3.135895252227783","3.9012508392333984","3.9012508392333984","3.9012508392333984","298","298","298","1.5431360006332397","1.5431360006332397","1.5431360006332397","3.440110445022583","3.440110445022583","3.440110445022583"
"300","299","299","299","2.2831268310546875","2.2831268310546875","2.2831268310546875","3.459707736968994","3.459707736968994","3.459707736968994","299","299","299","1.3625640869140625","1.3625640869140625","1.3625640869140625","3.7227272987365723","3.7227272987365723","3.7227272987365723","299","299","299","1.81","1.81","1.81","3.22","3.22","3.22","299","299","299","3.1419734954833984","3.1419734954833984","3.1419734954833984","4.091533660888672","4.091533660888672","4.091533660888672","299","299","299","1.5420501232147217","1.5420501232147217","1.5420501232147217","3.687808036804199","3.687808036804199","3.687808036804199"
