"epoch","c1e-N - _step","c1e-N - _step__MIN","c1e-N - _step__MAX","c1e-N - train.rmse","c1e-N - train.rmse__MIN","c1e-N - train.rmse__MAX","c1e-N - valid.rmse","c1e-N - valid.rmse__MIN","c1e-N - valid.rmse__MAX","DeepSTABp_architecture - _step","DeepSTABp_architecture - _step__MIN","DeepSTABp_architecture - _step__MAX","DeepSTABp_architecture - train.rmse","DeepSTABp_architecture - train.rmse__MIN","DeepSTABp_architecture - train.rmse__MAX","DeepSTABp_architecture - valid.rmse","DeepSTABp_architecture - valid.rmse__MIN","DeepSTABp_architecture - valid.rmse__MAX","gcn_d3e_FFF-1x32-0_Nmean - _step","gcn_d3e_FFF-1x32-0_Nmean - _step__MIN","gcn_d3e_FFF-1x32-0_Nmean - _step__MAX","gcn_d3e_FFF-1x32-0_Nmean - train.rmse","gcn_d3e_FFF-1x32-0_Nmean - train.rmse__MIN","gcn_d3e_FFF-1x32-0_Nmean - train.rmse__MAX","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse__MIN","gcn_d3e_FFF-1x32-0_Nmean - valid.rmse__MAX","gcn_d3_FFF-1x32-0_Nmean - _step","gcn_d3_FFF-1x32-0_Nmean - _step__MIN","gcn_d3_FFF-1x32-0_Nmean - _step__MAX","gcn_d3_FFF-1x32-0_Nmean - train.rmse","gcn_d3_FFF-1x32-0_Nmean - train.rmse__MIN","gcn_d3_FFF-1x32-0_Nmean - train.rmse__MAX","gcn_d3_FFF-1x32-0_Nmean - valid.rmse","gcn_d3_FFF-1x32-0_Nmean - valid.rmse__MIN","gcn_d3_FFF-1x32-0_Nmean - valid.rmse__MAX","d0e_F - _step","d0e_F - _step__MIN","d0e_F - _step__MAX","d0e_F - train.rmse","d0e_F - train.rmse__MIN","d0e_F - train.rmse__MAX","d0e_F - valid.rmse","d0e_F - valid.rmse__MIN","d0e_F - valid.rmse__MAX"
"77","76","76","76","4.898935317993164","4.898935317993164","4.898935317993164","4.467824935913086","4.467824935913086","4.467824935913086","76","76","76","3.2197458744049072","3.2197458744049072","3.2197458744049072","4.476799964904785","4.476799964904785","4.476799964904785","76","76","76","4.189340114593506","4.189340114593506","4.189340114593506","4.799953937530518","4.799953937530518","4.799953937530518","76","76","76","4.246842384338379","4.246842384338379","4.246842384338379","4.859528064727783","4.859528064727783","4.859528064727783","76","76","76","7.666914939880371","7.666914939880371","7.666914939880371","6.328451633453369","6.328451633453369","6.328451633453369"
"78","77","77","77","4.716242790222168","4.716242790222168","4.716242790222168","4.358896255493164","4.358896255493164","4.358896255493164","77","77","77","3.1788687705993652","3.1788687705993652","3.1788687705993652","4.656101703643799","4.656101703643799","4.656101703643799","77","77","77","4.106030464172363","4.106030464172363","4.106030464172363","4.712118148803711","4.712118148803711","4.712118148803711","77","77","77","4.221982479095459","4.221982479095459","4.221982479095459","4.537436485290527","4.537436485290527","4.537436485290527","77","77","77","7.754790306091309","7.754790306091309","7.754790306091309","6.082454681396484","6.082454681396484","6.082454681396484"
"79","78","78","78","4.722372531890869","4.722372531890869","4.722372531890869","4.626864910125732","4.626864910125732","4.626864910125732","78","78","78","3.1723690032958984","3.1723690032958984","3.1723690032958984","4.510995388031006","4.510995388031006","4.510995388031006","78","78","78","4.100899696350098","4.100899696350098","4.100899696350098","4.532844543457031","4.532844543457031","4.532844543457031","78","78","78","4.161231517791748","4.161231517791748","4.161231517791748","4.775366306304932","4.775366306304932","4.775366306304932","78","78","78","7.718176364898682","7.718176364898682","7.718176364898682","6.5691375732421875","6.5691375732421875","6.5691375732421875"
"80","79","79","79","4.746628761291504","4.746628761291504","4.746628761291504","4.449744701385498","4.449744701385498","4.449744701385498","79","79","79","3.1282296180725098","3.1282296180725098","3.1282296180725098","4.4430832862854","4.4430832862854","4.4430832862854","79","79","79","4.185316562652588","4.185316562652588","4.185316562652588","4.693968296051025","4.693968296051025","4.693968296051025","79","79","79","4.264074802398682","4.264074802398682","4.264074802398682","4.7623515129089355","4.7623515129089355","4.7623515129089355","79","79","79","7.535390377044678","7.535390377044678","7.535390377044678","6.725854873657227","6.725854873657227","6.725854873657227"
"81","80","80","80","4.664292812347412","4.664292812347412","4.664292812347412","4.686909198760986","4.686909198760986","4.686909198760986","80","80","80","3.149527072906494","3.149527072906494","3.149527072906494","4.47613000869751","4.47613000869751","4.47613000869751","80","80","80","4.127082347869873","4.127082347869873","4.127082347869873","4.462414264678955","4.462414264678955","4.462414264678955","80","80","80","4.134793758392334","4.134793758392334","4.134793758392334","4.999618053436279","4.999618053436279","4.999618053436279","80","80","80","7.612146854400635","7.612146854400635","7.612146854400635","6.818784713745117","6.818784713745117","6.818784713745117"
"82","81","81","81","4.703874111175537","4.703874111175537","4.703874111175537","4.414013385772705","4.414013385772705","4.414013385772705","81","81","81","3.122201681137085","3.122201681137085","3.122201681137085","4.428149700164795","4.428149700164795","4.428149700164795","81","81","81","4.078404903411865","4.078404903411865","4.078404903411865","4.627618789672852","4.627618789672852","4.627618789672852","81","81","81","4.275637626647949","4.275637626647949","4.275637626647949","4.640257358551025","4.640257358551025","4.640257358551025","81","81","81","7.7434844970703125","7.7434844970703125","7.7434844970703125","7.242068767547607","7.242068767547607","7.242068767547607"
"83","82","82","82","4.652285099029541","4.652285099029541","4.652285099029541","4.307893753051758","4.307893753051758","4.307893753051758","82","82","82","3.12707257270813","3.12707257270813","3.12707257270813","4.483422756195068","4.483422756195068","4.483422756195068","82","82","82","4.062122344970703","4.062122344970703","4.062122344970703","4.5749101638793945","4.5749101638793945","4.5749101638793945","82","82","82","4.127325057983398","4.127325057983398","4.127325057983398","4.720595836639404","4.720595836639404","4.720595836639404","82","82","82","7.62536096572876","7.62536096572876","7.62536096572876","6.786876201629639","6.786876201629639","6.786876201629639"
"84","83","83","83","4.644186019897461","4.644186019897461","4.644186019897461","4.397884845733643","4.397884845733643","4.397884845733643","83","83","83","3.065444231033325","3.065444231033325","3.065444231033325","4.594232559204102","4.594232559204102","4.594232559204102","83","83","83","4.064981460571289","4.064981460571289","4.064981460571289","4.41970157623291","4.41970157623291","4.41970157623291","83","83","83","4.1382036209106445","4.1382036209106445","4.1382036209106445","4.781700134277344","4.781700134277344","4.781700134277344","83","83","83","7.595136642456055","7.595136642456055","7.595136642456055","6.236790180206299","6.236790180206299","6.236790180206299"
"85","84","84","84","4.626633167266846","4.626633167266846","4.626633167266846","4.458413124084473","4.458413124084473","4.458413124084473","84","84","84","3.092266082763672","3.092266082763672","3.092266082763672","4.484731197357178","4.484731197357178","4.484731197357178","84","84","84","4.143202781677246","4.143202781677246","4.143202781677246","4.709192752838135","4.709192752838135","4.709192752838135","84","84","84","4.255137920379639","4.255137920379639","4.255137920379639","4.838335990905762","4.838335990905762","4.838335990905762","84","84","84","7.761891841888428","7.761891841888428","7.761891841888428","6.901393413543701","6.901393413543701","6.901393413543701"
"86","85","85","85","4.732282638549805","4.732282638549805","4.732282638549805","4.404653072357178","4.404653072357178","4.404653072357178","85","85","85","3.0343704223632812","3.0343704223632812","3.0343704223632812","4.687408924102783","4.687408924102783","4.687408924102783","85","85","85","4.018424987792969","4.018424987792969","4.018424987792969","4.519603252410889","4.519603252410889","4.519603252410889","85","85","85","4.072864532470703","4.072864532470703","4.072864532470703","4.699035167694092","4.699035167694092","4.699035167694092","85","85","85","7.697819709777832","7.697819709777832","7.697819709777832","7.125175476074219","7.125175476074219","7.125175476074219"
"87","86","86","86","4.546358108520508","4.546358108520508","4.546358108520508","4.295539855957031","4.295539855957031","4.295539855957031","86","86","86","3.0186996459960938","3.0186996459960938","3.0186996459960938","4.654014587402344","4.654014587402344","4.654014587402344","86","86","86","4.051074028015137","4.051074028015137","4.051074028015137","4.738260746002197","4.738260746002197","4.738260746002197","86","86","86","4.134951114654541","4.134951114654541","4.134951114654541","4.5583624839782715","4.5583624839782715","4.5583624839782715","86","86","86","7.599701404571533","7.599701404571533","7.599701404571533","6.555322647094727","6.555322647094727","6.555322647094727"
"88","87","87","87","4.675663471221924","4.675663471221924","4.675663471221924","4.4147796630859375","4.4147796630859375","4.4147796630859375","87","87","87","3.170686960220337","3.170686960220337","3.170686960220337","4.622772693634033","4.622772693634033","4.622772693634033","87","87","87","4.018353462219238","4.018353462219238","4.018353462219238","5.0735392570495605","5.0735392570495605","5.0735392570495605","87","87","87","4.096632480621338","4.096632480621338","4.096632480621338","4.755687713623047","4.755687713623047","4.755687713623047","87","87","87","7.704163074493408","7.704163074493408","7.704163074493408","6.198156833648682","6.198156833648682","6.198156833648682"
"89","88","88","88","4.657139778137207","4.657139778137207","4.657139778137207","4.4611029624938965","4.4611029624938965","4.4611029624938965","88","88","88","3.0633127689361572","3.0633127689361572","3.0633127689361572","4.535363674163818","4.535363674163818","4.535363674163818","88","88","88","4.124423027038574","4.124423027038574","4.124423027038574","4.854959011077881","4.854959011077881","4.854959011077881","88","88","88","4.115512371063232","4.115512371063232","4.115512371063232","4.736601829528809","4.736601829528809","4.736601829528809","88","88","88","7.794340133666992","7.794340133666992","7.794340133666992","6.513453006744385","6.513453006744385","6.513453006744385"
"90","89","89","89","4.502912521362305","4.502912521362305","4.502912521362305","4.796751022338867","4.796751022338867","4.796751022338867","89","89","89","3.025787353515625","3.025787353515625","3.025787353515625","4.634179592132568","4.634179592132568","4.634179592132568","89","89","89","4.002219200134277","4.002219200134277","4.002219200134277","4.867095470428467","4.867095470428467","4.867095470428467","89","89","89","4.145773410797119","4.145773410797119","4.145773410797119","5.101918697357178","5.101918697357178","5.101918697357178","89","89","89","7.737865447998047","7.737865447998047","7.737865447998047","6.173908233642578","6.173908233642578","6.173908233642578"
"91","90","90","90","4.6983771324157715","4.6983771324157715","4.6983771324157715","4.749805927276611","4.749805927276611","4.749805927276611","90","90","90","3.083158254623413","3.083158254623413","3.083158254623413","4.598913192749023","4.598913192749023","4.598913192749023","90","90","90","4.184686660766602","4.184686660766602","4.184686660766602","4.740877628326416","4.740877628326416","4.740877628326416","90","90","90","4.249586582183838","4.249586582183838","4.249586582183838","4.917891025543213","4.917891025543213","4.917891025543213","90","90","90","7.735642433166504","7.735642433166504","7.735642433166504","6.685359477996826","6.685359477996826","6.685359477996826"
"92","91","91","91","4.568281173706055","4.568281173706055","4.568281173706055","4.33806848526001","4.33806848526001","4.33806848526001","91","91","91","2.98616099357605","2.98616099357605","2.98616099357605","4.3960418701171875","4.3960418701171875","4.3960418701171875","91","91","91","3.962336540222168","3.962336540222168","3.962336540222168","4.506781578063965","4.506781578063965","4.506781578063965","91","91","91","3.9982099533081055","3.9982099533081055","3.9982099533081055","4.976890563964844","4.976890563964844","4.976890563964844","91","91","91","7.647256374359131","7.647256374359131","7.647256374359131","7.190887928009033","7.190887928009033","7.190887928009033"
"93","92","92","92","4.470215797424316","4.470215797424316","4.470215797424316","4.297410488128662","4.297410488128662","4.297410488128662","92","92","92","2.8590874671936035","2.8590874671936035","2.8590874671936035","4.3758368492126465","4.3758368492126465","4.3758368492126465","92","92","92","3.8845620155334473","3.8845620155334473","3.8845620155334473","4.5676774978637695","4.5676774978637695","4.5676774978637695","92","92","92","3.99379301071167","3.99379301071167","3.99379301071167","4.778697490692139","4.778697490692139","4.778697490692139","92","92","92","7.707428932189941","7.707428932189941","7.707428932189941","6.711644649505615","6.711644649505615","6.711644649505615"
"94","93","93","93","4.547520637512207","4.547520637512207","4.547520637512207","4.514337539672852","4.514337539672852","4.514337539672852","93","93","93","2.9837992191314697","2.9837992191314697","2.9837992191314697","4.5546345710754395","4.5546345710754395","4.5546345710754395","93","93","93","3.980436325073242","3.980436325073242","3.980436325073242","4.5663347244262695","4.5663347244262695","4.5663347244262695","93","93","93","4.069693088531494","4.069693088531494","4.069693088531494","4.649403095245361","4.649403095245361","4.649403095245361","93","93","93","7.7332634925842285","7.7332634925842285","7.7332634925842285","6.521172523498535","6.521172523498535","6.521172523498535"
"95","94","94","94","4.513263702392578","4.513263702392578","4.513263702392578","4.2722554206848145","4.2722554206848145","4.2722554206848145","94","94","94","2.9518051147460938","2.9518051147460938","2.9518051147460938","4.424165725708008","4.424165725708008","4.424165725708008","94","94","94","4.009861946105957","4.009861946105957","4.009861946105957","4.688145637512207","4.688145637512207","4.688145637512207","94","94","94","4.164581298828125","4.164581298828125","4.164581298828125","4.743127346038818","4.743127346038818","4.743127346038818","94","94","94","7.640639305114746","7.640639305114746","7.640639305114746","6.875390529632568","6.875390529632568","6.875390529632568"
"96","95","95","95","4.481025218963623","4.481025218963623","4.481025218963623","4.3531670570373535","4.3531670570373535","4.3531670570373535","95","95","95","2.927518606185913","2.927518606185913","2.927518606185913","4.551379680633545","4.551379680633545","4.551379680633545","95","95","95","3.9227654933929443","3.9227654933929443","3.9227654933929443","4.681891918182373","4.681891918182373","4.681891918182373","95","95","95","4.119253158569336","4.119253158569336","4.119253158569336","4.778895378112793","4.778895378112793","4.778895378112793","95","95","95","7.697177410125732","7.697177410125732","7.697177410125732","6.453914642333984","6.453914642333984","6.453914642333984"
"97","96","96","96","4.463144302368164","4.463144302368164","4.463144302368164","4.407100200653076","4.407100200653076","4.407100200653076","96","96","96","2.9106667041778564","2.9106667041778564","2.9106667041778564","4.4521613121032715","4.4521613121032715","4.4521613121032715","96","96","96","4.077334403991699","4.077334403991699","4.077334403991699","5.17051887512207","5.17051887512207","5.17051887512207","96","96","96","4.1648268699646","4.1648268699646","4.1648268699646","4.8567214012146","4.8567214012146","4.8567214012146","96","96","96","7.684195518493652","7.684195518493652","7.684195518493652","6.940821647644043","6.940821647644043","6.940821647644043"
"98","97","97","97","4.454340934753418","4.454340934753418","4.454340934753418","4.843053340911865","4.843053340911865","4.843053340911865","97","97","97","2.905409097671509","2.905409097671509","2.905409097671509","4.476345539093018","4.476345539093018","4.476345539093018","97","97","97","3.987891674041748","3.987891674041748","3.987891674041748","4.6205668449401855","4.6205668449401855","4.6205668449401855","97","97","97","4.204080581665039","4.204080581665039","4.204080581665039","5.195037364959717","5.195037364959717","5.195037364959717","97","97","97","7.7376508712768555","7.7376508712768555","7.7376508712768555","6.594542026519775","6.594542026519775","6.594542026519775"
"99","98","98","98","4.457615375518799","4.457615375518799","4.457615375518799","4.410030364990234","4.410030364990234","4.410030364990234","98","98","98","2.8800034523010254","2.8800034523010254","2.8800034523010254","4.7225799560546875","4.7225799560546875","4.7225799560546875","98","98","98","3.8808271884918213","3.8808271884918213","3.8808271884918213","4.96405553817749","4.96405553817749","4.96405553817749","98","98","98","4.104895114898682","4.104895114898682","4.104895114898682","4.725934028625488","4.725934028625488","4.725934028625488","98","98","98","7.68243932723999","7.68243932723999","7.68243932723999","6.718259811401367","6.718259811401367","6.718259811401367"
"100","99","99","99","4.480109214782715","4.480109214782715","4.480109214782715","4.288234233856201","4.288234233856201","4.288234233856201","99","99","99","2.905215263366699","2.905215263366699","2.905215263366699","4.42340087890625","4.42340087890625","4.42340087890625","99","99","99","3.9462435245513916","3.9462435245513916","3.9462435245513916","4.4956512451171875","4.4956512451171875","4.4956512451171875","99","99","99","4.066983222961426","4.066983222961426","4.066983222961426","4.7930684089660645","4.7930684089660645","4.7930684089660645","99","99","99","7.627665042877197","7.627665042877197","7.627665042877197","6.739941596984863","6.739941596984863","6.739941596984863"
"101","100","100","100","4.421664237976074","4.421664237976074","4.421664237976074","4.23231840133667","4.23231840133667","4.23231840133667","100","100","100","2.791074275970459","2.791074275970459","2.791074275970459","4.53532600402832","4.53532600402832","4.53532600402832","100","100","100","3.880284547805786","3.880284547805786","3.880284547805786","4.503504753112793","4.503504753112793","4.503504753112793","100","100","100","4.08149528503418","4.08149528503418","4.08149528503418","4.736786365509033","4.736786365509033","4.736786365509033","100","100","100","7.638617515563965","7.638617515563965","7.638617515563965","6.338281154632568","6.338281154632568","6.338281154632568"
"102","101","101","101","4.3998823165893555","4.3998823165893555","4.3998823165893555","4.213436126708984","4.213436126708984","4.213436126708984","101","101","101","2.8710999488830566","2.8710999488830566","2.8710999488830566","4.452293395996094","4.452293395996094","4.452293395996094","101","101","101","4.043819427490234","4.043819427490234","4.043819427490234","4.914556980133057","4.914556980133057","4.914556980133057","101","101","101","4.126562118530273","4.126562118530273","4.126562118530273","5.228148460388184","5.228148460388184","5.228148460388184","101","101","101","7.668671607971191","7.668671607971191","7.668671607971191","6.4262871742248535","6.4262871742248535","6.4262871742248535"
"103","102","102","102","4.369664192199707","4.369664192199707","4.369664192199707","4.214710712432861","4.214710712432861","4.214710712432861","102","102","102","2.718151569366455","2.718151569366455","2.718151569366455","4.599155902862549","4.599155902862549","4.599155902862549","102","102","102","3.938722848892212","3.938722848892212","3.938722848892212","4.652738094329834","4.652738094329834","4.652738094329834","102","102","102","3.9997775554656982","3.9997775554656982","3.9997775554656982","5.021069526672363","5.021069526672363","5.021069526672363","102","102","102","7.62290096282959","7.62290096282959","7.62290096282959","6.131665229797363","6.131665229797363","6.131665229797363"
"104","103","103","103","4.408532619476318","4.408532619476318","4.408532619476318","4.5959320068359375","4.5959320068359375","4.5959320068359375","103","103","103","2.876174211502075","2.876174211502075","2.876174211502075","4.44908332824707","4.44908332824707","4.44908332824707","103","103","103","3.9713141918182373","3.9713141918182373","3.9713141918182373","4.563271522521973","4.563271522521973","4.563271522521973","103","103","103","4.084870338439941","4.084870338439941","4.084870338439941","4.914169788360596","4.914169788360596","4.914169788360596","103","103","103","7.749182224273682","7.749182224273682","7.749182224273682","6.318580150604248","6.318580150604248","6.318580150604248"
"105","104","104","104","4.420477390289307","4.420477390289307","4.420477390289307","4.2011799812316895","4.2011799812316895","4.2011799812316895","104","104","104","2.844703197479248","2.844703197479248","2.844703197479248","4.597132205963135","4.597132205963135","4.597132205963135","104","104","104","3.818744421005249","3.818744421005249","3.818744421005249","4.537973880767822","4.537973880767822","4.537973880767822","104","104","104","3.9928243160247803","3.9928243160247803","3.9928243160247803","4.823856830596924","4.823856830596924","4.823856830596924","104","104","104","7.737684726715088","7.737684726715088","7.737684726715088","6.1703643798828125","6.1703643798828125","6.1703643798828125"
"106","105","105","105","4.324985027313232","4.324985027313232","4.324985027313232","4.34064245223999","4.34064245223999","4.34064245223999","105","105","105","2.819430112838745","2.819430112838745","2.819430112838745","4.411155700683594","4.411155700683594","4.411155700683594","105","105","105","3.822531223297119","3.822531223297119","3.822531223297119","4.731811046600342","4.731811046600342","4.731811046600342","105","105","105","3.938668727874756","3.938668727874756","3.938668727874756","4.74542760848999","4.74542760848999","4.74542760848999","105","105","105","7.705544471740723","7.705544471740723","7.705544471740723","7.082790851593018","7.082790851593018","7.082790851593018"
"107","106","106","106","4.366068363189697","4.366068363189697","4.366068363189697","4.402619361877441","4.402619361877441","4.402619361877441","106","106","106","2.80849552154541","2.80849552154541","2.80849552154541","4.397537708282471","4.397537708282471","4.397537708282471","106","106","106","3.9924099445343018","3.9924099445343018","3.9924099445343018","4.524073600769043","4.524073600769043","4.524073600769043","106","106","106","4.182247161865234","4.182247161865234","4.182247161865234","4.980105876922607","4.980105876922607","4.980105876922607","106","106","106","7.6467204093933105","7.6467204093933105","7.6467204093933105","6.6754231452941895","6.6754231452941895","6.6754231452941895"
"108","107","107","107","4.407128810882568","4.407128810882568","4.407128810882568","4.261463165283203","4.261463165283203","4.261463165283203","107","107","107","2.9596035480499268","2.9596035480499268","2.9596035480499268","4.575541019439697","4.575541019439697","4.575541019439697","107","107","107","3.8459813594818115","3.8459813594818115","3.8459813594818115","4.460099697113037","4.460099697113037","4.460099697113037","107","107","107","4.082256317138672","4.082256317138672","4.082256317138672","4.868595123291016","4.868595123291016","4.868595123291016","107","107","107","7.726694583892822","7.726694583892822","7.726694583892822","6.194324016571045","6.194324016571045","6.194324016571045"
"109","108","108","108","4.396753787994385","4.396753787994385","4.396753787994385","4.398077011108398","4.398077011108398","4.398077011108398","108","108","108","2.9268574714660645","2.9268574714660645","2.9268574714660645","4.600742340087891","4.600742340087891","4.600742340087891","108","108","108","3.927577018737793","3.927577018737793","3.927577018737793","4.658276081085205","4.658276081085205","4.658276081085205","108","108","108","3.9976212978363037","3.9976212978363037","3.9976212978363037","4.663712501525879","4.663712501525879","4.663712501525879","108","108","108","7.803214073181152","7.803214073181152","7.803214073181152","6.858682632446289","6.858682632446289","6.858682632446289"
"110","109","109","109","4.3454718589782715","4.3454718589782715","4.3454718589782715","4.177734851837158","4.177734851837158","4.177734851837158","109","109","109","2.8380672931671143","2.8380672931671143","2.8380672931671143","4.608731269836426","4.608731269836426","4.608731269836426","109","109","109","3.911283254623413","3.911283254623413","3.911283254623413","4.854434490203857","4.854434490203857","4.854434490203857","109","109","109","4.031822681427002","4.031822681427002","4.031822681427002","4.772556781768799","4.772556781768799","4.772556781768799","109","109","109","7.6586761474609375","7.6586761474609375","7.6586761474609375","6.6319899559021","6.6319899559021","6.6319899559021"
"111","110","110","110","4.365757465362549","4.365757465362549","4.365757465362549","4.38347053527832","4.38347053527832","4.38347053527832","110","110","110","2.821530342102051","2.821530342102051","2.821530342102051","4.675329208374023","4.675329208374023","4.675329208374023","110","110","110","3.967174530029297","3.967174530029297","3.967174530029297","4.659274101257324","4.659274101257324","4.659274101257324","110","110","110","3.973808765411377","3.973808765411377","3.973808765411377","4.701674938201904","4.701674938201904","4.701674938201904","110","110","110","7.66336727142334","7.66336727142334","7.66336727142334","6.8651123046875","6.8651123046875","6.8651123046875"
"112","111","111","111","4.424379825592041","4.424379825592041","4.424379825592041","4.3123016357421875","4.3123016357421875","4.3123016357421875","111","111","111","2.822709083557129","2.822709083557129","2.822709083557129","4.660452365875244","4.660452365875244","4.660452365875244","111","111","111","3.900165557861328","3.900165557861328","3.900165557861328","4.678911209106445","4.678911209106445","4.678911209106445","111","111","111","3.9899182319641113","3.9899182319641113","3.9899182319641113","4.825229167938232","4.825229167938232","4.825229167938232","111","111","111","7.691340923309326","7.691340923309326","7.691340923309326","6.469755172729492","6.469755172729492","6.469755172729492"
"113","112","112","112","4.2607927322387695","4.2607927322387695","4.2607927322387695","4.237130165100098","4.237130165100098","4.237130165100098","112","112","112","2.7366559505462646","2.7366559505462646","2.7366559505462646","4.6434502601623535","4.6434502601623535","4.6434502601623535","112","112","112","3.936558961868286","3.936558961868286","3.936558961868286","5.054522514343262","5.054522514343262","5.054522514343262","112","112","112","4.037317752838135","4.037317752838135","4.037317752838135","4.799936771392822","4.799936771392822","4.799936771392822","112","112","112","7.642653942108154","7.642653942108154","7.642653942108154","6.890982151031494","6.890982151031494","6.890982151031494"
"114","113","113","113","4.32111930847168","4.32111930847168","4.32111930847168","4.209315776824951","4.209315776824951","4.209315776824951","113","113","113","2.713528871536255","2.713528871536255","2.713528871536255","4.548840522766113","4.548840522766113","4.548840522766113","113","113","113","3.853163719177246","3.853163719177246","3.853163719177246","4.462668418884277","4.462668418884277","4.462668418884277","113","113","113","4.015253067016602","4.015253067016602","4.015253067016602","4.765373229980469","4.765373229980469","4.765373229980469","113","113","113","7.667731761932373","7.667731761932373","7.667731761932373","6.375383377075195","6.375383377075195","6.375383377075195"
"115","114","114","114","4.261181831359863","4.261181831359863","4.261181831359863","4.296965599060059","4.296965599060059","4.296965599060059","114","114","114","2.642686367034912","2.642686367034912","2.642686367034912","4.529116630554199","4.529116630554199","4.529116630554199","114","114","114","3.8978497982025146","3.8978497982025146","3.8978497982025146","4.906102180480957","4.906102180480957","4.906102180480957","114","114","114","4.030831336975098","4.030831336975098","4.030831336975098","4.869218826293945","4.869218826293945","4.869218826293945","114","114","114","7.698426723480225","7.698426723480225","7.698426723480225","7.081578254699707","7.081578254699707","7.081578254699707"
"116","115","115","115","4.370160102844238","4.370160102844238","4.370160102844238","4.216535568237305","4.216535568237305","4.216535568237305","115","115","115","2.719130039215088","2.719130039215088","2.719130039215088","4.555774688720703","4.555774688720703","4.555774688720703","115","115","115","3.882503032684326","3.882503032684326","3.882503032684326","4.521257400512695","4.521257400512695","4.521257400512695","115","115","115","3.982430934906006","3.982430934906006","3.982430934906006","4.932982921600342","4.932982921600342","4.932982921600342","115","115","115","7.6147284507751465","7.6147284507751465","7.6147284507751465","6.67075777053833","6.67075777053833","6.67075777053833"
"117","116","116","116","4.326923847198486","4.326923847198486","4.326923847198486","4.228540897369385","4.228540897369385","4.228540897369385","116","116","116","2.8109092712402344","2.8109092712402344","2.8109092712402344","4.522184371948242","4.522184371948242","4.522184371948242","116","116","116","3.951012134552002","3.951012134552002","3.951012134552002","4.626194477081299","4.626194477081299","4.626194477081299","116","116","116","4.0881829261779785","4.0881829261779785","4.0881829261779785","5.103139400482178","5.103139400482178","5.103139400482178","116","116","116","7.740102767944336","7.740102767944336","7.740102767944336","6.706288814544678","6.706288814544678","6.706288814544678"
"118","117","117","117","4.269359111785889","4.269359111785889","4.269359111785889","4.322848320007324","4.322848320007324","4.322848320007324","117","117","117","2.6899917125701904","2.6899917125701904","2.6899917125701904","4.547580718994141","4.547580718994141","4.547580718994141","117","117","117","3.8778090476989746","3.8778090476989746","3.8778090476989746","4.650534152984619","4.650534152984619","4.650534152984619","117","117","117","4.028688430786133","4.028688430786133","4.028688430786133","4.811673641204834","4.811673641204834","4.811673641204834","117","117","117","7.773595809936523","7.773595809936523","7.773595809936523","6.885811805725098","6.885811805725098","6.885811805725098"
"119","118","118","118","4.279209613800049","4.279209613800049","4.279209613800049","4.169571876525879","4.169571876525879","4.169571876525879","118","118","118","2.722789764404297","2.722789764404297","2.722789764404297","4.441164970397949","4.441164970397949","4.441164970397949","118","118","118","3.7876932621002197","3.7876932621002197","3.7876932621002197","4.500356674194336","4.500356674194336","4.500356674194336","118","118","118","3.9893622398376465","3.9893622398376465","3.9893622398376465","4.898042678833008","4.898042678833008","4.898042678833008","118","118","118","7.712906360626221","7.712906360626221","7.712906360626221","6.808645725250244","6.808645725250244","6.808645725250244"
"120","119","119","119","4.2268781661987305","4.2268781661987305","4.2268781661987305","4.271623134613037","4.271623134613037","4.271623134613037","119","119","119","2.6096887588500977","2.6096887588500977","2.6096887588500977","4.469309329986572","4.469309329986572","4.469309329986572","119","119","119","3.8920516967773438","3.8920516967773438","3.8920516967773438","4.52287483215332","4.52287483215332","4.52287483215332","119","119","119","4.084288120269775","4.084288120269775","4.084288120269775","4.874763488769531","4.874763488769531","4.874763488769531","119","119","119","7.643539905548096","7.643539905548096","7.643539905548096","6.2563066482543945","6.2563066482543945","6.2563066482543945"
"121","120","120","120","4.420886993408203","4.420886993408203","4.420886993408203","4.349689960479736","4.349689960479736","4.349689960479736","120","120","120","2.725391387939453","2.725391387939453","2.725391387939453","4.862959861755371","4.862959861755371","4.862959861755371","120","120","120","3.821500301361084","3.821500301361084","3.821500301361084","4.6595458984375","4.6595458984375","4.6595458984375","120","120","120","4.035109996795654","4.035109996795654","4.035109996795654","4.730477809906006","4.730477809906006","4.730477809906006","120","120","120","7.687361240386963","7.687361240386963","7.687361240386963","7.262778282165527","7.262778282165527","7.262778282165527"
"122","121","121","121","4.287893772125244","4.287893772125244","4.287893772125244","4.404832363128662","4.404832363128662","4.404832363128662","121","121","121","2.692621946334839","2.692621946334839","2.692621946334839","4.488643646240234","4.488643646240234","4.488643646240234","121","121","121","3.7985434532165527","3.7985434532165527","3.7985434532165527","4.684538841247559","4.684538841247559","4.684538841247559","121","121","121","3.9371306896209717","3.9371306896209717","3.9371306896209717","5.205249786376953","5.205249786376953","5.205249786376953","121","121","121","7.661648273468018","7.661648273468018","7.661648273468018","6.578369617462158","6.578369617462158","6.578369617462158"
