"epoch","c1e-N - _step","c1e-N - _step__MIN","c1e-N - _step__MAX","c1e-N - train.r2","c1e-N - train.r2__MIN","c1e-N - train.r2__MAX","c1e-N - valid.r2","c1e-N - valid.r2__MIN","c1e-N - valid.r2__MAX","DeepSTABp_architecture - _step","DeepSTABp_architecture - _step__MIN","DeepSTABp_architecture - _step__MAX","DeepSTABp_architecture - train.r2","DeepSTABp_architecture - train.r2__MIN","DeepSTABp_architecture - train.r2__MAX","DeepSTABp_architecture - valid.r2","DeepSTABp_architecture - valid.r2__MIN","DeepSTABp_architecture - valid.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - _step","gcn_d3e_FFF-1x32-0_Nmean - _step__MIN","gcn_d3e_FFF-1x32-0_Nmean - _step__MAX","gcn_d3e_FFF-1x32-0_Nmean - train.r2","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - valid.r2","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - _step","gcn_d3_FFF-1x32-0_Nmean - _step__MIN","gcn_d3_FFF-1x32-0_Nmean - _step__MAX","gcn_d3_FFF-1x32-0_Nmean - train.r2","gcn_d3_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - valid.r2","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MAX","d0e_F - _step","d0e_F - _step__MIN","d0e_F - _step__MAX","d0e_F - train.r2","d0e_F - train.r2__MIN","d0e_F - train.r2__MAX","d0e_F - valid.r2","d0e_F - valid.r2__MIN","d0e_F - valid.r2__MAX"
"41","40","40","40","0.6541717052459717","0.6541717052459717","0.6541717052459717","0.7002506256103516","0.7002506256103516","0.7002506256103516","40","40","40","0.8350586295127869","0.8350586295127869","0.8350586295127869","0.7962427735328674","0.7962427735328674","0.7962427735328674","40","40","40","0.7585846185684204","0.7585846185684204","0.7585846185684204","0.7966280579566956","0.7966280579566956","0.7966280579566956","40","40","40","0.7584764361381531","0.7584764361381531","0.7584764361381531","0.7823886275291443","0.7823886275291443","0.7823886275291443","40","40","40","0.3607616424560547","0.3607616424560547","0.3607616424560547","0.5340108275413513","0.5340108275413513","0.5340108275413513"
"42","41","41","41","0.6795473694801331","0.6795473694801331","0.6795473694801331","0.6737544536590576","0.6737544536590576","0.6737544536590576","41","41","41","0.8447040915489197","0.8447040915489197","0.8447040915489197","0.8039232492446899","0.8039232492446899","0.8039232492446899","41","41","41","0.7535620927810669","0.7535620927810669","0.7535620927810669","0.7836799621582031","0.7836799621582031","0.7836799621582031","41","41","41","0.7571267485618591","0.7571267485618591","0.7571267485618591","0.7861571907997131","0.7861571907997131","0.7861571907997131","41","41","41","0.36197429895401","0.36197429895401","0.36197429895401","0.5216203927993774","0.5216203927993774","0.5216203927993774"
"43","42","42","42","0.6766148209571838","0.6766148209571838","0.6766148209571838","0.6859609484672546","0.6859609484672546","0.6859609484672546","42","42","42","0.8429140448570251","0.8429140448570251","0.8429140448570251","0.800754964351654","0.800754964351654","0.800754964351654","42","42","42","0.7676299214363098","0.7676299214363098","0.7676299214363098","0.8006009459495544","0.8006009459495544","0.8006009459495544","42","42","42","0.7652679085731506","0.7652679085731506","0.7652679085731506","0.794481635093689","0.794481635093689","0.794481635093689","42","42","42","0.3547765016555786","0.3547765016555786","0.3547765016555786","0.4764528274536133","0.4764528274536133","0.4764528274536133"
"44","43","43","43","0.6813400387763977","0.6813400387763977","0.6813400387763977","0.7190987467765808","0.7190987467765808","0.7190987467765808","43","43","43","0.8469401001930237","0.8469401001930237","0.8469401001930237","0.7953538298606873","0.7953538298606873","0.7953538298606873","43","43","43","0.7629963755607605","0.7629963755607605","0.7629963755607605","0.7827979326248169","0.7827979326248169","0.7827979326248169","43","43","43","0.7754272222518921","0.7754272222518921","0.7754272222518921","0.7947339415550232","0.7947339415550232","0.7947339415550232","43","43","43","0.37376219034194946","0.37376219034194946","0.37376219034194946","0.5229640603065491","0.5229640603065491","0.5229640603065491"
"45","44","44","44","0.6836118698120117","0.6836118698120117","0.6836118698120117","0.7409625053405762","0.7409625053405762","0.7409625053405762","44","44","44","0.8481146097183228","0.8481146097183228","0.8481146097183228","0.8026313185691833","0.8026313185691833","0.8026313185691833","44","44","44","0.7751179933547974","0.7751179933547974","0.7751179933547974","0.8043428063392639","0.8043428063392639","0.8043428063392639","44","44","44","0.782634973526001","0.782634973526001","0.782634973526001","0.7921825647354126","0.7921825647354126","0.7921825647354126","44","44","44","0.37311607599258423","0.37311607599258423","0.37311607599258423","0.5240204930305481","0.5240204930305481","0.5240204930305481"
"46","45","45","45","0.6877223253250122","0.6877223253250122","0.6877223253250122","0.7215383648872375","0.7215383648872375","0.7215383648872375","45","45","45","0.8417963981628418","0.8417963981628418","0.8417963981628418","0.801119863986969","0.801119863986969","0.801119863986969","45","45","45","0.772466778755188","0.772466778755188","0.772466778755188","0.7861126661300659","0.7861126661300659","0.7861126661300659","45","45","45","0.7806915640830994","0.7806915640830994","0.7806915640830994","0.7849913835525513","0.7849913835525513","0.7849913835525513","45","45","45","0.3753550052642822","0.3753550052642822","0.3753550052642822","0.47919195890426636","0.47919195890426636","0.47919195890426636"
"47","46","46","46","0.6793844699859619","0.6793844699859619","0.6793844699859619","0.7153918147087097","0.7153918147087097","0.7153918147087097","46","46","46","0.8487582206726074","0.8487582206726074","0.8487582206726074","0.8052119016647339","0.8052119016647339","0.8052119016647339","46","46","46","0.7679867744445801","0.7679867744445801","0.7679867744445801","0.7826368808746338","0.7826368808746338","0.7826368808746338","46","46","46","0.7751733660697937","0.7751733660697937","0.7751733660697937","0.7663239240646362","0.7663239240646362","0.7663239240646362","46","46","46","0.3564833998680115","0.3564833998680115","0.3564833998680115","0.5048230886459351","0.5048230886459351","0.5048230886459351"
"48","47","47","47","0.6936845779418945","0.6936845779418945","0.6936845779418945","0.7555755972862244","0.7555755972862244","0.7555755972862244","47","47","47","0.8558672070503235","0.8558672070503235","0.8558672070503235","0.8022290468215942","0.8022290468215942","0.8022290468215942","47","47","47","0.7742807865142822","0.7742807865142822","0.7742807865142822","0.7723522186279297","0.7723522186279297","0.7723522186279297","47","47","47","0.7777755260467529","0.7777755260467529","0.7777755260467529","0.7420564889907837","0.7420564889907837","0.7420564889907837","47","47","47","0.3708881139755249","0.3708881139755249","0.3708881139755249","0.592754065990448","0.592754065990448","0.592754065990448"
"49","48","48","48","0.6780962347984314","0.6780962347984314","0.6780962347984314","0.7384735345840454","0.7384735345840454","0.7384735345840454","48","48","48","0.8521442413330078","0.8521442413330078","0.8521442413330078","0.801317036151886","0.801317036151886","0.801317036151886","48","48","48","0.778228223323822","0.778228223323822","0.778228223323822","0.7735646963119507","0.7735646963119507","0.7735646963119507","48","48","48","0.7818731069564819","0.7818731069564819","0.7818731069564819","0.7705754637718201","0.7705754637718201","0.7705754637718201","48","48","48","0.364432692527771","0.364432692527771","0.364432692527771","0.5266761779785156","0.5266761779785156","0.5266761779785156"
"50","49","49","49","0.6902680397033691","0.6902680397033691","0.6902680397033691","0.7469910979270935","0.7469910979270935","0.7469910979270935","49","49","49","0.8514153361320496","0.8514153361320496","0.8514153361320496","0.8007920980453491","0.8007920980453491","0.8007920980453491","49","49","49","0.7679299712181091","0.7679299712181091","0.7679299712181091","0.7974390983581543","0.7974390983581543","0.7974390983581543","49","49","49","0.7711889147758484","0.7711889147758484","0.7711889147758484","0.7861688137054443","0.7861688137054443","0.7861688137054443","49","49","49","0.346716046333313","0.346716046333313","0.346716046333313","0.49008065462112427","0.49008065462112427","0.49008065462112427"
"51","50","50","50","0.7072994112968445","0.7072994112968445","0.7072994112968445","0.6774258017539978","0.6774258017539978","0.6774258017539978","50","50","50","0.856526255607605","0.856526255607605","0.856526255607605","0.8061477541923523","0.8061477541923523","0.8061477541923523","50","50","50","0.7741916179656982","0.7741916179656982","0.7741916179656982","0.7431607246398926","0.7431607246398926","0.7431607246398926","50","50","50","0.7842985391616821","0.7842985391616821","0.7842985391616821","0.7043800950050354","0.7043800950050354","0.7043800950050354","50","50","50","0.3766476511955261","0.3766476511955261","0.3766476511955261","0.5513961911201477","0.5513961911201477","0.5513961911201477"
"52","51","51","51","0.7111904621124268","0.7111904621124268","0.7111904621124268","0.7635667324066162","0.7635667324066162","0.7635667324066162","51","51","51","0.8573280572891235","0.8573280572891235","0.8573280572891235","0.7902173399925232","0.7902173399925232","0.7902173399925232","51","51","51","0.7768986225128174","0.7768986225128174","0.7768986225128174","0.7964211702346802","0.7964211702346802","0.7964211702346802","51","51","51","0.7726565599441528","0.7726565599441528","0.7726565599441528","0.7532997131347656","0.7532997131347656","0.7532997131347656","51","51","51","0.38563090562820435","0.38563090562820435","0.38563090562820435","0.5195027589797974","0.5195027589797974","0.5195027589797974"
"53","52","52","52","0.7145779132843018","0.7145779132843018","0.7145779132843018","0.7469123601913452","0.7469123601913452","0.7469123601913452","52","52","52","0.8609883189201355","0.8609883189201355","0.8609883189201355","0.7970787286758423","0.7970787286758423","0.7970787286758423","52","52","52","0.7878369092941284","0.7878369092941284","0.7878369092941284","0.7946346998214722","0.7946346998214722","0.7946346998214722","52","52","52","0.7912924289703369","0.7912924289703369","0.7912924289703369","0.7711666822433472","0.7711666822433472","0.7711666822433472","52","52","52","0.382790744304657","0.382790744304657","0.382790744304657","0.48562687635421753","0.48562687635421753","0.48562687635421753"
"54","53","53","53","0.7145037055015564","0.7145037055015564","0.7145037055015564","0.7097910642623901","0.7097910642623901","0.7097910642623901","53","53","53","0.8594714999198914","0.8594714999198914","0.8594714999198914","0.8042635321617126","0.8042635321617126","0.8042635321617126","53","53","53","0.7864871025085449","0.7864871025085449","0.7864871025085449","0.7833005785942078","0.7833005785942078","0.7833005785942078","53","53","53","0.784976601600647","0.784976601600647","0.784976601600647","0.7722448110580444","0.7722448110580444","0.7722448110580444","53","53","53","0.3630237579345703","0.3630237579345703","0.3630237579345703","0.5546047687530518","0.5546047687530518","0.5546047687530518"
"55","54","54","54","0.7223128080368042","0.7223128080368042","0.7223128080368042","0.7460708618164062","0.7460708618164062","0.7460708618164062","54","54","54","0.8608264923095703","0.8608264923095703","0.8608264923095703","0.8029608726501465","0.8029608726501465","0.8029608726501465","54","54","54","0.7837276458740234","0.7837276458740234","0.7837276458740234","0.7949414253234863","0.7949414253234863","0.7949414253234863","54","54","54","0.7784639596939087","0.7784639596939087","0.7784639596939087","0.768608570098877","0.768608570098877","0.768608570098877","54","54","54","0.37270861864089966","0.37270861864089966","0.37270861864089966","0.5352524518966675","0.5352524518966675","0.5352524518966675"
"56","55","55","55","0.7228055596351624","0.7228055596351624","0.7228055596351624","0.7440847754478455","0.7440847754478455","0.7440847754478455","55","55","55","0.8642330169677734","0.8642330169677734","0.8642330169677734","0.787982702255249","0.787982702255249","0.787982702255249","55","55","55","0.7839552164077759","0.7839552164077759","0.7839552164077759","0.8016185760498047","0.8016185760498047","0.8016185760498047","55","55","55","0.7831307053565979","0.7831307053565979","0.7831307053565979","0.8007493019104004","0.8007493019104004","0.8007493019104004","55","55","55","0.36500704288482666","0.36500704288482666","0.36500704288482666","0.5366429090499878","0.5366429090499878","0.5366429090499878"
"57","56","56","56","0.7291788458824158","0.7291788458824158","0.7291788458824158","0.7457361817359924","0.7457361817359924","0.7457361817359924","56","56","56","0.8675445914268494","0.8675445914268494","0.8675445914268494","0.7957435250282288","0.7957435250282288","0.7957435250282288","56","56","56","0.7961441278457642","0.7961441278457642","0.7961441278457642","0.7939150333404541","0.7939150333404541","0.7939150333404541","56","56","56","0.7996798753738403","0.7996798753738403","0.7996798753738403","0.7426241636276245","0.7426241636276245","0.7426241636276245","56","56","56","0.3660670518875122","0.3660670518875122","0.3660670518875122","0.4499439001083374","0.4499439001083374","0.4499439001083374"
"58","57","57","57","0.7241110801696777","0.7241110801696777","0.7241110801696777","0.7770298719406128","0.7770298719406128","0.7770298719406128","57","57","57","0.8694986701011658","0.8694986701011658","0.8694986701011658","0.7992540001869202","0.7992540001869202","0.7992540001869202","57","57","57","0.7928953766822815","0.7928953766822815","0.7928953766822815","0.7866330742835999","0.7866330742835999","0.7866330742835999","57","57","57","0.7888128757476807","0.7888128757476807","0.7888128757476807","0.7796105146408081","0.7796105146408081","0.7796105146408081","57","57","57","0.3718913793563843","0.3718913793563843","0.3718913793563843","0.5836343765258789","0.5836343765258789","0.5836343765258789"
"59","58","58","58","0.7308283448219299","0.7308283448219299","0.7308283448219299","0.7683202028274536","0.7683202028274536","0.7683202028274536","58","58","58","0.8696022629737854","0.8696022629737854","0.8696022629737854","0.7967971563339233","0.7967971563339233","0.7967971563339233","58","58","58","0.7827709317207336","0.7827709317207336","0.7827709317207336","0.7994255423545837","0.7994255423545837","0.7994255423545837","58","58","58","0.7841073274612427","0.7841073274612427","0.7841073274612427","0.7710707187652588","0.7710707187652588","0.7710707187652588","58","58","58","0.3730049133300781","0.3730049133300781","0.3730049133300781","0.557701587677002","0.557701587677002","0.557701587677002"
"60","59","59","59","0.7328639030456543","0.7328639030456543","0.7328639030456543","0.743880033493042","0.743880033493042","0.743880033493042","59","59","59","0.8691776990890503","0.8691776990890503","0.8691776990890503","0.7895068526268005","0.7895068526268005","0.7895068526268005","59","59","59","0.7961072325706482","0.7961072325706482","0.7961072325706482","0.7951900362968445","0.7951900362968445","0.7951900362968445","59","59","59","0.7928732633590698","0.7928732633590698","0.7928732633590698","0.7789304852485657","0.7789304852485657","0.7789304852485657","59","59","59","0.38007044792175293","0.38007044792175293","0.38007044792175293","0.47469329833984375","0.47469329833984375","0.47469329833984375"
"61","60","60","60","0.7295049428939819","0.7295049428939819","0.7295049428939819","0.73673415184021","0.73673415184021","0.73673415184021","60","60","60","0.8687213659286499","0.8687213659286499","0.8687213659286499","0.7871888875961304","0.7871888875961304","0.7871888875961304","60","60","60","0.7901027202606201","0.7901027202606201","0.7901027202606201","0.7810431122779846","0.7810431122779846","0.7810431122779846","60","60","60","0.784630537033081","0.784630537033081","0.784630537033081","0.7842216491699219","0.7842216491699219","0.7842216491699219","60","60","60","0.3538737893104553","0.3538737893104553","0.3538737893104553","0.5615267157554626","0.5615267157554626","0.5615267157554626"
"62","61","61","61","0.7307080030441284","0.7307080030441284","0.7307080030441284","0.7151577472686768","0.7151577472686768","0.7151577472686768","61","61","61","0.8742576837539673","0.8742576837539673","0.8742576837539673","0.776008665561676","0.776008665561676","0.776008665561676","61","61","61","0.8044285178184509","0.8044285178184509","0.8044285178184509","0.7657462954521179","0.7657462954521179","0.7657462954521179","61","61","61","0.8010560870170593","0.8010560870170593","0.8010560870170593","0.7660539150238037","0.7660539150238037","0.7660539150238037","61","61","61","0.37983328104019165","0.37983328104019165","0.37983328104019165","0.4745466709136963","0.4745466709136963","0.4745466709136963"
"63","62","62","62","0.7230720520019531","0.7230720520019531","0.7230720520019531","0.7429004311561584","0.7429004311561584","0.7429004311561584","62","62","62","0.873254656791687","0.873254656791687","0.873254656791687","0.7927118539810181","0.7927118539810181","0.7927118539810181","62","62","62","0.8021214008331299","0.8021214008331299","0.8021214008331299","0.7863758206367493","0.7863758206367493","0.7863758206367493","62","62","62","0.8006418347358704","0.8006418347358704","0.8006418347358704","0.7652422189712524","0.7652422189712524","0.7652422189712524","62","62","62","0.36442893743515015","0.36442893743515015","0.36442893743515015","0.5476981401443481","0.5476981401443481","0.5476981401443481"
"64","63","63","63","0.7326667308807373","0.7326667308807373","0.7326667308807373","0.7748170495033264","0.7748170495033264","0.7748170495033264","63","63","63","0.8796425461769104","0.8796425461769104","0.8796425461769104","0.7952568531036377","0.7952568531036377","0.7952568531036377","63","63","63","0.8056563138961792","0.8056563138961792","0.8056563138961792","0.7951434254646301","0.7951434254646301","0.7951434254646301","63","63","63","0.8029541969299316","0.8029541969299316","0.8029541969299316","0.7894502878189087","0.7894502878189087","0.7894502878189087","63","63","63","0.3820596933364868","0.3820596933364868","0.3820596933364868","0.5487579703330994","0.5487579703330994","0.5487579703330994"
"65","64","64","64","0.7368924617767334","0.7368924617767334","0.7368924617767334","0.7729107141494751","0.7729107141494751","0.7729107141494751","64","64","64","0.8768169283866882","0.8768169283866882","0.8768169283866882","0.7977887392044067","0.7977887392044067","0.7977887392044067","64","64","64","0.7980868816375732","0.7980868816375732","0.7980868816375732","0.7763950824737549","0.7763950824737549","0.7763950824737549","64","64","64","0.7985775470733643","0.7985775470733643","0.7985775470733643","0.7313544154167175","0.7313544154167175","0.7313544154167175","64","64","64","0.38592439889907837","0.38592439889907837","0.38592439889907837","0.5809601545333862","0.5809601545333862","0.5809601545333862"
"66","65","65","65","0.7453702688217163","0.7453702688217163","0.7453702688217163","0.7740501165390015","0.7740501165390015","0.7740501165390015","65","65","65","0.8808124661445618","0.8808124661445618","0.8808124661445618","0.7828790545463562","0.7828790545463562","0.7828790545463562","65","65","65","0.8040215969085693","0.8040215969085693","0.8040215969085693","0.791799008846283","0.791799008846283","0.791799008846283","65","65","65","0.7967067956924438","0.7967067956924438","0.7967067956924438","0.7698575258255005","0.7698575258255005","0.7698575258255005","65","65","65","0.3752925395965576","0.3752925395965576","0.3752925395965576","0.4872662425041199","0.4872662425041199","0.4872662425041199"
"67","66","66","66","0.7447662949562073","0.7447662949562073","0.7447662949562073","0.7713574171066284","0.7713574171066284","0.7713574171066284","66","66","66","0.8764498233795166","0.8764498233795166","0.8764498233795166","0.7876495122909546","0.7876495122909546","0.7876495122909546","66","66","66","0.812523365020752","0.812523365020752","0.812523365020752","0.7745084762573242","0.7745084762573242","0.7745084762573242","66","66","66","0.8021939992904663","0.8021939992904663","0.8021939992904663","0.7642408609390259","0.7642408609390259","0.7642408609390259","66","66","66","0.37341684103012085","0.37341684103012085","0.37341684103012085","0.4680572748184204","0.4680572748184204","0.4680572748184204"
"68","67","67","67","0.7490176558494568","0.7490176558494568","0.7490176558494568","0.7917537689208984","0.7917537689208984","0.7917537689208984","67","67","67","0.8832670450210571","0.8832670450210571","0.8832670450210571","0.7618753910064697","0.7618753910064697","0.7618753910064697","67","67","67","0.800383985042572","0.800383985042572","0.800383985042572","0.7869870066642761","0.7869870066642761","0.7869870066642761","67","67","67","0.7970331907272339","0.7970331907272339","0.7970331907272339","0.7814023494720459","0.7814023494720459","0.7814023494720459","67","67","67","0.3757234215736389","0.3757234215736389","0.3757234215736389","0.5550512075424194","0.5550512075424194","0.5550512075424194"
"69","68","68","68","0.7445385456085205","0.7445385456085205","0.7445385456085205","0.7268575429916382","0.7268575429916382","0.7268575429916382","68","68","68","0.8791556358337402","0.8791556358337402","0.8791556358337402","0.7821040153503418","0.7821040153503418","0.7821040153503418","68","68","68","0.8163259029388428","0.8163259029388428","0.8163259029388428","0.7616696953773499","0.7616696953773499","0.7616696953773499","68","68","68","0.8039833903312683","0.8039833903312683","0.8039833903312683","0.7654708027839661","0.7654708027839661","0.7654708027839661","68","68","68","0.36198705434799194","0.36198705434799194","0.36198705434799194","0.5256456136703491","0.5256456136703491","0.5256456136703491"
"70","69","69","69","0.7499077320098877","0.7499077320098877","0.7499077320098877","0.7886669039726257","0.7886669039726257","0.7886669039726257","69","69","69","0.8849310874938965","0.8849310874938965","0.8849310874938965","0.7897829413414001","0.7897829413414001","0.7897829413414001","69","69","69","0.8105758428573608","0.8105758428573608","0.8105758428573608","0.7936885356903076","0.7936885356903076","0.7936885356903076","69","69","69","0.8084423542022705","0.8084423542022705","0.8084423542022705","0.7710756063461304","0.7710756063461304","0.7710756063461304","69","69","69","0.384915292263031","0.384915292263031","0.384915292263031","0.551025390625","0.551025390625","0.551025390625"
"71","70","70","70","0.7527993321418762","0.7527993321418762","0.7527993321418762","0.7710817456245422","0.7710817456245422","0.7710817456245422","70","70","70","0.8869978785514832","0.8869978785514832","0.8869978785514832","0.8024762868881226","0.8024762868881226","0.8024762868881226","70","70","70","0.8121219873428345","0.8121219873428345","0.8121219873428345","0.7672810554504395","0.7672810554504395","0.7672810554504395","70","70","70","0.8127442002296448","0.8127442002296448","0.8127442002296448","0.7756090760231018","0.7756090760231018","0.7756090760231018","70","70","70","0.3893912434577942","0.3893912434577942","0.3893912434577942","0.5074135065078735","0.5074135065078735","0.5074135065078735"
"72","71","71","71","0.7508738040924072","0.7508738040924072","0.7508738040924072","0.7780941724777222","0.7780941724777222","0.7780941724777222","71","71","71","0.8883489966392517","0.8883489966392517","0.8883489966392517","0.7953602075576782","0.7953602075576782","0.7953602075576782","71","71","71","0.8090615272521973","0.8090615272521973","0.8090615272521973","0.7653055191040039","0.7653055191040039","0.7653055191040039","71","71","71","0.79764723777771","0.79764723777771","0.79764723777771","0.7419154047966003","0.7419154047966003","0.7419154047966003","71","71","71","0.3562557101249695","0.3562557101249695","0.3562557101249695","0.5547633171081543","0.5547633171081543","0.5547633171081543"
"73","72","72","72","0.7483781576156616","0.7483781576156616","0.7483781576156616","0.7596173882484436","0.7596173882484436","0.7596173882484436","72","72","72","0.88604736328125","0.88604736328125","0.88604736328125","0.8000324964523315","0.8000324964523315","0.8000324964523315","72","72","72","0.8100403547286987","0.8100403547286987","0.8100403547286987","0.7558181881904602","0.7558181881904602","0.7558181881904602","72","72","72","0.8089057207107544","0.8089057207107544","0.8089057207107544","0.7188576459884644","0.7188576459884644","0.7188576459884644","72","72","72","0.38632500171661377","0.38632500171661377","0.38632500171661377","0.45596998929977417","0.45596998929977417","0.45596998929977417"
"74","73","73","73","0.7548887133598328","0.7548887133598328","0.7548887133598328","0.7877635955810547","0.7877635955810547","0.7877635955810547","73","73","73","0.8912562131881714","0.8912562131881714","0.8912562131881714","0.7898978590965271","0.7898978590965271","0.7898978590965271","73","73","73","0.8055977821350098","0.8055977821350098","0.8055977821350098","0.797924280166626","0.797924280166626","0.797924280166626","73","73","73","0.8014480471611023","0.8014480471611023","0.8014480471611023","0.7843595743179321","0.7843595743179321","0.7843595743179321","73","73","73","0.36799299716949463","0.36799299716949463","0.36799299716949463","0.5006837844848633","0.5006837844848633","0.5006837844848633"
"75","74","74","74","0.757508397102356","0.757508397102356","0.757508397102356","0.7979967594146729","0.7979967594146729","0.7979967594146729","74","74","74","0.8884198665618896","0.8884198665618896","0.8884198665618896","0.7752669453620911","0.7752669453620911","0.7752669453620911","74","74","74","0.8125356435775757","0.8125356435775757","0.8125356435775757","0.7914911508560181","0.7914911508560181","0.7914911508560181","74","74","74","0.7990683317184448","0.7990683317184448","0.7990683317184448","0.7494477033615112","0.7494477033615112","0.7494477033615112","74","74","74","0.38531166315078735","0.38531166315078735","0.38531166315078735","0.46403324604034424","0.46403324604034424","0.46403324604034424"
"76","75","75","75","0.7609313130378723","0.7609313130378723","0.7609313130378723","0.773906946182251","0.773906946182251","0.773906946182251","75","75","75","0.8867782950401306","0.8867782950401306","0.8867782950401306","0.7818121910095215","0.7818121910095215","0.7818121910095215","75","75","75","0.8194662928581238","0.8194662928581238","0.8194662928581238","0.7676381468772888","0.7676381468772888","0.7676381468772888","75","75","75","0.8129366636276245","0.8129366636276245","0.8129366636276245","0.7704885601997375","0.7704885601997375","0.7704885601997375","75","75","75","0.3802531361579895","0.3802531361579895","0.3802531361579895","0.5514533519744873","0.5514533519744873","0.5514533519744873"
"77","76","76","76","0.7462270259857178","0.7462270259857178","0.7462270259857178","0.7879958152770996","0.7879958152770996","0.7879958152770996","76","76","76","0.8903812170028687","0.8903812170028687","0.8903812170028687","0.7871431708335876","0.7871431708335876","0.7871431708335876","76","76","76","0.814419150352478","0.814419150352478","0.814419150352478","0.7553043365478516","0.7553043365478516","0.7553043365478516","76","76","76","0.8092896342277527","0.8092896342277527","0.8092896342277527","0.7491925954818726","0.7491925954818726","0.7491925954818726","76","76","76","0.3784397840499878","0.3784397840499878","0.3784397840499878","0.5746493339538574","0.5746493339538574","0.5746493339538574"
"78","77","77","77","0.7648016810417175","0.7648016810417175","0.7648016810417175","0.7982074022293091","0.7982074022293091","0.7982074022293091","77","77","77","0.8931468725204468","0.8931468725204468","0.8931468725204468","0.7697513699531555","0.7697513699531555","0.7697513699531555","77","77","77","0.8217267394065857","0.8217267394065857","0.8217267394065857","0.7641779184341431","0.7641779184341431","0.7641779184341431","77","77","77","0.8115158677101135","0.8115158677101135","0.8115158677101135","0.7813380360603333","0.7813380360603333","0.7813380360603333","77","77","77","0.36410993337631226","0.36410993337631226","0.36410993337631226","0.6070747375488281","0.6070747375488281","0.6070747375488281"
"79","78","78","78","0.7641898393630981","0.7641898393630981","0.7641898393630981","0.7726338505744934","0.7726338505744934","0.7726338505744934","78","78","78","0.8935834169387817","0.8935834169387817","0.8935834169387817","0.7838790416717529","0.7838790416717529","0.7838790416717529","78","78","78","0.8221719861030579","0.8221719861030579","0.8221719861030579","0.7817803621292114","0.7817803621292114","0.7817803621292114","78","78","78","0.8169011473655701","0.8169011473655701","0.8169011473655701","0.7578047513961792","0.7578047513961792","0.7578047513961792","78","78","78","0.37010037899017334","0.37010037899017334","0.37010037899017334","0.5416799783706665","0.5416799783706665","0.5416799783706665"
"80","79","79","79","0.7617611885070801","0.7617611885070801","0.7617611885070801","0.7897082567214966","0.7897082567214966","0.7897082567214966","79","79","79","0.8965241312980652","0.8965241312980652","0.8965241312980652","0.7903373837471008","0.7903373837471008","0.7903373837471008","79","79","79","0.8147754073143005","0.8147754073143005","0.8147754073143005","0.7659910917282104","0.7659910917282104","0.7659910917282104","79","79","79","0.8077388405799866","0.8077388405799866","0.8077388405799866","0.7591231465339661","0.7591231465339661","0.7591231465339661","79","79","79","0.3995823860168457","0.3995823860168457","0.3995823860168457","0.519551157951355","0.519551157951355","0.519551157951355"
"81","80","80","80","0.7699546217918396","0.7699546217918396","0.7699546217918396","0.7666943669319153","0.7666943669319153","0.7666943669319153","80","80","80","0.8951103687286377","0.8951103687286377","0.8951103687286377","0.7872069478034973","0.7872069478034973","0.7872069478034973","80","80","80","0.8198939561843872","0.8198939561843872","0.8198939561843872","0.7885090112686157","0.7885090112686157","0.7885090112686157","80","80","80","0.8192203044891357","0.8192203044891357","0.8192203044891357","0.7345236539840698","0.7345236539840698","0.7345236539840698","80","80","80","0.3872881531715393","0.3872881531715393","0.3872881531715393","0.5061829090118408","0.5061829090118408","0.5061829090118408"
"82","81","81","81","0.7660336494445801","0.7660336494445801","0.7660336494445801","0.7930719256401062","0.7930719256401062","0.7930719256401062","81","81","81","0.8969225287437439","0.8969225287437439","0.8969225287437439","0.7917444109916687","0.7917444109916687","0.7917444109916687","81","81","81","0.8241175413131714","0.8241175413131714","0.8241175413131714","0.7725597620010376","0.7725597620010376","0.7725597620010376","81","81","81","0.806694746017456","0.806694746017456","0.806694746017456","0.7713157534599304","0.7713157534599304","0.7713157534599304","81","81","81","0.3659627437591553","0.3659627437591553","0.3659627437591553","0.44297146797180176","0.44297146797180176","0.44297146797180176"
"83","82","82","82","0.7711374759674072","0.7711374759674072","0.7711374759674072","0.802902102470398","0.802902102470398","0.802902102470398","82","82","82","0.896600604057312","0.896600604057312","0.896600604057312","0.7865129709243774","0.7865129709243774","0.7865129709243774","82","82","82","0.8255190849304199","0.8255190849304199","0.8255190849304199","0.7777113318443298","0.7777113318443298","0.7777113318443298","82","82","82","0.8198727965354919","0.8198727965354919","0.8198727965354919","0.7633286118507385","0.7633286118507385","0.7633286118507385","82","82","82","0.38515913486480713","0.38515913486480713","0.38515913486480713","0.5107936859130859","0.5107936859130859","0.5107936859130859"
