"epoch","c1e-N - _step","c1e-N - _step__MIN","c1e-N - _step__MAX","c1e-N - train.r2","c1e-N - train.r2__MIN","c1e-N - train.r2__MAX","c1e-N - valid.r2","c1e-N - valid.r2__MIN","c1e-N - valid.r2__MAX","DeepSTABp_architecture - _step","DeepSTABp_architecture - _step__MIN","DeepSTABp_architecture - _step__MAX","DeepSTABp_architecture - train.r2","DeepSTABp_architecture - train.r2__MIN","DeepSTABp_architecture - train.r2__MAX","DeepSTABp_architecture - valid.r2","DeepSTABp_architecture - valid.r2__MIN","DeepSTABp_architecture - valid.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - _step","gcn_d3e_FFF-1x32-0_Nmean - _step__MIN","gcn_d3e_FFF-1x32-0_Nmean - _step__MAX","gcn_d3e_FFF-1x32-0_Nmean - train.r2","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - valid.r2","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - _step","gcn_d3_FFF-1x32-0_Nmean - _step__MIN","gcn_d3_FFF-1x32-0_Nmean - _step__MAX","gcn_d3_FFF-1x32-0_Nmean - train.r2","gcn_d3_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - valid.r2","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MAX","d0e_F - _step","d0e_F - _step__MIN","d0e_F - _step__MAX","d0e_F - train.r2","d0e_F - train.r2__MIN","d0e_F - train.r2__MAX","d0e_F - valid.r2","d0e_F - valid.r2__MIN","d0e_F - valid.r2__MAX"
"127","126","126","126","0.8124201893806458","0.8124201893806458","0.8124201893806458","0.7993736267089844","0.7993736267089844","0.7993736267089844","126","126","126","0.9306942224502563","0.9306942224502563","0.9306942224502563","0.7796615958213806","0.7796615958213806","0.7796615958213806","126","126","126","0.8532330989837646","0.8532330989837646","0.8532330989837646","0.7702780365943909","0.7702780365943909","0.7702780365943909","126","126","126","0.8387166261672974","0.8387166261672974","0.8387166261672974","0.7573490738868713","0.7573490738868713","0.7573490738868713","126","126","126","0.38771891593933105","0.38771891593933105","0.38771891593933105","0.5823229551315308","0.5823229551315308","0.5823229551315308"
"128","127","127","127","0.8105456829071045","0.8105456829071045","0.8105456829071045","0.8130754232406616","0.8130754232406616","0.8130754232406616","127","127","127","0.927910327911377","0.927910327911377","0.927910327911377","0.7834312319755554","0.7834312319755554","0.7834312319755554","127","127","127","0.8415312170982361","0.8415312170982361","0.8415312170982361","0.7669525742530823","0.7669525742530823","0.7669525742530823","127","127","127","0.8241336345672607","0.8241336345672607","0.8241336345672607","0.7551453113555908","0.7551453113555908","0.7551453113555908","127","127","127","0.3771435022354126","0.3771435022354126","0.3771435022354126","0.5045411586761475","0.5045411586761475","0.5045411586761475"
"129","128","128","128","0.8158046007156372","0.8158046007156372","0.8158046007156372","0.7994734048843384","0.7994734048843384","0.7994734048843384","128","128","128","0.926030158996582","0.926030158996582","0.926030158996582","0.7883156538009644","0.7883156538009644","0.7883156538009644","128","128","128","0.8481957912445068","0.8481957912445068","0.8481957912445068","0.7708206176757812","0.7708206176757812","0.7708206176757812","128","128","128","0.8288792371749878","0.8288792371749878","0.8288792371749878","0.7577568292617798","0.7577568292617798","0.7577568292617798","128","128","128","0.384749174118042","0.384749174118042","0.384749174118042","0.5456424951553345","0.5456424951553345","0.5456424951553345"
"130","129","129","129","0.809863269329071","0.809863269329071","0.809863269329071","0.8061680793762207","0.8061680793762207","0.8061680793762207","129","129","129","0.9238747358322144","0.9238747358322144","0.9238747358322144","0.7758690118789673","0.7758690118789673","0.7758690118789673","129","129","129","0.8476271033287048","0.8476271033287048","0.8476271033287048","0.754869818687439","0.754869818687439","0.754869818687439","129","129","129","0.8317965865135193","0.8317965865135193","0.8317965865135193","0.6837098002433777","0.6837098002433777","0.6837098002433777","129","129","129","0.36630934476852417","0.36630934476852417","0.36630934476852417","0.5602467060089111","0.5602467060089111","0.5602467060089111"
"131","130","130","130","0.8169032335281372","0.8169032335281372","0.8169032335281372","0.8064727783203125","0.8064727783203125","0.8064727783203125","130","130","130","0.9342955946922302","0.9342955946922302","0.9342955946922302","0.7829080820083618","0.7829080820083618","0.7829080820083618","130","130","130","0.8528706431388855","0.8528706431388855","0.8528706431388855","0.7636604309082031","0.7636604309082031","0.7636604309082031","130","130","130","0.8421799540519714","0.8421799540519714","0.8421799540519714","0.7639356851577759","0.7639356851577759","0.7639356851577759","130","130","130","0.3811589479446411","0.3811589479446411","0.3811589479446411","0.43312084674835205","0.43312084674835205","0.43312084674835205"
"132","131","131","131","0.8172172904014587","0.8172172904014587","0.8172172904014587","0.7889058589935303","0.7889058589935303","0.7889058589935303","131","131","131","0.9309351444244385","0.9309351444244385","0.9309351444244385","0.7817131280899048","0.7817131280899048","0.7817131280899048","131","131","131","0.8513455986976624","0.8513455986976624","0.8513455986976624","0.7759549021720886","0.7759549021720886","0.7759549021720886","131","131","131","0.8488219976425171","0.8488219976425171","0.8488219976425171","0.7468137741088867","0.7468137741088867","0.7468137741088867","131","131","131","0.37440186738967896","0.37440186738967896","0.37440186738967896","0.4723297357559204","0.4723297357559204","0.4723297357559204"
"133","132","132","132","0.8103487491607666","0.8103487491607666","0.8103487491607666","0.8101680874824524","0.8101680874824524","0.8101680874824524","132","132","132","0.9219546914100647","0.9219546914100647","0.9219546914100647","0.7704870104789734","0.7704870104789734","0.7704870104789734","132","132","132","0.8426631093025208","0.8426631093025208","0.8426631093025208","0.7703859806060791","0.7703859806060791","0.7703859806060791","132","132","132","0.8308241963386536","0.8308241963386536","0.8308241963386536","0.7724560499191284","0.7724560499191284","0.7724560499191284","132","132","132","0.3681604862213135","0.3681604862213135","0.3681604862213135","0.5074241161346436","0.5074241161346436","0.5074241161346436"
"134","133","133","133","0.8173571228981018","0.8173571228981018","0.8173571228981018","0.8075692653656006","0.8075692653656006","0.8075692653656006","133","133","133","0.9279145002365112","0.9279145002365112","0.9279145002365112","0.787895679473877","0.787895679473877","0.787895679473877","133","133","133","0.8395500183105469","0.8395500183105469","0.8395500183105469","0.6993370652198792","0.6993370652198792","0.6993370652198792","133","133","133","0.8285210728645325","0.8285210728645325","0.8285210728645325","0.6984125375747681","0.6984125375747681","0.6984125375747681","133","133","133","0.38756614923477173","0.38756614923477173","0.38756614923477173","0.4813379645347595","0.4813379645347595","0.4813379645347595"
"135","134","134","134","0.8186231851577759","0.8186231851577759","0.8186231851577759","0.8069356083869934","0.8069356083869934","0.8069356083869934","134","134","134","0.9317824840545654","0.9317824840545654","0.9317824840545654","0.757296621799469","0.757296621799469","0.757296621799469","134","134","134","0.8442821502685547","0.8442821502685547","0.8442821502685547","0.7817928791046143","0.7817928791046143","0.7817928791046143","134","134","134","0.8245866894721985","0.8245866894721985","0.8245866894721985","0.7295677065849304","0.7295677065849304","0.7295677065849304","134","134","134","0.38584649562835693","0.38584649562835693","0.38584649562835693","0.5019351840019226","0.5019351840019226","0.5019351840019226"
"136","135","135","135","0.8130397200584412","0.8130397200584412","0.8130397200584412","0.8157414197921753","0.8157414197921753","0.8157414197921753","135","135","135","0.9233449697494507","0.9233449697494507","0.9233449697494507","0.775988757610321","0.775988757610321","0.775988757610321","135","135","135","0.8427573442459106","0.8427573442459106","0.8427573442459106","0.7735421657562256","0.7735421657562256","0.7735421657562256","135","135","135","0.826758623123169","0.826758623123169","0.826758623123169","0.7581185698509216","0.7581185698509216","0.7581185698509216","135","135","135","0.38119077682495117","0.38119077682495117","0.38119077682495117","0.5792068243026733","0.5792068243026733","0.5792068243026733"
"137","136","136","136","0.8114340305328369","0.8114340305328369","0.8114340305328369","0.8121229410171509","0.8121229410171509","0.8121229410171509","136","136","136","0.9202216863632202","0.9202216863632202","0.9202216863632202","0.763773500919342","0.763773500919342","0.763773500919342","136","136","136","0.8468847274780273","0.8468847274780273","0.8468847274780273","0.7216305732727051","0.7216305732727051","0.7216305732727051","136","136","136","0.8239576816558838","0.8239576816558838","0.8239576816558838","0.7416603565216064","0.7416603565216064","0.7416603565216064","136","136","136","0.3754366636276245","0.3754366636276245","0.3754366636276245","0.5190811157226562","0.5190811157226562","0.5190811157226562"
"138","137","137","137","0.8168779611587524","0.8168779611587524","0.8168779611587524","0.7841737270355225","0.7841737270355225","0.7841737270355225","137","137","137","0.9283068180084229","0.9283068180084229","0.9283068180084229","0.7811477184295654","0.7811477184295654","0.7811477184295654","137","137","137","0.8496074676513672","0.8496074676513672","0.8496074676513672","0.7756497263908386","0.7756497263908386","0.7756497263908386","137","137","137","0.8358595967292786","0.8358595967292786","0.8358595967292786","0.7369334101676941","0.7369334101676941","0.7369334101676941","137","137","137","0.3758038878440857","0.3758038878440857","0.3758038878440857","0.4910765290260315","0.4910765290260315","0.4910765290260315"
"139","138","138","138","0.8108006715774536","0.8108006715774536","0.8108006715774536","0.8012568950653076","0.8012568950653076","0.8012568950653076","138","138","138","0.9265598058700562","0.9265598058700562","0.9265598058700562","0.7778196334838867","0.7778196334838867","0.7778196334838867","138","138","138","0.8510980606079102","0.8510980606079102","0.8510980606079102","0.7528262138366699","0.7528262138366699","0.7528262138366699","138","138","138","0.8423779010772705","0.8423779010772705","0.8423779010772705","0.757645845413208","0.757645845413208","0.757645845413208","138","138","138","0.38383275270462036","0.38383275270462036","0.38383275270462036","0.5330158472061157","0.5330158472061157","0.5330158472061157"
"140","139","139","139","0.8114035129547119","0.8114035129547119","0.8114035129547119","0.7955088019371033","0.7955088019371033","0.7955088019371033","139","139","139","0.9285523891448975","0.9285523891448975","0.9285523891448975","0.7780280709266663","0.7780280709266663","0.7780280709266663","139","139","139","0.8465231657028198","0.8465231657028198","0.8465231657028198","0.7642823457717896","0.7642823457717896","0.7642823457717896","139","139","139","0.8366016745567322","0.8366016745567322","0.8366016745567322","0.7339010834693909","0.7339010834693909","0.7339010834693909","139","139","139","0.3767625689506531","0.3767625689506531","0.3767625689506531","0.5549556016921997","0.5549556016921997","0.5549556016921997"
"141","140","140","140","0.8166914582252502","0.8166914582252502","0.8166914582252502","0.7818411588668823","0.7818411588668823","0.7818411588668823","140","140","140","0.9347187876701355","0.9347187876701355","0.9347187876701355","0.7863787412643433","0.7863787412643433","0.7863787412643433","140","140","140","0.850967288017273","0.850967288017273","0.850967288017273","0.7578072547912598","0.7578072547912598","0.7578072547912598","140","140","140","0.8341948390007019","0.8341948390007019","0.8341948390007019","0.7415019273757935","0.7415019273757935","0.7415019273757935","140","140","140","0.3928505778312683","0.3928505778312683","0.3928505778312683","0.5155163407325745","0.5155163407325745","0.5155163407325745"
"142","141","141","141","0.8175016641616821","0.8175016641616821","0.8175016641616821","0.8141039609909058","0.8141039609909058","0.8141039609909058","141","141","141","0.9350942373275757","0.9350942373275757","0.9350942373275757","0.790102481842041","0.790102481842041","0.790102481842041","141","141","141","0.8459857702255249","0.8459857702255249","0.8459857702255249","0.7596027851104736","0.7596027851104736","0.7596027851104736","141","141","141","0.8332384824752808","0.8332384824752808","0.8332384824752808","0.7550719976425171","0.7550719976425171","0.7550719976425171","141","141","141","0.3835068941116333","0.3835068941116333","0.3835068941116333","0.535953938961029","0.535953938961029","0.535953938961029"
"143","142","142","142","0.8161069750785828","0.8161069750785828","0.8161069750785828","0.8096423149108887","0.8096423149108887","0.8096423149108887","142","142","142","0.9305960536003113","0.9305960536003113","0.9305960536003113","0.7804448008537292","0.7804448008537292","0.7804448008537292","142","142","142","0.8413675427436829","0.8413675427436829","0.8413675427436829","0.7740707993507385","0.7740707993507385","0.7740707993507385","142","142","142","0.8255939483642578","0.8255939483642578","0.8255939483642578","0.7441319227218628","0.7441319227218628","0.7441319227218628","142","142","142","0.3807184100151062","0.3807184100151062","0.3807184100151062","0.5537693500518799","0.5537693500518799","0.5537693500518799"
"144","143","143","143","0.81526118516922","0.81526118516922","0.81526118516922","0.8125929832458496","0.8125929832458496","0.8125929832458496","143","143","143","0.9291674494743347","0.9291674494743347","0.9291674494743347","0.7827423810958862","0.7827423810958862","0.7827423810958862","143","143","143","0.8474765419960022","0.8474765419960022","0.8474765419960022","0.7646045684814453","0.7646045684814453","0.7646045684814453","143","143","143","0.8343533277511597","0.8343533277511597","0.8343533277511597","0.7437371015548706","0.7437371015548706","0.7437371015548706","143","143","143","0.36851805448532104","0.36851805448532104","0.36851805448532104","0.5408610105514526","0.5408610105514526","0.5408610105514526"
"145","144","144","144","0.8197828531265259","0.8197828531265259","0.8197828531265259","0.8045211434364319","0.8045211434364319","0.8045211434364319","144","144","144","0.9302083849906921","0.9302083849906921","0.9302083849906921","0.7825303673744202","0.7825303673744202","0.7825303673744202","144","144","144","0.8584093451499939","0.8584093451499939","0.8584093451499939","0.7689545750617981","0.7689545750617981","0.7689545750617981","144","144","144","0.8394145965576172","0.8394145965576172","0.8394145965576172","0.7313070297241211","0.7313070297241211","0.7313070297241211","144","144","144","0.3841376304626465","0.3841376304626465","0.3841376304626465","0.5735114812850952","0.5735114812850952","0.5735114812850952"
"146","145","145","145","0.8172348141670227","0.8172348141670227","0.8172348141670227","0.8087705969810486","0.8087705969810486","0.8087705969810486","145","145","145","0.9294601082801819","0.9294601082801819","0.9294601082801819","0.7649368643760681","0.7649368643760681","0.7649368643760681","145","145","145","0.8506090641021729","0.8506090641021729","0.8506090641021729","0.7851545810699463","0.7851545810699463","0.7851545810699463","145","145","145","0.8334643840789795","0.8334643840789795","0.8334643840789795","0.7687350511550903","0.7687350511550903","0.7687350511550903","145","145","145","0.3803192377090454","0.3803192377090454","0.3803192377090454","0.49804139137268066","0.49804139137268066","0.49804139137268066"
"147","146","146","146","0.8141025900840759","0.8141025900840759","0.8141025900840759","0.7872087955474854","0.7872087955474854","0.7872087955474854","146","146","146","0.9317519664764404","0.9317519664764404","0.9317519664764404","0.7710849642753601","0.7710849642753601","0.7710849642753601","146","146","146","0.8563157916069031","0.8563157916069031","0.8563157916069031","0.753826379776001","0.753826379776001","0.753826379776001","146","146","146","0.8396092057228088","0.8396092057228088","0.8396092057228088","0.7592580318450928","0.7592580318450928","0.7592580318450928","146","146","146","0.36563241481781006","0.36563241481781006","0.36563241481781006","0.5559314489364624","0.5559314489364624","0.5559314489364624"
"148","147","147","147","0.8103984594345093","0.8103984594345093","0.8103984594345093","0.7964197397232056","0.7964197397232056","0.7964197397232056","147","147","147","0.9313992261886597","0.9313992261886597","0.9313992261886597","0.771938145160675","0.771938145160675","0.771938145160675","147","147","147","0.8570932745933533","0.8570932745933533","0.8570932745933533","0.671920895576477","0.671920895576477","0.671920895576477","147","147","147","0.8416690230369568","0.8416690230369568","0.8416690230369568","0.7462521195411682","0.7462521195411682","0.7462521195411682","147","147","147","0.3814637064933777","0.3814637064933777","0.3814637064933777","0.47920042276382446","0.47920042276382446","0.47920042276382446"
"149","148","148","148","0.8188401460647583","0.8188401460647583","0.8188401460647583","0.8081012964248657","0.8081012964248657","0.8081012964248657","148","148","148","0.9354972839355469","0.9354972839355469","0.9354972839355469","0.7768737077713013","0.7768737077713013","0.7768737077713013","148","148","148","0.8536328077316284","0.8536328077316284","0.8536328077316284","0.7744253873825073","0.7744253873825073","0.7744253873825073","148","148","148","0.8453072309494019","0.8453072309494019","0.8453072309494019","0.7542612552642822","0.7542612552642822","0.7542612552642822","148","148","148","0.3875812292098999","0.3875812292098999","0.3875812292098999","0.4740809202194214","0.4740809202194214","0.4740809202194214"
"150","149","149","149","0.8150485754013062","0.8150485754013062","0.8150485754013062","0.8140548467636108","0.8140548467636108","0.8140548467636108","149","149","149","0.9340402483940125","0.9340402483940125","0.9340402483940125","0.7812383770942688","0.7812383770942688","0.7812383770942688","149","149","149","0.8492741584777832","0.8492741584777832","0.8492741584777832","0.7637489438056946","0.7637489438056946","0.7637489438056946","149","149","149","0.8357303738594055","0.8357303738594055","0.8357303738594055","0.7356492280960083","0.7356492280960083","0.7356492280960083","149","149","149","0.38349419832229614","0.38349419832229614","0.38349419832229614","0.47401201725006104","0.47401201725006104","0.47401201725006104"
