Protein,species,asymptote,mid,m,Tm,r2
J3KN59,Homo sapiens K562 lysate,0.04783520170707208,48.335477122591584,810.299676523058,48.633384715370056,0.9984712012639765
J3KND1_SAAL1,Homo sapiens K562 lysate,0.13703962102387865,50.65635868372438,427.9471283531419,52.6596695639451,0.9923215730618247
J3KND1,Homo sapiens K562 lysate,0.09113190827166713,52.05477430829777,1478.7124168571593,52.438156110920474,0.9982432753713094
J3KNN3_PHKG2,Homo sapiens K562 lysate,0.18355106406840319,48.41537739928481,1323.5898126495485,49.2563912658207,0.9820066839637878
J3KNN3,Homo sapiens K562 lysate,0.12036026997094544,46.5069260928952,845.9469806003638,47.231094134949814,0.9980116024164795
J3KNW7_CCDC41,Homo sapiens K562 lysate,0.12608418980606126,42.78395860604198,806.5439636941762,43.467370063290716,0.9972349689519264
J3KNW7,Homo sapiens K562 lysate,0.07403686447175786,46.92209510894658,463.35533379363784,47.70198754868604,0.9873720652378333
J3KPP4_LUC7L3,Homo sapiens K562 lysate,0.19881716997660853,49.550233606600095,1261.9146318077173,50.57579900431926,0.9966002893360781
J3KPP4,Homo sapiens K562 lysate,0.1470628987047331,52.44250555065897,2157.5729235397766,52.89479634366243,0.9973617383855901
J3KPS0_DNAJB12,Homo sapiens K562 lysate,0.35678796074636127,47.1437340712342,1045.4999763386434,49.96504657620425,0.9396431462640865
J3KPS0,Homo sapiens K562 lysate,0.1546442147928338,52.22603043596354,551.0383915242719,54.12832645741322,0.9216863240097068
J3KPZ4_C1D,Homo sapiens K562 lysate,0.21399617942729296,46.67448454946036,645.4266209675612,48.65218557160834,0.9537571448733737
J3KPZ4,Homo sapiens K562 lysate,0.09008047473255568,45.6873668875447,706.0353392833622,46.290748976097746,0.9827246270896093
J3KQ32_OLA1,Homo sapiens K562 lysate,0.06133403496005692,46.17950160568522,1474.8217756505092,46.38196191804574,0.9963533746102909
J3KQ32,Homo sapiens K562 lysate,0.08283933761248544,47.62547575510272,1689.4257753818376,47.87219759261907,0.9971890527211916
J3KQL8_APOL2,Homo sapiens K562 lysate,0.35757951028478663,48.298797112293,694.9601936480253,52.92365867236848,0.9410492759175162
J3KQL8,Homo sapiens K562 lysate,0.185550965636055,46.65324020385926,720.4467873529223,48.10327732846667,0.9974263131373943
J3KQS6_BABAM1,Homo sapiens K562 lysate,0.2890115951357178,49.2905615432362,633.0149254213554,52.84888360925573,0.9904754992265944
J3KQS6,Homo sapiens K562 lysate,0.34323778592561505,50.43577523748053,675.0591192923497,55.23459329163807,0.9935632265260809
J3KR24_IARS,Homo sapiens K562 lysate,0.2118204561245507,46.140668595403426,974.2510290741129,47.39651647573176,0.9871660027511
J3KR24,Homo sapiens K562 lysate,0.10244628120236322,46.51156365463426,1348.0867673568464,46.88573874364803,0.9955436128245853
J3KR72_TAF6,Homo sapiens K562 lysate,0.33984537491580163,46.890188908930014,902.518007680984,49.85242662761354,0.9782348298413982
J3KR72,Homo sapiens K562 lysate,0.08761505914310781,45.6417950965755,800.798647201171,46.15455562968109,0.9974677239404888
J3KR97_TBCD,Homo sapiens K562 lysate,0.1712759161675638,46.772395037314716,793.2904427559884,47.96015664509462,0.9728141496443037
