"epoch","1-graph - _step","1-graph - _step__MIN","1-graph - _step__MAX","1-graph - train.rmse","1-graph - train.rmse__MIN","1-graph - train.rmse__MAX","1-graph - valid.rmse","1-graph - valid.rmse__MIN","1-graph - valid.rmse__MAX","only_backbone - _step","only_backbone - _step__MIN","only_backbone - _step__MAX","only_backbone - train.rmse","only_backbone - train.rmse__MIN","only_backbone - train.rmse__MAX","only_backbone - valid.rmse","only_backbone - valid.rmse__MIN","only_backbone - valid.rmse__MAX","baseline_e - _step","baseline_e - _step__MIN","baseline_e - _step__MAX","baseline_e - train.rmse","baseline_e - train.rmse__MIN","baseline_e - train.rmse__MAX","baseline_e - valid.rmse","baseline_e - valid.rmse__MIN","baseline_e - valid.rmse__MAX"
"79","78","78","78","4.1234636306762695","4.1234636306762695","4.1234636306762695","4.5895280838012695","4.5895280838012695","4.5895280838012695","78","78","78","5.471067905426025","5.471067905426025","5.471067905426025","4.957362651824951","4.957362651824951","4.957362651824951","78","78","78","7.6297383308410645","7.6297383308410645","7.6297383308410645","6.390346050262451","6.390346050262451","6.390346050262451"
"80","79","79","79","4.0808305740356445","4.0808305740356445","4.0808305740356445","4.435641288757324","4.435641288757324","4.435641288757324","79","79","79","5.428013324737549","5.428013324737549","5.428013324737549","4.895557880401611","4.895557880401611","4.895557880401611","79","79","79","7.709067344665527","7.709067344665527","7.709067344665527","6.83450984954834","6.83450984954834","6.83450984954834"
"81","80","80","80","4.098546028137207","4.098546028137207","4.098546028137207","4.564594745635986","4.564594745635986","4.564594745635986","80","80","80","5.413906574249268","5.413906574249268","5.413906574249268","4.623528957366943","4.623528957366943","4.623528957366943","80","80","80","7.545826435089111","7.545826435089111","7.545826435089111","6.355156421661377","6.355156421661377","6.355156421661377"
"82","81","81","81","4.095210075378418","4.095210075378418","4.095210075378418","4.44719123840332","4.44719123840332","4.44719123840332","81","81","81","5.412580490112305","5.412580490112305","5.412580490112305","4.465338230133057","4.465338230133057","4.465338230133057","81","81","81","7.562657356262207","7.562657356262207","7.562657356262207","6.329318523406982","6.329318523406982","6.329318523406982"
"83","82","82","82","4.022799968719482","4.022799968719482","4.022799968719482","4.623218536376953","4.623218536376953","4.623218536376953","82","82","82","5.513716697692871","5.513716697692871","5.513716697692871","4.570798873901367","4.570798873901367","4.570798873901367","82","82","82","7.659590721130371","7.659590721130371","7.659590721130371","6.616580009460449","6.616580009460449","6.616580009460449"
"84","83","83","83","4.022920608520508","4.022920608520508","4.022920608520508","4.462582111358643","4.462582111358643","4.462582111358643","83","83","83","5.427358150482178","5.427358150482178","5.427358150482178","4.304018020629883","4.304018020629883","4.304018020629883","83","83","83","7.610305309295654","7.610305309295654","7.610305309295654","6.3253302574157715","6.3253302574157715","6.3253302574157715"
"85","84","84","84","4.124157428741455","4.124157428741455","4.124157428741455","4.536007404327393","4.536007404327393","4.536007404327393","84","84","84","5.429234504699707","5.429234504699707","5.429234504699707","4.607385158538818","4.607385158538818","4.607385158538818","84","84","84","7.586716651916504","7.586716651916504","7.586716651916504","6.925778865814209","6.925778865814209","6.925778865814209"
"86","85","85","85","4.004546165466309","4.004546165466309","4.004546165466309","4.716770172119141","4.716770172119141","4.716770172119141","85","85","85","5.448451995849609","5.448451995849609","5.448451995849609","4.622805595397949","4.622805595397949","4.622805595397949","85","85","85","7.597511291503906","7.597511291503906","7.597511291503906","6.647373199462891","6.647373199462891","6.647373199462891"
"87","86","86","86","4.0216193199157715","4.0216193199157715","4.0216193199157715","4.738025665283203","4.738025665283203","4.738025665283203","86","86","86","5.4625935554504395","5.4625935554504395","5.4625935554504395","4.443404674530029","4.443404674530029","4.443404674530029","86","86","86","7.593064785003662","7.593064785003662","7.593064785003662","6.4203972816467285","6.4203972816467285","6.4203972816467285"
"88","87","87","87","4.041798114776611","4.041798114776611","4.041798114776611","4.663179397583008","4.663179397583008","4.663179397583008","87","87","87","5.489590644836426","5.489590644836426","5.489590644836426","4.623666286468506","4.623666286468506","4.623666286468506","87","87","87","7.565512180328369","7.565512180328369","7.565512180328369","6.516582012176514","6.516582012176514","6.516582012176514"
"89","88","88","88","4.0985870361328125","4.0985870361328125","4.0985870361328125","4.685986518859863","4.685986518859863","4.685986518859863","88","88","88","5.486408710479736","5.486408710479736","5.486408710479736","4.532309532165527","4.532309532165527","4.532309532165527","88","88","88","7.521708011627197","7.521708011627197","7.521708011627197","6.645361423492432","6.645361423492432","6.645361423492432"
"90","89","89","89","4.06206750869751","4.06206750869751","4.06206750869751","4.898841381072998","4.898841381072998","4.898841381072998","89","89","89","5.42059326171875","5.42059326171875","5.42059326171875","4.588143825531006","4.588143825531006","4.588143825531006","89","89","89","7.6195478439331055","7.6195478439331055","7.6195478439331055","6.811445713043213","6.811445713043213","6.811445713043213"
"91","90","90","90","4.16924524307251","4.16924524307251","4.16924524307251","4.540637016296387","4.540637016296387","4.540637016296387","90","90","90","5.472151756286621","5.472151756286621","5.472151756286621","4.431580543518066","4.431580543518066","4.431580543518066","90","90","90","7.674095630645752","7.674095630645752","7.674095630645752","5.851998805999756","5.851998805999756","5.851998805999756"
"92","91","91","91","3.954831123352051","3.954831123352051","3.954831123352051","4.606728553771973","4.606728553771973","4.606728553771973","91","91","91","5.3623738288879395","5.3623738288879395","5.3623738288879395","4.545549392700195","4.545549392700195","4.545549392700195","91","91","91","7.545830249786377","7.545830249786377","7.545830249786377","6.4294610023498535","6.4294610023498535","6.4294610023498535"
"93","92","92","92","3.9929392337799072","3.9929392337799072","3.9929392337799072","4.481475830078125","4.481475830078125","4.481475830078125","92","92","92","5.3494977951049805","5.3494977951049805","5.3494977951049805","4.5537943840026855","4.5537943840026855","4.5537943840026855","92","92","92","7.521427631378174","7.521427631378174","7.521427631378174","6.485315799713135","6.485315799713135","6.485315799713135"
"94","93","93","93","4.010393142700195","4.010393142700195","4.010393142700195","4.545905113220215","4.545905113220215","4.545905113220215","93","93","93","5.4588775634765625","5.4588775634765625","5.4588775634765625","4.8085713386535645","4.8085713386535645","4.8085713386535645","93","93","93","7.598911762237549","7.598911762237549","7.598911762237549","6.22528600692749","6.22528600692749","6.22528600692749"
"95","94","94","94","4.058125972747803","4.058125972747803","4.058125972747803","4.466466903686523","4.466466903686523","4.466466903686523","94","94","94","5.539449691772461","5.539449691772461","5.539449691772461","4.913022994995117","4.913022994995117","4.913022994995117","94","94","94","7.505956649780273","7.505956649780273","7.505956649780273","6.273147106170654","6.273147106170654","6.273147106170654"
"96","95","95","95","4.010138034820557","4.010138034820557","4.010138034820557","4.624751091003418","4.624751091003418","4.624751091003418","95","95","95","5.384033679962158","5.384033679962158","5.384033679962158","4.560248374938965","4.560248374938965","4.560248374938965","95","95","95","7.644662857055664","7.644662857055664","7.644662857055664","5.982318878173828","5.982318878173828","5.982318878173828"
"97","96","96","96","3.977959394454956","3.977959394454956","3.977959394454956","4.692610740661621","4.692610740661621","4.692610740661621","96","96","96","5.4411540031433105","5.4411540031433105","5.4411540031433105","4.484127044677734","4.484127044677734","4.484127044677734","96","96","96","7.573018550872803","7.573018550872803","7.573018550872803","6.088034152984619","6.088034152984619","6.088034152984619"
"98","97","97","97","3.922852039337158","3.922852039337158","3.922852039337158","4.8589277267456055","4.8589277267456055","4.8589277267456055","97","97","97","5.506624221801758","5.506624221801758","5.506624221801758","4.748412132263184","4.748412132263184","4.748412132263184","97","97","97","7.586907386779785","7.586907386779785","7.586907386779785","6.364938735961914","6.364938735961914","6.364938735961914"
"99","98","98","98","3.928112506866455","3.928112506866455","3.928112506866455","4.900944232940674","4.900944232940674","4.900944232940674","98","98","98","5.461321830749512","5.461321830749512","5.461321830749512","5.019878387451172","5.019878387451172","5.019878387451172","98","98","98","7.535822868347168","7.535822868347168","7.535822868347168","5.618906021118164","5.618906021118164","5.618906021118164"
"100","99","99","99","3.940814256668091","3.940814256668091","3.940814256668091","4.6454057693481445","4.6454057693481445","4.6454057693481445","99","99","99","5.399260520935059","5.399260520935059","5.399260520935059","4.535018444061279","4.535018444061279","4.535018444061279","99","99","99","7.689051151275635","7.689051151275635","7.689051151275635","6.052701950073242","6.052701950073242","6.052701950073242"
"101","100","100","100","3.8511061668395996","3.8511061668395996","3.8511061668395996","4.811031818389893","4.811031818389893","4.811031818389893","100","100","100","5.432514190673828","5.432514190673828","5.432514190673828","4.701935291290283","4.701935291290283","4.701935291290283","100","100","100","7.5221991539001465","7.5221991539001465","7.5221991539001465","6.447886943817139","6.447886943817139","6.447886943817139"
"102","101","101","101","3.898127794265747","3.898127794265747","3.898127794265747","4.691763877868652","4.691763877868652","4.691763877868652","101","101","101","5.438146114349365","5.438146114349365","5.438146114349365","4.9986348152160645","4.9986348152160645","4.9986348152160645","101","101","101","7.6876654624938965","7.6876654624938965","7.6876654624938965","6.18699312210083","6.18699312210083","6.18699312210083"
"103","102","102","102","3.8864316940307617","3.8864316940307617","3.8864316940307617","4.758642673492432","4.758642673492432","4.758642673492432","102","102","102","5.393279552459717","5.393279552459717","5.393279552459717","4.769207954406738","4.769207954406738","4.769207954406738","102","102","102","7.5268144607543945","7.5268144607543945","7.5268144607543945","5.723408222198486","5.723408222198486","5.723408222198486"
"104","103","103","103","3.9772350788116455","3.9772350788116455","3.9772350788116455","4.558564186096191","4.558564186096191","4.558564186096191","103","103","103","5.447159767150879","5.447159767150879","5.447159767150879","4.702712535858154","4.702712535858154","4.702712535858154","103","103","103","7.493319511413574","7.493319511413574","7.493319511413574","6.240350723266602","6.240350723266602","6.240350723266602"
"105","104","104","104","3.814640998840332","3.814640998840332","3.814640998840332","4.882264614105225","4.882264614105225","4.882264614105225","104","104","104","5.342894554138184","5.342894554138184","5.342894554138184","4.513556957244873","4.513556957244873","4.513556957244873","104","104","104","7.59229850769043","7.59229850769043","7.59229850769043","6.843637466430664","6.843637466430664","6.843637466430664"
"106","105","105","105","3.8378331661224365","3.8378331661224365","3.8378331661224365","4.801565647125244","4.801565647125244","4.801565647125244","105","105","105","5.291791915893555","5.291791915893555","5.291791915893555","4.538553237915039","4.538553237915039","4.538553237915039","105","105","105","7.538764953613281","7.538764953613281","7.538764953613281","6.2637152671813965","6.2637152671813965","6.2637152671813965"
"107","106","106","106","4.011395454406738","4.011395454406738","4.011395454406738","4.624406337738037","4.624406337738037","4.624406337738037","106","106","106","5.479637145996094","5.479637145996094","5.479637145996094","4.767251968383789","4.767251968383789","4.767251968383789","106","106","106","7.591056823730469","7.591056823730469","7.591056823730469","6.25498104095459","6.25498104095459","6.25498104095459"
"108","107","107","107","3.835754871368408","3.835754871368408","3.835754871368408","4.514442443847656","4.514442443847656","4.514442443847656","107","107","107","5.495877265930176","5.495877265930176","5.495877265930176","4.464347839355469","4.464347839355469","4.464347839355469","107","107","107","7.5735626220703125","7.5735626220703125","7.5735626220703125","6.378054141998291","6.378054141998291","6.378054141998291"
"109","108","108","108","3.880568504333496","3.880568504333496","3.880568504333496","5.054233074188232","5.054233074188232","5.054233074188232","108","108","108","5.452896595001221","5.452896595001221","5.452896595001221","4.9335551261901855","4.9335551261901855","4.9335551261901855","108","108","108","7.494904041290283","7.494904041290283","7.494904041290283","5.564977169036865","5.564977169036865","5.564977169036865"
"110","109","109","109","3.8574371337890625","3.8574371337890625","3.8574371337890625","4.933474540710449","4.933474540710449","4.933474540710449","109","109","109","5.3613128662109375","5.3613128662109375","5.3613128662109375","4.7089128494262695","4.7089128494262695","4.7089128494262695","109","109","109","7.578810691833496","7.578810691833496","7.578810691833496","6.708115100860596","6.708115100860596","6.708115100860596"
"111","110","110","110","3.880449056625366","3.880449056625366","3.880449056625366","4.702481746673584","4.702481746673584","4.702481746673584","110","110","110","5.523505687713623","5.523505687713623","5.523505687713623","4.764521598815918","4.764521598815918","4.764521598815918","110","110","110","7.556087493896484","7.556087493896484","7.556087493896484","6.417957305908203","6.417957305908203","6.417957305908203"
"112","111","111","111","3.8560800552368164","3.8560800552368164","3.8560800552368164","4.536837577819824","4.536837577819824","4.536837577819824","111","111","111","5.457528114318848","5.457528114318848","5.457528114318848","4.587676048278809","4.587676048278809","4.587676048278809","111","111","111","7.596181392669678","7.596181392669678","7.596181392669678","5.8203444480896","5.8203444480896","5.8203444480896"
"113","112","112","112","3.8802199363708496","3.8802199363708496","3.8802199363708496","4.69162130355835","4.69162130355835","4.69162130355835","112","112","112","5.4547600746154785","5.4547600746154785","5.4547600746154785","4.8965229988098145","4.8965229988098145","4.8965229988098145","112","112","112","7.510857582092285","7.510857582092285","7.510857582092285","6.3696699142456055","6.3696699142456055","6.3696699142456055"
"114","113","113","113","3.8837125301361084","3.8837125301361084","3.8837125301361084","4.665673732757568","4.665673732757568","4.665673732757568","113","113","113","5.750916004180908","5.750916004180908","5.750916004180908","4.8444952964782715","4.8444952964782715","4.8444952964782715","113","113","113","7.515908241271973","7.515908241271973","7.515908241271973","5.884208679199219","5.884208679199219","5.884208679199219"
"115","114","114","114","3.881408214569092","3.881408214569092","3.881408214569092","4.741792678833008","4.741792678833008","4.741792678833008","114","114","114","5.479440212249756","5.479440212249756","5.479440212249756","4.665110111236572","4.665110111236572","4.665110111236572","114","114","114","7.592085838317871","7.592085838317871","7.592085838317871","6.350849628448486","6.350849628448486","6.350849628448486"
"116","115","115","115","3.8009097576141357","3.8009097576141357","3.8009097576141357","4.540236473083496","4.540236473083496","4.540236473083496","115","115","115","5.415411949157715","5.415411949157715","5.415411949157715","4.800498008728027","4.800498008728027","4.800498008728027","115","115","115","7.63572883605957","7.63572883605957","7.63572883605957","6.255142688751221","6.255142688751221","6.255142688751221"
"117","116","116","116","3.9332633018493652","3.9332633018493652","3.9332633018493652","4.573310375213623","4.573310375213623","4.573310375213623","116","116","116","5.602049827575684","5.602049827575684","5.602049827575684","4.920472621917725","4.920472621917725","4.920472621917725","116","116","116","7.594473838806152","7.594473838806152","7.594473838806152","5.906307697296143","5.906307697296143","5.906307697296143"
"118","117","117","117","3.8498263359069824","3.8498263359069824","3.8498263359069824","4.681057453155518","4.681057453155518","4.681057453155518","117","117","117","5.404719352722168","5.404719352722168","5.404719352722168","4.7822723388671875","4.7822723388671875","4.7822723388671875","117","117","117","7.5354695320129395","7.5354695320129395","7.5354695320129395","6.079008102416992","6.079008102416992","6.079008102416992"
"119","118","118","118","3.7841150760650635","3.7841150760650635","3.7841150760650635","4.648308753967285","4.648308753967285","4.648308753967285","118","118","118","5.367487907409668","5.367487907409668","5.367487907409668","4.432097911834717","4.432097911834717","4.432097911834717","118","118","118","7.534763336181641","7.534763336181641","7.534763336181641","5.954558372497559","5.954558372497559","5.954558372497559"
"120","119","119","119","3.8705670833587646","3.8705670833587646","3.8705670833587646","4.614129066467285","4.614129066467285","4.614129066467285","119","119","119","5.462301254272461","5.462301254272461","5.462301254272461","4.575776100158691","4.575776100158691","4.575776100158691","119","119","119","7.610554218292236","7.610554218292236","7.610554218292236","6.160811901092529","6.160811901092529","6.160811901092529"
"121","120","120","120","3.85296368598938","3.85296368598938","3.85296368598938","4.660340309143066","4.660340309143066","4.660340309143066","120","120","120","5.3523454666137695","5.3523454666137695","5.3523454666137695","4.631599426269531","4.631599426269531","4.631599426269531","120","120","120","7.5604777336120605","7.5604777336120605","7.5604777336120605","6.495670795440674","6.495670795440674","6.495670795440674"
"122","121","121","121","3.8333206176757812","3.8333206176757812","3.8333206176757812","4.925819396972656","4.925819396972656","4.925819396972656","121","121","121","5.445145130157471","5.445145130157471","5.445145130157471","4.702449321746826","4.702449321746826","4.702449321746826","121","121","121","7.643774032592773","7.643774032592773","7.643774032592773","6.701345920562744","6.701345920562744","6.701345920562744"
"123","122","122","122","3.852835178375244","3.852835178375244","3.852835178375244","5.005110263824463","5.005110263824463","5.005110263824463","122","122","122","5.375755310058594","5.375755310058594","5.375755310058594","4.507199764251709","4.507199764251709","4.507199764251709","122","122","122","7.538955211639404","7.538955211639404","7.538955211639404","6.825838565826416","6.825838565826416","6.825838565826416"
"124","123","123","123","3.810875415802002","3.810875415802002","3.810875415802002","4.609738349914551","4.609738349914551","4.609738349914551","123","123","123","5.435863971710205","5.435863971710205","5.435863971710205","4.890743255615234","4.890743255615234","4.890743255615234","123","123","123","7.589653015136719","7.589653015136719","7.589653015136719","6.707120418548584","6.707120418548584","6.707120418548584"
"125","124","124","124","3.791231870651245","3.791231870651245","3.791231870651245","4.735307693481445","4.735307693481445","4.735307693481445","124","124","124","5.397789001464844","5.397789001464844","5.397789001464844","4.577661514282227","4.577661514282227","4.577661514282227","124","124","124","7.647698402404785","7.647698402404785","7.647698402404785","6.432713031768799","6.432713031768799","6.432713031768799"
"126","125","125","125","3.83089280128479","3.83089280128479","3.83089280128479","4.8487043380737305","4.8487043380737305","4.8487043380737305","125","125","125","5.351194381713867","5.351194381713867","5.351194381713867","4.5872931480407715","4.5872931480407715","4.5872931480407715","125","125","125","7.551938056945801","7.551938056945801","7.551938056945801","6.224882125854492","6.224882125854492","6.224882125854492"
"127","126","126","126","3.69999623298645","3.69999623298645","3.69999623298645","4.528832912445068","4.528832912445068","4.528832912445068","126","126","126","5.308258533477783","5.308258533477783","5.308258533477783","4.510304927825928","4.510304927825928","4.510304927825928","126","126","126","7.546443939208984","7.546443939208984","7.546443939208984","6.235096454620361","6.235096454620361","6.235096454620361"
"128","127","127","127","3.886526584625244","3.886526584625244","3.886526584625244","4.737589359283447","4.737589359283447","4.737589359283447","127","127","127","5.442799091339111","5.442799091339111","5.442799091339111","4.919912338256836","4.919912338256836","4.919912338256836","127","127","127","7.54030704498291","7.54030704498291","7.54030704498291","6.404541015625","6.404541015625","6.404541015625"
"129","128","128","128","3.7324469089508057","3.7324469089508057","3.7324469089508057","4.744532585144043","4.744532585144043","4.744532585144043","128","128","128","5.374078750610352","5.374078750610352","5.374078750610352","4.5420637130737305","4.5420637130737305","4.5420637130737305","128","128","128","7.528824329376221","7.528824329376221","7.528824329376221","6.029612064361572","6.029612064361572","6.029612064361572"
"130","129","129","129","3.8268966674804688","3.8268966674804688","3.8268966674804688","5.079913139343262","5.079913139343262","5.079913139343262","129","129","129","5.380529880523682","5.380529880523682","5.380529880523682","4.886236667633057","4.886236667633057","4.886236667633057","129","129","129","7.520185947418213","7.520185947418213","7.520185947418213","6.873027801513672","6.873027801513672","6.873027801513672"
"131","130","130","130","3.8065185546875","3.8065185546875","3.8065185546875","4.963544845581055","4.963544845581055","4.963544845581055","130","130","130","5.299591541290283","5.299591541290283","5.299591541290283","4.555889129638672","4.555889129638672","4.555889129638672","130","130","130","7.555152893066406","7.555152893066406","7.555152893066406","5.6493706703186035","5.6493706703186035","5.6493706703186035"
"132","131","131","131","3.742934465408325","3.742934465408325","3.742934465408325","4.60996150970459","4.60996150970459","4.60996150970459","131","131","131","5.315100193023682","5.315100193023682","5.315100193023682","4.491686820983887","4.491686820983887","4.491686820983887","131","131","131","7.58400297164917","7.58400297164917","7.58400297164917","5.961313247680664","5.961313247680664","5.961313247680664"
"133","132","132","132","3.8104281425476074","3.8104281425476074","3.8104281425476074","4.694332599639893","4.694332599639893","4.694332599639893","132","132","132","5.3872761726379395","5.3872761726379395","5.3872761726379395","4.736690044403076","4.736690044403076","4.736690044403076","132","132","132","7.558228015899658","7.558228015899658","7.558228015899658","6.102660179138184","6.102660179138184","6.102660179138184"
"134","133","133","133","3.7724034786224365","3.7724034786224365","3.7724034786224365","4.605372428894043","4.605372428894043","4.605372428894043","133","133","133","5.314748764038086","5.314748764038086","5.314748764038086","4.876617431640625","4.876617431640625","4.876617431640625","133","133","133","7.476452350616455","7.476452350616455","7.476452350616455","6.564889907836914","6.564889907836914","6.564889907836914"
"135","134","134","134","3.7178852558135986","3.7178852558135986","3.7178852558135986","4.658570766448975","4.658570766448975","4.658570766448975","134","134","134","5.350254535675049","5.350254535675049","5.350254535675049","4.86964750289917","4.86964750289917","4.86964750289917","134","134","134","7.575669765472412","7.575669765472412","7.575669765472412","6.387128829956055","6.387128829956055","6.387128829956055"
"136","135","135","135","3.8303914070129395","3.8303914070129395","3.8303914070129395","4.760486602783203","4.760486602783203","4.760486602783203","135","135","135","5.389307975769043","5.389307975769043","5.389307975769043","4.614595890045166","4.614595890045166","4.614595890045166","135","135","135","7.587792873382568","7.587792873382568","7.587792873382568","6.379326820373535","6.379326820373535","6.379326820373535"
"137","136","136","136","3.871523380279541","3.871523380279541","3.871523380279541","4.998505592346191","4.998505592346191","4.998505592346191","136","136","136","5.395825386047363","5.395825386047363","5.395825386047363","4.576944351196289","4.576944351196289","4.576944351196289","136","136","136","7.602027893066406","7.602027893066406","7.602027893066406","6.032862663269043","6.032862663269043","6.032862663269043"
"138","137","137","137","3.6614723205566406","3.6614723205566406","3.6614723205566406","4.649928092956543","4.649928092956543","4.649928092956543","137","137","137","5.4189534187316895","5.4189534187316895","5.4189534187316895","4.587225914001465","4.587225914001465","4.587225914001465","137","137","137","7.544439792633057","7.544439792633057","7.544439792633057","6.569151878356934","6.569151878356934","6.569151878356934"
"139","138","138","138","3.7248268127441406","3.7248268127441406","3.7248268127441406","4.595946788787842","4.595946788787842","4.595946788787842","138","138","138","5.414156436920166","5.414156436920166","5.414156436920166","4.978023529052734","4.978023529052734","4.978023529052734","138","138","138","7.491044521331787","7.491044521331787","7.491044521331787","6.265027046203613","6.265027046203613","6.265027046203613"
"140","139","139","139","3.7939648628234863","3.7939648628234863","3.7939648628234863","5.090300559997559","5.090300559997559","5.090300559997559","139","139","139","5.3309736251831055","5.3309736251831055","5.3309736251831055","4.3227925300598145","4.3227925300598145","4.3227925300598145","139","139","139","7.639270305633545","7.639270305633545","7.639270305633545","6.509789943695068","6.509789943695068","6.509789943695068"
"141","140","140","140","3.678133249282837","3.678133249282837","3.678133249282837","5.113503932952881","5.113503932952881","5.113503932952881","140","140","140","5.26759672164917","5.26759672164917","5.26759672164917","4.736914157867432","4.736914157867432","4.736914157867432","140","140","140","7.581245422363281","7.581245422363281","7.581245422363281","6.41073751449585","6.41073751449585","6.41073751449585"
"142","141","141","141","3.827976703643799","3.827976703643799","3.827976703643799","4.982624530792236","4.982624530792236","4.982624530792236","141","141","141","5.321549415588379","5.321549415588379","5.321549415588379","4.58570671081543","4.58570671081543","4.58570671081543","141","141","141","7.561729907989502","7.561729907989502","7.561729907989502","6.428588390350342","6.428588390350342","6.428588390350342"
"143","142","142","142","3.831899404525757","3.831899404525757","3.831899404525757","4.787297248840332","4.787297248840332","4.787297248840332","142","142","142","5.341775417327881","5.341775417327881","5.341775417327881","4.504530429840088","4.504530429840088","4.504530429840088","142","142","142","7.680854320526123","7.680854320526123","7.680854320526123","6.692739486694336","6.692739486694336","6.692739486694336"
"144","143","143","143","3.799567699432373","3.799567699432373","3.799567699432373","4.572545528411865","4.572545528411865","4.572545528411865","143","143","143","5.512910842895508","5.512910842895508","5.512910842895508","4.951724529266357","4.951724529266357","4.951724529266357","143","143","143","7.5923566818237305","7.5923566818237305","7.5923566818237305","6.504403591156006","6.504403591156006","6.504403591156006"
"145","144","144","144","3.7198691368103027","3.7198691368103027","3.7198691368103027","4.523932933807373","4.523932933807373","4.523932933807373","144","144","144","5.408498764038086","5.408498764038086","5.408498764038086","4.86238431930542","4.86238431930542","4.86238431930542","144","144","144","7.590047836303711","7.590047836303711","7.590047836303711","6.827236175537109","6.827236175537109","6.827236175537109"
"146","145","145","145","3.827946662902832","3.827946662902832","3.827946662902832","4.7724761962890625","4.7724761962890625","4.7724761962890625","145","145","145","5.370599746704102","5.370599746704102","5.370599746704102","4.671407699584961","4.671407699584961","4.671407699584961","145","145","145","7.589412689208984","7.589412689208984","7.589412689208984","6.064514636993408","6.064514636993408","6.064514636993408"
"147","146","146","146","3.694575548171997","3.694575548171997","3.694575548171997","4.7543158531188965","4.7543158531188965","4.7543158531188965","146","146","146","5.338986873626709","5.338986873626709","5.338986873626709","4.386265754699707","4.386265754699707","4.386265754699707","146","146","146","7.5372514724731445","7.5372514724731445","7.5372514724731445","6.491665840148926","6.491665840148926","6.491665840148926"
"148","147","147","147","3.6830854415893555","3.6830854415893555","3.6830854415893555","4.656869888305664","4.656869888305664","4.656869888305664","147","147","147","5.35641622543335","5.35641622543335","5.35641622543335","4.483564853668213","4.483564853668213","4.483564853668213","147","147","147","7.65294885635376","7.65294885635376","7.65294885635376","6.910512447357178","6.910512447357178","6.910512447357178"
"149","148","148","148","3.624119281768799","3.624119281768799","3.624119281768799","4.783200740814209","4.783200740814209","4.783200740814209","148","148","148","5.296149730682373","5.296149730682373","5.296149730682373","4.56063175201416","4.56063175201416","4.56063175201416","148","148","148","7.580868721008301","7.580868721008301","7.580868721008301","6.382657527923584","6.382657527923584","6.382657527923584"
"150","149","149","149","3.7288079261779785","3.7288079261779785","3.7288079261779785","4.769762992858887","4.769762992858887","4.769762992858887","149","149","149","5.36298942565918","5.36298942565918","5.36298942565918","5.083859920501709","5.083859920501709","5.083859920501709","149","149","149","7.567827224731445","7.567827224731445","7.567827224731445","6.459848880767822","6.459848880767822","6.459848880767822"
